results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	count	count_change	count_label
1160	vinorelbine tartrate	6.72	5.59	8.01	3.9e-60	128	5282	31825	8827104	1160	vinorelbine tartrate	breast cancer	4.63	3.09	6.71	2.1e-11	31	1072	417	66708	1160	vinorelbine tartrate	breast cancer	49.7	79.1	0	0	12.72	1	0	78	35	8735	1160	vinorelbine tartrate	breast cancer	0	0	2148.41	1	0	2	1	113	1160	vinorelbine tartrate	breast cancer	0	0	10.14	1	0	120	38	11762	1160	vinorelbine tartrate	breast cancer	-12.71	3.02076635148179e-06	585.37	0.98	0.03	0.01	0.04	0.97	1.02	0.34	23	815	804
1887	alemtuzumab	1.39	1	1.87	0.038	43	8576	31910	8823810	1887	alemtuzumab	multiple sclerosis	1.81	0.66	3.97	0.16	6	2247	642	435807	1887	alemtuzumab	multiple sclerosis	25.8	68.2	3.63	1.29	8.27	0.0081	6	1182	84	60157	1887	alemtuzumab	multiple sclerosis	1.51	0.04	9.33	0.49	1	382	24	13877	1887	alemtuzumab	multiple sclerosis	4.18	1.31	10.25	0.0089	5	891	70	52101	1887	alemtuzumab	multiple sclerosis	1.1	3.00416602394643	0.43	0.01	-0.01	0.01	0.16	0.19	0.23	0.41	21	836	826
696	baclofen	0.95	0.82	1.09	0.49	198	57723	31755	8774663	696	baclofen	multiple sclerosis	2.82	2.13	3.68	1.3e-11	61	15569	587	422485	696	baclofen	multiple sclerosis	25.8	68.2	1.42	0.59	2.94	0.29	8	3933	82	57406	696	baclofen	multiple sclerosis	0.6	0.01	3.66	1	1	932	24	13327	696	baclofen	multiple sclerosis	1.52	0.59	3.31	0.34	7	3362	68	49630	696	baclofen	multiple sclerosis	0.3	1.349858807576	0.37	0.41	-0.01	0.01	0.09	0.21	0.23	0.37	21	836	826
87	bethanechol chloride	1.95	0.53	5.01	0.15	4	568	31949	8831818	87	bethanechol chloride	multiple sclerosis	0	0	28.37	1	0	90	648	437964	87	bethanechol chloride	multiple sclerosis	25.8	68.2	0	0	140.83	1	0	20	90	61319	87	bethanechol chloride	multiple sclerosis	0	0	911.47	1	0	4	25	14255	87	bethanechol chloride	multiple sclerosis	0	0	138.89	1	0	21	75	52971	87	bethanechol chloride	multiple sclerosis	-8.89	0.000137759657981586	290.74	0.98	-0.01	0.01	0.1	0.21	0.23	0.37	21	836	826
1625	dalfampridine	0.27	0.18	0.37	7.7e-22	33	34201	31920	8798185	1625	dalfampridine	multiple sclerosis	0.94	0.58	1.44	0.92	22	15783	626	422271	1625	dalfampridine	multiple sclerosis	25.8	68.2	0.7	0.25	1.58	0.47	6	5705	84	55634	1625	dalfampridine	multiple sclerosis	0.75	0.09	3.05	1	2	1477	23	12782	1625	dalfampridine	multiple sclerosis	0.55	0.15	1.47	0.32	4	4922	71	48070	1625	dalfampridine	multiple sclerosis	-0.42	0.657046819815057	0.42	0.32	-0.01	0.01	0.14	0.21	0.23	0.36	21	836	826
611	dantrolene sodium	2.91	1.5	5.1	0.0012	12	1142	31941	8831244	611	dantrolene sodium	multiple sclerosis	0	0	14.77	1	0	171	648	437883	611	dantrolene sodium	multiple sclerosis	25.8	68.2	0	0	157.69	1	0	18	90	61321	611	dantrolene sodium	multiple sclerosis	0	0	505.09	1	0	6	25	14253	611	dantrolene sodium	multiple sclerosis	0	0	235.74	1	0	13	75	52979	611	dantrolene sodium	multiple sclerosis	-9.01	0.000122181856019035	333.31	0.98	-0.01	0.01	0.1	0.21	0.23	0.37	21	836	826
2047	dimethyl fumarate	0.17	0.12	0.24	2.2e-51	38	60577	31915	8771809	2047	dimethyl fumarate	multiple sclerosis	0.38	0.26	0.55	2e-09	31	50962	617	387092	2047	dimethyl fumarate	multiple sclerosis	25.8	68.2	0.44	0.21	0.82	0.0064	11	14846	79	46493	2047	dimethyl fumarate	multiple sclerosis	0.45	0.09	1.49	0.24	3	3325	22	10934	2047	dimethyl fumarate	multiple sclerosis	0.43	0.19	0.86	0.014	9	12793	66	40199	2047	dimethyl fumarate	multiple sclerosis	-0.83	0.436049286321536	0.31	0.01	-0.01	0.01	0.11	0.2	0.23	0.38	21	836	826
1672	fingolimod	0.32	0.24	0.43	5.2e-23	52	44151	31901	8788235	1672	fingolimod	multiple sclerosis	0.85	0.59	1.18	0.39	37	29216	611	408838	1672	fingolimod	multiple sclerosis	25.8	68.2	1.34	0.71	2.35	0.27	15	7969	75	53370	1672	fingolimod	multiple sclerosis	0.58	0.07	2.36	0.76	2	1853	23	12406	1672	fingolimod	multiple sclerosis	1.47	0.74	2.7	0.22	13	6624	62	46368	1672	fingolimod	multiple sclerosis	0.14	1.15027379885723	0.28	0.61	-0.01	0.01	0.12	0.21	0.23	0.37	21	836	826
534	flavoxate	5.03	2.16	9.99	0.00027	8	440	31945	8831946	534	flavoxate	multiple sclerosis	0	0	48.92	1	0	53	648	438001	534	flavoxate	multiple sclerosis	25.8	68.2	0	0	274.73	1	0	11	90	61328	534	flavoxate	multiple sclerosis	0	0	Inf	1	0	0	25	14259	534	flavoxate	multiple sclerosis	0	0	258.28	1	0	12	75	52980	534	flavoxate	multiple sclerosis	-9.01	0.000122181856019035	419.56	0.98	-0.01	0.01	0.1	0.21	0.23	0.37	21	836	826
1228	glatiramer acetate	0.27	0.18	0.39	3e-19	30	30361	31923	8802025	1228	glatiramer acetate	multiple sclerosis	0.48	0.27	0.79	0.002	16	21865	632	416189	1228	glatiramer acetate	multiple sclerosis	25.8	68.2	0.39	0.08	1.18	0.12	3	4997	87	56342	1228	glatiramer acetate	multiple sclerosis	0.49	0.01	3.02	0.72	1	1113	24	13146	1228	glatiramer acetate	multiple sclerosis	0.3	0.04	1.14	0.091	2	4381	73	48611	1228	glatiramer acetate	multiple sclerosis	-1.06	0.346455810330057	0.59	0.07	-0.01	0.01	0.1	0.21	0.23	0.37	21	836	826
962	gluconolactone	0	0	99.61	1	0	12	31953	8832374	962	gluconolactone	multiple sclerosis	0	0	1666.25	1	0	3	648	438051	962	gluconolactone	multiple sclerosis	25.8	68.2	0	0	Inf	1	0	0	90	61339	962	gluconolactone	multiple sclerosis	0	0	Inf	1	0	0	25	14259	962	gluconolactone	multiple sclerosis	0	0	Inf	1	0	0	75	52992	962	gluconolactone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	836	826
1872	interferon beta-1a	0.59	0.53	0.65	1.2e-31	421	195381	31532	8637005	1872	interferon beta-1a	multiple sclerosis	2	1.7	2.34	2.5e-18	367	173253	281	264801	1872	interferon beta-1a	multiple sclerosis	25.8	68.2	1.3	0.76	2.13	0.29	22	12230	68	49109	1872	interferon beta-1a	multiple sclerosis	2.09	0.78	5.11	0.11	8	2623	17	11636	1872	interferon beta-1a	multiple sclerosis	0.93	0.49	1.66	0.89	15	11220	60	41772	1872	interferon beta-1a	multiple sclerosis	0.19	1.20924959765725	0.24	0.44	-0.01	0.01	0.09	0.21	0.23	0.36	21	836	826
1868	interferon beta-1b	1.53	1.28	1.83	6.3e-06	128	23085	31825	8809301	1868	interferon beta-1b	multiple sclerosis	4.65	3.62	5.89	2.8e-26	79	12707	569	425347	1868	interferon beta-1b	multiple sclerosis	25.8	68.2	0.34	0.01	1.94	0.37	1	1969	89	59370	1868	interferon beta-1b	multiple sclerosis	1.25	0.03	7.72	0.56	1	459	24	13800	1868	interferon beta-1b	multiple sclerosis	0	0	1.49	0.18	0	1731	75	51261	1868	interferon beta-1b	multiple sclerosis	-1.18	0.307278738601131	1.01	0.24	-0.01	0.01	0.11	0.21	0.23	0.37	21	836	826
495	methenamine hippurate	0.47	0.01	2.65	0.73	1	584	31952	8831802	495	methenamine hippurate	multiple sclerosis	0	0	24.72	1	0	103	648	437951	495	methenamine hippurate	multiple sclerosis	25.8	68.2	0	0	77.07	1	0	35	90	61304	495	methenamine hippurate	multiple sclerosis	0	0	240.24	1	0	11	25	14248	495	methenamine hippurate	multiple sclerosis	0	0	91.3	1	0	31	75	52961	495	methenamine hippurate	multiple sclerosis	-9.93	4.86917960986318e-05	369.9	0.98	-0.01	0.01	0.1	0.21	0.23	0.37	21	836	826
1901	natalizumab	0.15	0.12	0.19	3.3e-150	95	168605	31858	8663781	1901	natalizumab	multiple sclerosis	0.25	0.2	0.32	6.8e-42	81	158267	567	279787	1901	natalizumab	multiple sclerosis	25.8	68.2	0.45	0.18	0.97	0.041	7	9689	83	51650	1901	natalizumab	multiple sclerosis	0.42	0.05	1.72	0.3	2	2430	23	11829	1901	natalizumab	multiple sclerosis	0.4	0.13	0.99	0.05	5	7951	70	45041	1901	natalizumab	multiple sclerosis	-0.93	0.394553710371601	0.39	0.02	-0.01	0.01	0.07	0.22	0.23	0.34	21	836	826
1451	oxybutynin	1.24	0.99	1.52	0.051	89	19886	31864	8812500	1451	oxybutynin	multiple sclerosis	2.01	0.86	3.99	0.069	8	2707	640	435347	1451	oxybutynin	multiple sclerosis	25.8	68.2	1.62	0.19	6.05	0.35	2	848	88	60491	1451	oxybutynin	multiple sclerosis	0	0	17.37	1	0	131	25	14128	1451	oxybutynin	multiple sclerosis	1.71	0.2	6.4	0.33	2	838	73	52154	1451	oxybutynin	multiple sclerosis	0.44	1.55270721851134	0.72	0.54	-0.01	0.01	0.1	0.21	0.23	0.36	21	836	826
647	oxybutynin chloride	2.44	1.95	3.01	3.7e-13	88	9999	31865	8822387	647	oxybutynin chloride	multiple sclerosis	3.1	1.41	5.93	0.0032	9	1983	639	436071	647	oxybutynin chloride	multiple sclerosis	25.8	68.2	1.4	0.04	8.06	0.51	1	487	89	60852	647	oxybutynin chloride	multiple sclerosis	0	0	30.75	1	0	75	25	14184	647	oxybutynin chloride	multiple sclerosis	1.49	0.04	8.62	0.49	1	475	74	52517	647	oxybutynin chloride	multiple sclerosis	0.31	1.36342511413218	1.01	0.76	-0.01	0.01	0.1	0.21	0.23	0.36	21	836	826
1945	peginterferon beta-1a	0.16	0.02	0.59	0.00082	2	3400	31951	8828986	1945	peginterferon beta-1a	multiple sclerosis	0	0	0.81	0.017	0	3086	648	434968	1945	peginterferon beta-1a	multiple sclerosis	25.8	68.2	0	0	1.76	0.28	0	1430	90	59909	1945	peginterferon beta-1a	multiple sclerosis	0	0	6.46	1	0	344	25	13915	1945	peginterferon beta-1a	multiple sclerosis	0	0	2.07	0.43	0	1260	75	51732	1945	peginterferon beta-1a	multiple sclerosis	-14.06	7.83104256308479e-07	441.85	0.97	-0.01	0.01	0.11	0.21	0.23	0.37	21	836	826
163	riboflavin	3.76	2.58	5.3	3.7e-10	33	2428	31920	8829958	163	riboflavin	multiple sclerosis	0	0	10.86	1	0	232	648	437822	163	riboflavin	multiple sclerosis	25.8	68.2	0	0	35.5	1	0	74	90	61265	163	riboflavin	multiple sclerosis	0	0	304.27	1	0	9	25	14250	163	riboflavin	multiple sclerosis	0	0	37.99	1	0	72	75	52920	163	riboflavin	multiple sclerosis	-10.97	1.72103433040437e-05	438.84	0.98	-0.01	0.01	0.1	0.21	0.23	0.37	21	836	826
2009	teriflunomide	0.82	0.59	1.12	0.22	40	13490	31913	8818896	2009	teriflunomide	multiple sclerosis	2.26	1.57	3.16	2.5e-05	36	11120	612	426934	2009	teriflunomide	multiple sclerosis	25.8	68.2	3.76	2.33	5.95	9e-08	29	6881	61	54458	2009	teriflunomide	multiple sclerosis	2.15	0.63	5.92	0.18	5	1483	20	12776	2009	teriflunomide	multiple sclerosis	4.21	2.51	6.91	7.6e-08	26	5935	49	47057	2009	teriflunomide	multiple sclerosis	1.35	3.85742553069697	0.22	0	-0.02	0.01	0.03	0.22	0.23	0.33	21	836	826
1162	tizanidine	1.89	1.58	2.23	2e-11	137	20105	31816	8812281	1162	tizanidine	multiple sclerosis	2.97	1.77	4.68	4.8e-05	19	4410	629	433644	1162	tizanidine	multiple sclerosis	25.8	68.2	4.52	1.76	9.76	0.0014	7	1124	83	60215	1162	tizanidine	multiple sclerosis	0	0	9.56	1	0	235	25	14024	1162	tizanidine	multiple sclerosis	5.51	2.13	12.04	0.00047	7	971	68	52021	1162	tizanidine	multiple sclerosis	1.48	4.39294568091876	0.39	0	-0.01	0.01	0.07	0.22	0.23	0.35	21	836	826
1280	tolterodine tartrate	2.64	2.25	3.08	4.8e-27	166	17420	31787	8814966	1280	tolterodine tartrate	multiple sclerosis	6.27	3.62	10.14	6.4e-09	17	1875	631	436179	1280	tolterodine tartrate	multiple sclerosis	25.8	68.2	0	0	8.26	1	0	311	90	61028	1280	tolterodine tartrate	multiple sclerosis	0	0	54.66	1	0	43	25	14216	1280	tolterodine tartrate	multiple sclerosis	0	0	8.53	1	0	313	75	52679	1280	tolterodine tartrate	multiple sclerosis	-11.95	6.45923285705046e-06	345.15	0.97	-0.01	0.01	0.11	0.21	0.23	0.37	21	836	826
1151	adapalene	4.66	3.14	6.69	1.6e-11	30	1779	31923	8830607	1151	adapalene	acne	1.01	0.46	1.95	0.86	9	984	303	33484	1151	adapalene	acne	19.6	46.1	0.86	0.02	5.69	1	1	135	15	1748	1151	adapalene	acne	0	0	81.87	1	0	71	2	1086	1151	adapalene	acne	0.66	0.02	4.35	1	1	232	15	2310	1151	adapalene	acne	-0.29	0.748263567578565	1.04	0.78	0.03	0.01	0.01	-1.09	0.76	0.15	20	856	846
1690	ampicillin/ampicillin trihydrate	22.7	11.06	41.91	8.7e-12	11	134	31942	8832252	1690	ampicillin/ampicillin trihydrate	acne	189.17	62.08	633.21	2.2e-17	10	6	302	34462	1690	ampicillin/ampicillin trihydrate	acne	19.6	46.1	0	0	Inf	1	0	0	16	1883	1690	ampicillin/ampicillin trihydrate	acne	0	0	Inf	1	0	0	2	1157	1690	ampicillin/ampicillin trihydrate	acne	0	0	Inf	1	0	0	16	2542	1690	ampicillin/ampicillin trihydrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	856	846
1643	benzoyl peroxide	1.65	0.92	2.73	0.064	15	2512	31938	8829874	1643	benzoyl peroxide	acne	0.56	0.22	1.18	0.14	7	1348	305	33120	1643	benzoyl peroxide	acne	19.6	46.1	0.63	0.01	4.15	1	1	180	15	1703	1643	benzoyl peroxide	acne	0	0	61.25	1	0	93	2	1064	1643	benzoyl peroxide	acne	0.51	0.01	3.34	1	1	294	15	2248	1643	benzoyl peroxide	acne	-0.66	0.516851334491699	1.03	0.53	0.03	0.01	0.01	-1.11	0.76	0.14	20	856	846
1072	cetyl alcohol	0	0	110.48	1	0	11	31953	8832375	1072	cetyl alcohol	acne	0	0	4036.8	1	0	1	312	34467	1072	cetyl alcohol	acne	19.6	46.1	0	0	Inf	1	0	0	16	1883	1072	cetyl alcohol	acne	0	0	Inf	1	0	0	2	1157	1072	cetyl alcohol	acne	0	0	Inf	1	0	0	16	2542	1072	cetyl alcohol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	856	846
1835	clindamycin palmitate	5.38	3.85	7.32	3.5e-17	41	2109	31912	8830277	1835	clindamycin palmitate	acne	2.62	0.84	6.27	0.047	5	213	307	34255	1835	clindamycin palmitate	acne	19.6	46.1	0	0	57.24	1	0	10	16	1873	1835	clindamycin palmitate	acne	0	0	2470.7	1	0	3	2	1154	1835	clindamycin palmitate	acne	0	0	62.49	1	0	12	16	2530	1835	clindamycin palmitate	acne	-12.34	4.37326800985043e-06	994.29	0.99	0.03	0.01	0.01	-1.09	0.76	0.15	20	856	846
1737	clindamycin phosphate	2.9	2.15	3.83	1.3e-10	50	4773	31903	8827613	1737	clindamycin phosphate	acne	0.7	0.26	1.56	0.48	6	934	306	33534	1737	clindamycin phosphate	acne	19.6	46.1	1.18	0.03	7.79	0.59	1	101	15	1782	1737	clindamycin phosphate	acne	0	0	129.99	1	0	46	2	1111	1737	clindamycin phosphate	acne	1.13	0.03	7.42	0.6	1	142	15	2400	1737	clindamycin phosphate	acne	-0.09	0.913931185271228	1.03	0.93	0.03	0.01	0.01	-1.08	0.76	0.15	20	856	846
1686	doxycycline	1.81	1.53	2.13	3.7e-11	149	22785	31804	8809601	1686	doxycycline	acne	2.21	1.37	3.39	0.00092	23	1200	289	33268	1686	doxycycline	acne	19.6	46.1	17.7	5.76	56.9	2.8e-07	9	127	7	1756	1686	doxycycline	acne	13.04	0.17	1020.47	0.14	1	82	1	1075	1686	doxycycline	acne	17.77	5.81	56.86	2.6e-07	9	171	7	2371	1686	doxycycline	acne	2.75	15.6426318841882	0.48	0	0.03	0.01	0.05	-1.18	0.76	0.12	20	856	846
1687	doxycycline hyclate	1.83	1.55	2.15	1.7e-11	151	22836	31802	8809550	1687	doxycycline hyclate	acne	1.89	1.15	2.96	0.0094	21	1268	291	33200	1687	doxycycline hyclate	acne	19.6	46.1	16.72	5.44	53.68	4.4e-07	9	134	7	1749	1687	doxycycline hyclate	acne	12.54	0.16	982.08	0.14	1	85	1	1072	1687	doxycycline hyclate	acne	17.77	5.81	56.86	2.6e-07	9	171	7	2371	1687	doxycycline hyclate	acne	2.82	16.7768506721399	0.48	0	0.03	0.01	0.01	-1.23	0.76	0.11	20	856	846
1731	erythromycin	2.61	2.11	3.2	7.1e-16	95	10077	31858	8822309	1731	erythromycin	acne	2.64	1.38	4.63	0.0021	13	558	299	33910	1731	erythromycin	acne	19.6	46.1	0	0	31.29	1	0	17	16	1866	1731	erythromycin	acne	0	0	636.8	1	0	10	2	1147	1731	erythromycin	acne	0	0	25.63	1	0	27	16	2515	1731	erythromycin	acne	-13.28	1.70832021613054e-06	1040.56	0.99	0.03	0.01	0.01	-1.08	0.76	0.15	20	856	846
1710	erythromycin lactobionate	2.78	2.26	3.39	2e-18	100	9956	31853	8822430	1710	erythromycin lactobionate	acne	3.66	1.91	6.42	0.00012	13	405	299	34063	1710	erythromycin lactobionate	acne	19.6	46.1	0	0	42.26	1	0	13	16	1870	1710	erythromycin lactobionate	acne	0	0	935.7	1	0	7	2	1150	1710	erythromycin lactobionate	acne	0	0	35.43	1	0	20	16	2522	1710	erythromycin lactobionate	acne	-13.27	1.72548911973592e-06	1220.99	0.99	0.03	0.01	0.01	-1.08	0.76	0.15	20	856	846
836	isotretinoin	2.4	2.15	2.67	3.2e-45	343	39722	31610	8792664	836	isotretinoin	acne	3.08	2.35	4.09	5e-19	243	18375	69	16093	836	isotretinoin	acne	19.6	46.1	0.64	0.15	2.12	0.6	4	646	12	1237	836	isotretinoin	acne	0.74	0.01	58.37	1	1	664	1	493	836	isotretinoin	acne	0.86	0.2	2.84	1	4	712	12	1830	836	isotretinoin	acne	0.07	1.07250818125422	0.55	0.9	0.04	0.01	0.01	-1.1	0.77	0.15	20	856	846
1830	methacycline	0	0	655.93	1	0	3	31953	8832383	1830	methacycline	acne	0	0	585.4	1	0	2	312	34466	1830	methacycline	acne	19.6	46.1	0	0	Inf	1	0	0	16	1883	1830	methacycline	acne	0	0	Inf	1	0	0	2	1157	1830	methacycline	acne	0	0	Inf	1	0	0	16	2542	1830	methacycline	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	856	846
167	methscopolamine bromide	9.58	3.8	20.11	1.3e-05	7	202	31946	8832184	167	methscopolamine bromide	acne	30.39	11.05	72.57	1.5e-08	7	26	305	34442	167	methscopolamine bromide	acne	19.6	46.1	0	0	4282.74	1	0	1	16	1882	167	methscopolamine bromide	acne	0	0	16384	1	0	1	2	1156	167	methscopolamine bromide	acne	0	0	Inf	1	0	0	16	2542	167	methscopolamine bromide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	856	846
1724	minocycline	2.76	2.25	3.36	1.5e-18	102	10234	31851	8822152	1724	minocycline	acne	1.3	0.84	1.93	0.21	27	2346	285	32122	1724	minocycline	acne	19.6	46.1	0.55	0.01	3.58	1	1	205	15	1678	1724	minocycline	acne	0	0	37.62	1	0	144	2	1013	1724	minocycline	acne	0.48	0.01	3.15	0.71	1	309	15	2233	1724	minocycline	acne	-0.8	0.449328964117222	1.03	0.44	0.03	0.01	0.01	-1.06	0.76	0.16	20	856	846
152	procaine	1.5	0.41	3.86	0.35	4	736	31949	8831650	152	procaine	acne	5.03	0.12	31.32	0.19	1	22	311	34446	152	procaine	acne	19.6	46.1	0	0	Inf	1	0	0	16	1883	152	procaine	acne	0	0	Inf	1	0	0	2	1157	152	procaine	acne	0	0	Inf	1	0	0	16	2542	152	procaine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	856	846
36	sulfacetamide	2.6	0.84	6.11	0.046	5	531	31948	8831855	36	sulfacetamide	acne	1.7	0.04	9.89	0.45	1	65	311	34403	36	sulfacetamide	acne	19.6	46.1	0	0	107.73	1	0	6	16	1877	36	sulfacetamide	acne	0	0	1352.61	1	0	5	2	1152	36	sulfacetamide	acne	0	0	52.6	1	0	14	16	2528	36	sulfacetamide	acne	-12.46	3.87874077317772e-06	862.02	0.99	0.04	0.01	0.01	-1.09	0.76	0.15	20	856	846
47	sulfacetamide sodium	2.06	0.67	4.84	0.1	5	670	31948	8831716	47	sulfacetamide sodium	acne	1.98	0.05	11.55	0.4	1	56	311	34412	47	sulfacetamide sodium	acne	19.6	46.1	0	0	88.27	1	0	7	16	1876	47	sulfacetamide sodium	acne	0	0	1093.74	1	0	6	2	1151	47	sulfacetamide sodium	acne	0	0	62.49	1	0	12	16	2530	47	sulfacetamide sodium	acne	-12.53	3.61651392592813e-06	883.39	0.99	0.04	0.01	0.01	-1.08	0.76	0.15	20	856	846
12	sulfur	3.43	1.25	7.52	0.0094	6	484	31947	8831902	12	sulfur	acne	7.11	1.41	22.26	0.01	3	47	309	34421	12	sulfur	acne	19.6	46.1	0	0	189.67	1	0	4	16	1879	12	sulfur	acne	0	0	2470.7	1	0	3	2	1154	12	sulfur	acne	0	0	145.48	1	0	6	16	2536	12	sulfur	acne	-11.28	1.26228739119259e-05	768.11	0.99	0.03	0.01	0.01	-1.08	0.76	0.15	20	856	846
1224	tazarotene	0.74	0.09	2.68	1	2	747	31951	8831639	1224	tazarotene	acne	0.43	0.01	2.41	0.73	1	258	311	34210	1224	tazarotene	acne	19.6	46.1	0	0	29.39	1	0	18	16	1865	1224	tazarotene	acne	0	0	443.94	1	0	14	2	1143	1224	tazarotene	acne	0	0	31.94	1	0	22	16	2520	1224	tazarotene	acne	-13.11	2.02488023978819e-06	1054.7	0.99	0.03	0.01	0.01	-1.08	0.76	0.15	20	856	846
1718	tetracycline	2.24	1.5	3.23	0.00012	29	3573	31924	8828813	1718	tetracycline	acne	0.73	0.09	2.66	1	2	304	310	34164	1718	tetracycline	acne	19.6	46.1	0	0	57.24	1	0	10	16	1873	1718	tetracycline	acne	0	0	636.8	1	0	10	2	1147	1718	tetracycline	acne	0	0	31.94	1	0	22	16	2520	1718	tetracycline	acne	-13.15	1.94548354993671e-06	1109.33	0.99	0.03	0.01	0.01	-1.08	0.76	0.15	20	856	846
389	atropine	2.69	2.29	3.15	3.9e-27	161	16577	31792	8815809	389	atropine	crohn s disease	1.65	0.53	3.92	0.24	5	1726	257	146801	389	atropine	crohn s disease	14.2	76	2.64	0.06	15.78	0.32	1	387	35	35711	389	atropine	crohn s disease	0	0	27.98	1	0	141	15	13990	389	atropine	crohn s disease	3.67	0.09	22.55	0.25	1	261	25	23915	389	atropine	crohn s disease	0.82	2.27049983753241	1.02	0.42	0	0.01	0.74	0	0.33	0.99	20	876	866
505	azathioprine	1.12	0.95	1.31	0.17	153	37862	31800	8794524	505	azathioprine	crohn s disease	1.28	0.85	1.86	0.21	32	14562	230	133965	505	azathioprine	crohn s disease	14.2	76	2.29	0.78	5.59	0.065	6	2901	30	33197	505	azathioprine	crohn s disease	0.78	0.02	5.17	1	1	1179	14	12952	505	azathioprine	crohn s disease	2.82	0.83	7.69	0.048	5	1883	21	22293	505	azathioprine	crohn s disease	0.69	1.99371553324308	0.44	0.12	0	0.01	0.65	-0.01	0.33	0.98	20	876	866
601	azathioprine sodium	1.12	0.95	1.32	0.16	153	37701	31800	8794685	601	azathioprine sodium	crohn s disease	1.29	0.86	1.87	0.18	32	14461	230	134066	601	azathioprine sodium	crohn s disease	14.2	76	2.31	0.78	5.64	0.063	6	2878	30	33220	601	azathioprine sodium	crohn s disease	0.79	0.02	5.22	1	1	1167	14	12964	601	azathioprine sodium	crohn s disease	2.84	0.83	7.74	0.047	5	1872	21	22304	601	azathioprine sodium	crohn s disease	0.7	2.01375270747048	0.44	0.11	0	0.01	0.65	-0.01	0.33	0.98	20	876	866
515	cholestyramine	2.12	1.52	2.9	2.3e-05	40	5207	31913	8827179	515	cholestyramine	crohn s disease	0	0	2.1	0.43	0	997	262	147530	515	cholestyramine	crohn s disease	14.2	76	0	0	18.5	1	0	211	36	35887	515	cholestyramine	crohn s disease	0	0	43.77	1	0	91	15	14040	515	cholestyramine	crohn s disease	0	0	28.35	1	0	131	26	24045	515	cholestyramine	crohn s disease	-12.77	2.84485061407025e-06	721.64	0.99	0	0.01	0.68	0	0.33	1	20	876	866
243	clidinium bromide	2.76	1.7	4.23	5e-05	21	2106	31932	8830280	243	clidinium bromide	crohn s disease	2.77	0.07	15.76	0.3	1	205	261	148322	243	clidinium bromide	crohn s disease	14.2	76	0	0	70.31	1	0	57	36	36041	243	clidinium bromide	crohn s disease	0	0	713.71	1	0	7	15	14124	243	clidinium bromide	crohn s disease	0	0	75.99	1	0	50	26	24126	243	clidinium bromide	crohn s disease	-10.75	2.14454083165892e-05	523.94	0.98	0	0.01	0.69	0	0.33	0.99	20	876	866
643	colestipol	4.07	2.69	5.9	1.5e-09	28	1905	31925	8830481	643	colestipol	crohn s disease	1.34	0.03	7.56	0.53	1	424	261	148103	643	colestipol	crohn s disease	14.2	76	0	0	33.38	1	0	118	36	35980	643	colestipol	crohn s disease	0	0	105.05	1	0	39	15	14092	643	colestipol	crohn s disease	0	0	46.32	1	0	81	26	24095	643	colestipol	crohn s disease	-11.77	7.73310572890771e-06	595.37	0.98	0	0.01	0.69	0	0.33	0.99	20	876	866
111	dicyclomine	1.85	1.45	2.32	2.1e-06	73	10942	31880	8821444	111	dicyclomine	crohn s disease	1.39	0.38	3.62	0.54	4	1634	258	146893	111	dicyclomine	crohn s disease	14.2	76	0	0	9.03	1	0	428	36	35670	111	dicyclomine	crohn s disease	0	0	40.98	1	0	97	15	14034	111	dicyclomine	crohn s disease	0	0	10.81	1	0	338	26	23838	111	dicyclomine	crohn s disease	-12.75	2.9023204086504e-06	515.51	0.98	0	0.01	0.69	-0.01	0.33	0.97	20	876	866
