results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex
1288	entacapone	6.01	4.55	7.8	1.4e-25	57	6881	12187	8845214	1288	entacapone	parkinson s disease	1.34	0.93	1.9	0.1	42	4814	155	23785	1288	entacapone	parkinson s disease	48.8	78.4	0	0	2.01	0.26	0	342	28	4853	1288	entacapone	parkinson s disease	0	0	2.68	0.4	0	270	22	3938	1288	entacapone	parkinson s disease	1.75	0.04	12.77	0.46	1	183	9	2889	1288	entacapone	parkinson s disease	-0.78	0.458406011305224	1.02	0.44	-0.04	0.01	0	0.44	0.38	0.25
1289	lepirudin recombinant	0	0	10.14	1	0	265	12244	8851830	1289	lepirudin recombinant	heparin-induced thrombocytopenia	0	0	Inf	1	0	94	0	701	1289	lepirudin recombinant	heparin-induced thrombocytopenia	NA	NA	0	0	Inf	1	0	0	0	0	1289	lepirudin recombinant	heparin-induced thrombocytopenia	0	0	Inf	1	0	0	0	31	1289	lepirudin recombinant	heparin-induced thrombocytopenia	0	0	Inf	1	0	0	0	31	1289	lepirudin recombinant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1290	raloxifene	0.52	0.28	0.89	0.015	13	18019	12231	8834076	1290	raloxifene	osteoporosis	0.32	0.01	1.81	0.38	1	6252	81	160154	1290	raloxifene	osteoporosis	56	85.8	0	0	14.78	1	0	722	10	23872	1290	raloxifene	osteoporosis	0	0	Inf	1	0	0	0	2966	1290	raloxifene	osteoporosis	0	0	11.53	1	0	841	12	26902	1290	raloxifene	osteoporosis	-14.86	3.51871424282876e-07	1661.25	0.99	-0.01	0.02	0.73	-14.87	884.04	0.99
1291	brinzolamide	0	0	0.66	0.0087	0	4033	12244	8848062	1291	brinzolamide	glaucoma	0	0	5.61	1	0	1397	10	17547	1291	brinzolamide	glaucoma	76.4	87.6	0	0	Inf	1	0	157	0	1099	1291	brinzolamide	glaucoma	0	0	48.68	1	0	144	2	1312	1291	brinzolamide	glaucoma	0	0	Inf	1	0	285	0	2528	1291	brinzolamide	glaucoma	-17.7	2.05583222976045e-08	8780.13	1	0.11	0.08	0.18	18.96	3725.26	1
1292	paricalcitol	0.06	0	0.31	6.6e-07	1	13028	12243	8839067	1292	paricalcitol	hyperparathyroidism secondary	1.91	0.03	36.72	0.5	1	2576	2	9843	1292	paricalcitol	hyperparathyroidism secondary	66	66	0	0	Inf	1	0	0	0	0	1292	paricalcitol	hyperparathyroidism secondary	0	0	255.91	1	0	449	1	2957	1292	paricalcitol	hyperparathyroidism secondary	0	0	Inf	1	0	382	0	3635	1292	paricalcitol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1293	citalopram	3.54	3.21	3.91	8e-100	418	87409	11826	8764686	1293	citalopram	depression	1.04	0.86	1.24	0.68	135	19959	1211	185851	1293	citalopram	depression	22.3	77.3	0.9	0.48	1.56	0.79	14	3166	140	28421	1293	citalopram	depression	0.74	0.29	1.6	0.6	7	1178	79	9820	1293	citalopram	depression	0.78	0.3	1.68	0.72	7	2654	79	23315	1293	citalopram	depression	-0.26	0.771051585803566	0.28	0.35	-0.02	0	0	0.81	0.15	0
1294	rivastigmine tartrate	2.2	1.63	2.9	8.5e-07	50	16487	12194	8835608	1294	rivastigmine tartrate	dementia alzheimer s type	0.71	0.4	1.22	0.21	20	6041	48	10256	1294	rivastigmine tartrate	dementia alzheimer s type	71	95.1	0	0	1.77	0.16	0	739	5	1198	1294	rivastigmine tartrate	dementia alzheimer s type	0	0	1.53	0.094	0	310	6	555	1294	rivastigmine tartrate	dementia alzheimer s type	0	0	9.28	0.54	0	514	2	894	1294	rivastigmine tartrate	dementia alzheimer s type	-17.35	2.91736480260516e-08	1625.55	0.99	0.02	0.04	0.61	1.61	0.82	0.05
1295	ziprasidone	13.7	12.24	15.28	4.4e-246	336	18199	11908	8833896	1295	ziprasidone	bipolar disorder	1.11	0.76	1.58	0.51	34	3569	432	50491	1295	ziprasidone	bipolar disorder	20.1	63.2	1.61	0.32	5.05	0.44	3	199	51	5454	1295	ziprasidone	bipolar disorder	0	0	8.1	1	0	57	25	2818	1295	ziprasidone	bipolar disorder	2.2	0.43	7.1	0.17	3	183	34	4568	1295	ziprasidone	bipolar disorder	0.45	1.56831218549017	0.6	0.45	-0.01	0.01	0.25	0.08	0.26	0.76
1296	saquinavir	0.38	0.01	2.14	0.53	1	1884	12243	8850211	1296	saquinavir	hiv infection	0.61	0.02	3.49	1	1	1170	81	57639	1296	saquinavir	hiv infection	28.6	51.6	0	0	57.71	1	0	36	11	5005	1296	saquinavir	hiv infection	0	0	39.88	1	0	59	11	5754	1296	saquinavir	hiv infection	0	0	787.13	1	0	24	2	3453	1296	saquinavir	hiv infection	-13.03	2.19352657735311e-06	1166.01	0.99	-0.01	0.02	0.43	1.31	0.78	0.09
1297	montelukast sodium	2.13	1.83	2.46	6.2e-20	187	64133	12057	8787962	1297	montelukast sodium	asthma	1.91	1.34	2.69	0.00032	52	22119	100	81147	1297	montelukast sodium	asthma	12.5	65	0.75	0.23	1.99	0.66	5	2653	26	10374	1297	montelukast sodium	asthma	1.19	0.21	4.41	0.73	3	1111	12	5279	1297	montelukast sodium	asthma	1.09	0.26	3.37	0.78	4	2806	16	12194	1297	montelukast sodium	asthma	0.03	1.03045453395352	0.42	0.94	-0.02	0.01	0.01	0.46	0.35	0.18
1298	formoterol fumarate	0.22	0.07	0.52	2.7e-05	5	16193	12239	8835902	1298	formoterol fumarate	asthma	0.15	0	0.85	0.024	1	4379	151	98887	1298	formoterol fumarate	asthma	12.5	65	0	0	2.79	0.64	0	567	31	12460	1298	formoterol fumarate	asthma	0	0	7.25	1	0	238	15	6152	1298	formoterol fumarate	asthma	0	0	4.76	1	0	614	20	14386	1298	formoterol fumarate	asthma	-14.16	7.08582033331135e-07	599.94	0.98	-0.02	0.01	0.01	0.45	0.35	0.19
1299	isopropyl alcohol	0	0	4.83	1	0	554	12244	8851541	1299	isopropyl alcohol	preoperative care	0	0	194.99	1	0	333	1	1669	1299	isopropyl alcohol	preoperative care	NA	NA	0	0	Inf	1	0	0	0	0	1299	isopropyl alcohol	preoperative care	0	0	Inf	1	0	8	0	150	1299	isopropyl alcohol	preoperative care	0	0	Inf	1	0	17	0	186	1299	isopropyl alcohol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1300	risedronate sodium	0.84	0.57	1.2	0.4	30	25710	12214	8826385	1300	risedronate sodium	osteoporosis	1.06	0.28	2.83	0.79	4	7666	78	158740	1300	risedronate sodium	osteoporosis	56	85.8	0	0	19.89	1	0	541	10	24053	1300	risedronate sodium	osteoporosis	0	0	Inf	1	0	76	0	2890	1300	risedronate sodium	osteoporosis	0	0	16.63	1	0	589	12	27154	1300	risedronate sodium	osteoporosis	-14.69	4.170749062435e-07	1833.92	0.99	-0.01	0.02	0.74	-14.82	880.57	0.99
1301	levalbuterol	1.35	0.82	2.08	0.19	20	10744	12224	8841351	1301	levalbuterol	asthma	0.51	0.06	1.86	0.45	2	2653	150	100613	1301	levalbuterol	asthma	12.5	65	0	0	5.75	1	0	282	31	12745	1301	levalbuterol	asthma	0	0	21.34	1	0	84	15	6306	1301	levalbuterol	asthma	0	0	8.83	1	0	338	20	14662	1301	levalbuterol	asthma	-13.16	1.92612566517659e-06	516.24	0.98	-0.02	0.01	0.01	0.45	0.35	0.19
1302	candesartan cilexetil	0.49	0.29	0.79	0.0015	17	25003	12227	8827092	1302	candesartan cilexetil	hypertension	1.24	0.53	2.48	0.55	8	7677	266	316557	1302	candesartan cilexetil	hypertension	28.7	83.5	0	0	11.08	1	0	828	28	65008	1302	candesartan cilexetil	hypertension	0	0	32.63	1	0	387	11	31582	1302	candesartan cilexetil	hypertension	0	0	14.18	1	0	545	21	40126	1302	candesartan cilexetil	hypertension	-12.78	2.81654387750147e-06	574.44	0.98	-0.03	0.01	0.01	-0.43	0.37	0.25
1303	clopidogrel bisulfate	0.53	0.42	0.66	6.8e-10	77	104899	12167	8747196	1303	clopidogrel bisulfate	hypertension	0.52	0.17	1.23	0.18	5	11195	269	313039	1303	clopidogrel bisulfate	hypertension	28.7	83.5	0	0	4.65	1	0	1935	28	63901	1303	clopidogrel bisulfate	hypertension	0	0	9.97	1	0	1230	11	30739	1303	clopidogrel bisulfate	hypertension	0	0	8.14	1	0	939	21	39732	1303	clopidogrel bisulfate	hypertension	-13.65	1.17999542100319e-06	623.03	0.98	-0.03	0.01	0.01	-0.42	0.37	0.26
1304	nitric oxide	0	0	3.14	0.64	0	850	12244	8851245	1304	nitric oxide	pulmonary hypertension	0	0	358.03	1	0	181	4	42597	1304	nitric oxide	pulmonary hypertension	26.3	65.6	0	0	4.5036e+15	1	0	9	1	10270	1304	nitric oxide	pulmonary hypertension	0	0	1940.09	1	0	14	2	4830	1304	nitric oxide	pulmonary hypertension	0	0	4.5036e+15	1	0	13	1	14516	1304	nitric oxide	pulmonary hypertension	-11.88	6.92758008381266e-06	1981.66	1	-0.02	0.03	0.53	1.73	1.23	0.16
1305	telmisartan	0.74	0.48	1.09	0.15	26	25343	12218	8826752	1305	telmisartan	hypertension	1.23	0.61	2.24	0.49	11	10665	263	313569	1305	telmisartan	hypertension	28.7	83.5	3.24	0.37	12.97	0.14	2	1526	26	64310	1305	telmisartan	hypertension	8.67	0.91	41.99	0.03	2	799	9	31170	1305	telmisartan	hypertension	0	0	8.41	1	0	909	21	39762	1305	telmisartan	hypertension	1.04	2.82921701435156	0.73	0.16	-0.03	0.01	0.01	-0.44	0.37	0.24
1306	zaleplon	5.89	3.64	9.03	2.8e-10	21	2581	12223	8849514	1306	zaleplon	insomnia	1.41	0.29	4.19	0.48	3	467	317	69744	1306	zaleplon	insomnia	5	68.1	3.91	0.1	23.82	0.23	1	50	51	9986	1306	zaleplon	insomnia	0	0	42.23	1	0	19	30	5600	1306	zaleplon	insomnia	7.92	0.19	50.39	0.12	1	41	28	9099	1306	zaleplon	insomnia	1.19	3.28708120738312	1.03	0.25	-0.05	0.01	0	0.54	0.26	0.04
1307	doxercalciferol	1.13	0.14	4.08	0.7	2	1284	12242	8850811	1307	doxercalciferol	nuclear magnetic resonance imaging	0	0	3627.41	1	0	77	1	7591	1307	doxercalciferol	nuclear magnetic resonance imaging	NA	NA	0	0	Inf	1	0	0	0	0	1307	doxercalciferol	nuclear magnetic resonance imaging	0	0	Inf	1	0	0	0	257	1307	doxercalciferol	nuclear magnetic resonance imaging	0	0	Inf	1	0	0	0	561	1307	doxercalciferol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1308	cilostazol	0.18	0.02	0.63	0.0016	2	8241	12242	8843854	1308	cilostazol	hypertension	0	0	3.49	0.63	0	1257	274	322977	1308	cilostazol	hypertension	28.7	83.5	0	0	40.62	1	0	229	28	65607	1308	cilostazol	hypertension	0	0	77.88	1	0	164	11	31805	1308	cilostazol	hypertension	0	0	77.51	1	0	102	21	40569	1308	cilostazol	hypertension	-11.6	9.16608773624762e-06	652.12	0.99	-0.03	0.01	0.01	-0.43	0.37	0.25
1309	rizatriptan benzoate	3	1.92	4.47	3.8e-06	24	5790	12220	8846305	1309	rizatriptan benzoate	migraine	1.52	0.48	3.78	0.39	5	2365	55	39607	1309	rizatriptan benzoate	migraine	33.6	55.7	0	0	19.15	1	0	234	5	4086	1309	rizatriptan benzoate	migraine	0	0	133.02	1	0	42	2	1037	1309	rizatriptan benzoate	migraine	0	0	21.05	1	0	369	5	7092	1309	rizatriptan benzoate	migraine	-14.45	5.30206120182429e-07	1429.97	0.99	-0.01	0.02	0.72	1	0.84	0.23
1310	bivalirudin	0	0	1.07	0.056	0	2495	12244	8849600	1310	bivalirudin	percutaneous coronary intervention	0	0	Inf	1	0	1017	0	1898	1310	bivalirudin	percutaneous coronary intervention	NA	NA	0	0	Inf	1	0	0	0	0	1310	bivalirudin	percutaneous coronary intervention	0	0	Inf	1	0	53	0	260	1310	bivalirudin	percutaneous coronary intervention	0	0	Inf	1	0	27	0	149	1310	bivalirudin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1311	argatroban	5.24	2.25	10.36	2e-04	8	1105	12236	8850990	1311	argatroban	heparin-induced thrombocytopenia	0	0	Inf	1	0	370	0	425	1311	argatroban	heparin-induced thrombocytopenia	NA	NA	0	0	Inf	1	0	0	0	0	1311	argatroban	heparin-induced thrombocytopenia	0	0	Inf	1	0	3	0	28	1311	argatroban	heparin-induced thrombocytopenia	0	0	Inf	1	0	5	0	26	1311	argatroban	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1312	alitretinoin	0	0	120.03	1	0	24	12244	8852071	1312	alitretinoin	eczema	0	0	2176.76	1	0	5	3	3760	1312	alitretinoin	eczema	NA	NA	0	0	Inf	1	0	0	0	0	1312	alitretinoin	eczema	0	0	Inf	1	0	0	0	299	1312	alitretinoin	eczema	0	0	Inf	1	0	0	0	386	1312	alitretinoin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1314	valrubicin	0	0	18.25	1	0	148	12244	8851947	1314	valrubicin	bladder cancer	0	0	Inf	1	0	46	0	5223	1314	valrubicin	bladder cancer	NA	NA	0	0	Inf	1	0	0	0	0	1314	valrubicin	bladder cancer	0	0	Inf	1	0	12	0	532	1314	valrubicin	bladder cancer	0	0	Inf	1	0	1	0	108	1314	valrubicin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1315	sildenafil citrate	0.53	0.39	0.7	1.3e-06	49	66592	12195	8785503	1315	sildenafil citrate	pulmonary arterial hypertension	0	0	2.8	0.37	0	15099	8	72278	1315	sildenafil citrate	pulmonary arterial hypertension	52.2	54	0	0	Inf	1	0	130	0	607	1315	sildenafil citrate	pulmonary arterial hypertension	0	0	Inf	1	0	1272	0	7541	1315	sildenafil citrate	pulmonary arterial hypertension	0	0	13.24	1	0	4100	3	22432	1315	sildenafil citrate	pulmonary arterial hypertension	-16.34	8.00991976320738e-08	2810.75	1	-0.02	0.03	0.48	-16.45	2223.66	0.99
1316	capecitabine	0.58	0.41	0.8	0.00035	39	48254	12205	8803841	1316	capecitabine	breast cancer	4.36	2.14	8.54	3.3e-05	15	7974	26	60213	1316	capecitabine	breast cancer	55.9	75	13.39	0.17	1042.77	0.13	1	439	1	5886	1316	capecitabine	breast cancer	0	0	522.21	1	0	8	1	107	1316	capecitabine	breast cancer	4.4	0.43	24.66	0.1	2	838	6	11074	1316	capecitabine	breast cancer	1.51	4.52673079431425	0.81	0.06	0.07	0.03	0.02	2.48	1.07	0.02
1317	thyrotropin alfa	0	0	5.09	1	0	526	12244	8851569	1317	thyrotropin alfa	diagnostic procedure	0	0	Inf	1	0	217	0	4188	1317	thyrotropin alfa	diagnostic procedure	NA	NA	0	0	Inf	1	0	0	0	0	1317	thyrotropin alfa	diagnostic procedure	0	0	Inf	1	0	13	0	827	1317	thyrotropin alfa	diagnostic procedure	0	0	Inf	1	0	36	0	1140	1317	thyrotropin alfa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1318	albumin human	0	0	5.47	1	0	489	12244	8851606	1318	albumin human	prophylaxis	0	0	87.91	1	0	61	76	104693	1318	albumin human	prophylaxis	36.9	71.9	0	0	379.37	1	0	21	10	16738	1318	albumin human	prophylaxis	0	0	347.81	1	0	19	10	13781	1318	albumin human	prophylaxis	0	0	4.5036e+15	1	0	16	1	14543	1318	albumin human	prophylaxis	-10.74	2.16609382533591e-05	1053.31	0.99	-0.02	0.01	0.11	2.41	1.05	0.02
1319	leflunomide	0.28	0.15	0.48	1.1e-08	13	33700	12231	8818395	1319	leflunomide	rheumatoid arthritis	0.38	0.05	1.41	0.25	2	25647	90	438048	1319	leflunomide	rheumatoid arthritis	42.6	66.6	0	0	4.97	1	0	4168	16	79776	1319	leflunomide	rheumatoid arthritis	0	0	Inf	1	0	1125	0	24446	1319	leflunomide	rheumatoid arthritis	0	0	4.4	1	0	5359	18	103598	1319	leflunomide	rheumatoid arthritis	-15.64	1.61299976097801e-07	1577.5	0.99	-0.02	0.02	0.32	-15.81	811.39	0.98
1320	tirofiban	0	0	2.92	0.64	0	915	12244	8851180	1320	tirofiban	acute coronary syndrome	0	0	2132.55	1	0	147	1	8314	1320	tirofiban	acute coronary syndrome	NA	NA	0	0	Inf	1	0	0	0	0	1320	tirofiban	acute coronary syndrome	0	0	Inf	1	0	3	0	1279	1320	tirofiban	acute coronary syndrome	0	0	Inf	1	0	1	0	666	1320	tirofiban	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1321	glucagon recombinant	0.51	0.01	2.86	1	1	1409	12243	8850686	1321	glucagon recombinant	diabetes mellitus	0	0	67.5	1	0	141	98	244986	1321	glucagon recombinant	diabetes mellitus	36	71.2	0	0	364.87	1	0	21	24	42133	1321	glucagon recombinant	diabetes mellitus	0	0	609.12	1	0	16	14	29854	1321	glucagon recombinant	diabetes mellitus	0	0	297.88	1	0	28	15	28440	1321	glucagon recombinant	diabetes mellitus	-10.69	2.27715183061422e-05	547.83	0.98	-0.05	0.01	0	-0.1	0.37	0.78
1322	ziprasidone mesylate	13.12	11.57	14.84	4.7e-191	266	14950	11978	8837145	1322	ziprasidone mesylate	bipolar disorder	1.17	0.8	1.68	0.38	33	3298	433	50762	1322	ziprasidone mesylate	bipolar disorder	20.1	63.2	2.07	0.41	6.52	0.19	3	156	51	5497	1322	ziprasidone mesylate	bipolar disorder	0	0	13.14	1	0	36	25	2839	1322	ziprasidone mesylate	bipolar disorder	2.84	0.55	9.2	0.1	3	143	34	4608	1322	ziprasidone mesylate	bipolar disorder	0.76	2.13827622049682	0.6	0.2	-0.01	0.01	0.26	0.09	0.26	0.74
1323	nesiritide recombinant	0	0	7.68	1	0	349	12244	8851746	1323	nesiritide recombinant	cardiac failure congestive	0	0	202.88	1	0	110	3	9197	1323	nesiritide recombinant	cardiac failure congestive	51	51	0	0	Inf	1	0	0	0	0	1323	nesiritide recombinant	cardiac failure congestive	0	0	Inf	1	0	0	0	1294	1323	nesiritide recombinant	cardiac failure congestive	0	0	Inf	1	0	0	1	1068	1323	nesiritide recombinant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1324	mequinol	0	0	164.39	1	0	18	12244	8852077	1324	mequinol	lentigo	0	0	Inf	1	0	4	0	21	1324	mequinol	lentigo	NA	NA	0	0	Inf	1	0	0	0	0	1324	mequinol	lentigo	0	0	Inf	1	0	0	0	1	1324	mequinol	lentigo	0	0	Inf	1	0	0	0	8	1324	mequinol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1325	sevelamer	0.54	0.22	1.11	0.12	7	9354	12237	8842741	1325	sevelamer	hyperphosphataemia	0	0	Inf	1	0	1838	0	3090	1325	sevelamer	hyperphosphataemia	NA	NA	0	0	Inf	1	0	0	0	0	1325	sevelamer	hyperphosphataemia	0	0	Inf	1	0	73	0	368	1325	sevelamer	hyperphosphataemia	0	0	Inf	1	0	49	0	297	1325	sevelamer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1326	dofetilide	0.56	0.18	1.31	0.24	5	6431	12239	8845664	1326	dofetilide	atrial fibrillation	1.29	0.03	7.79	0.55	1	3029	28	109159	1326	dofetilide	atrial fibrillation	59.8	87	0	0	62.18	1	0	768	4	31526	1326	dofetilide	atrial fibrillation	0	0	113.62	1	0	462	3	21664	1326	dofetilide	atrial fibrillation	18.7	0.32	358.78	0.076	1	469	2	17555	1326	dofetilide	atrial fibrillation	2.31	10.0744246550136	1.11	0.04	0.06	0.05	0.21	-0.01	0.83	0.99
1327	gadoversetamide	0.26	0.01	1.43	0.2	1	2829	12243	8849266	1327	gadoversetamide	nuclear magnetic resonance imaging	Inf	0.07	Inf	0.26	1	1985	0	5683	1327	gadoversetamide	nuclear magnetic resonance imaging	NA	NA	0	0	Inf	1	0	0	0	0	1327	gadoversetamide	nuclear magnetic resonance imaging	0	0	Inf	1	0	1	0	256	1327	gadoversetamide	nuclear magnetic resonance imaging	0	0	Inf	1	0	11	0	550	1327	gadoversetamide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1328	meloxicam	1.29	1	1.64	0.042	66	37029	12178	8815066	1328	meloxicam	rheumatoid arthritis	0.63	0.02	3.61	1	1	7932	91	455763	1328	meloxicam	rheumatoid arthritis	42.6	66.6	4.3	0.1	28	0.22	1	1281	15	82663	1328	meloxicam	rheumatoid arthritis	0	0	Inf	1	0	374	0	25197	1328	meloxicam	rheumatoid arthritis	4.14	0.1	26.44	0.22	1	1528	17	107429	1328	meloxicam	rheumatoid arthritis	1.42	4.13712044025139	1.03	0.17	-0.02	0.02	0.31	-15.82	814.22	0.98
1329	docosanol	0	0	0.3	1e-05	0	8994	12244	8843101	1329	docosanol	oral herpes	0	0	0.35	0.00089	0	4096	5	1330	1329	docosanol	oral herpes	64	64	0	0	Inf	1	0	0	0	0	1329	docosanol	oral herpes	0	0	11.72	0.23	0	336	1	100	1329	docosanol	oral herpes	0	0	Inf	1	0	1058	0	294	1329	docosanol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1330	sodium ferric gluconate complex	0	0	1.77	0.28	0	1512	12244	8850583	1330	sodium ferric gluconate complex	nuclear magnetic resonance imaging	0	0	2935.47	1	0	96	1	7572	1330	sodium ferric gluconate complex	nuclear magnetic resonance imaging	NA	NA	0	0	Inf	1	0	0	0	0	1330	sodium ferric gluconate complex	nuclear magnetic resonance imaging	0	0	Inf	1	0	0	0	257	1330	sodium ferric gluconate complex	nuclear magnetic resonance imaging	0	0	Inf	1	0	0	0	561	1330	sodium ferric gluconate complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1331	calcium carbonate	0.95	0.69	1.27	0.77	45	34358	12199	8817737	1331	calcium carbonate	osteoporosis	0.85	0.1	3.18	1	2	4747	80	161659	1331	calcium carbonate	osteoporosis	56	85.8	0	0	57.43	1	0	191	10	24403	1331	calcium carbonate	osteoporosis	0	0	Inf	1	0	59	0	2907	1331	calcium carbonate	osteoporosis	0	0	49.19	1	0	203	12	27540	1331	calcium carbonate	osteoporosis	-14.52	4.94360909734407e-07	2865.65	1	-0.01	0.02	0.74	-14.82	881.4	0.99
1332	magnesium hydroxide	1.35	0.68	2.43	0.29	11	5874	12233	8846221	1332	magnesium hydroxide	gastrooesophageal reflux disease	0	0	3.03	0.64	0	714	137	79145	1332	magnesium hydroxide	gastrooesophageal reflux disease	21.7	71.6	0	0	21.46	1	0	133	23	16196	1332	magnesium hydroxide	gastrooesophageal reflux disease	0	0	58.59	1	0	57	11	8167	1332	magnesium hydroxide	gastrooesophageal reflux disease	0	0	26.05	1	0	147	16	14606	1332	magnesium hydroxide	gastrooesophageal reflux disease	-12.79	2.78851879766757e-06	735.8	0.99	-0.03	0.01	0	0.18	0.39	0.64
1334	aminolevulinic acid	0	0	11.74	1	0	229	12244	8851866	1334	aminolevulinic acid	actinic keratosis	0	0	Inf	1	0	96	0	3501	1334	aminolevulinic acid	actinic keratosis	NA	NA	0	0	Inf	1	0	0	0	0	1334	aminolevulinic acid	actinic keratosis	0	0	Inf	1	0	32	0	424	1334	aminolevulinic acid	actinic keratosis	0	0	Inf	1	0	23	0	577	1334	aminolevulinic acid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1335	articaine	1.07	0.03	6	0.61	1	674	12243	8851421	1335	articaine	local anaesthesia	3.27	0.06	62.97	0.35	1	387	2	2531	1335	articaine	local anaesthesia	53	53	0	0	Inf	1	0	0	0	0	1335	articaine	local anaesthesia	2.92	0.05	57.6	0.38	1	32	2	188	1335	articaine	local anaesthesia	0	0	Inf	1	0	81	0	282	1335	articaine	local anaesthesia	1.16	3.18993327611618	1.27	0.36	0.01	0.03	0.71	18.35	2484.19	0.99
1336	efavirenz	2.93	2.27	3.72	4.1e-14	68	16826	12176	8835269	1336	efavirenz	hiv infection	4.64	2.94	7.36	1.8e-11	43	11282	39	47527	1336	efavirenz	hiv infection	28.6	51.6	0.82	0.09	3.99	1	2	1071	9	3970	1336	efavirenz	hiv infection	0.96	0.1	4.66	1	2	1091	9	4722	1336	efavirenz	hiv infection	3.51	0.04	274.98	0.39	1	771	1	2706	1336	efavirenz	hiv infection	0.19	1.20924959765725	0.66	0.77	-0.01	0.02	0.43	1.31	0.78	0.09
1337	rabeprazole sodium	1.29	0.92	1.78	0.12	38	21245	12206	8830850	1337	rabeprazole sodium	rheumatoid arthritis	0	0	10.33	1	0	1831	92	461864	1337	rabeprazole sodium	rheumatoid arthritis	42.6	66.6	0	0	389.74	1	0	58	16	83886	1337	rabeprazole sodium	rheumatoid arthritis	0	0	Inf	1	0	20	0	25551	1337	rabeprazole sodium	rheumatoid arthritis	0	0	313.34	1	0	80	18	108877	1337	rabeprazole sodium	rheumatoid arthritis	-15.48	1.89287275441489e-07	12648.36	1	-0.02	0.02	0.32	-15.82	816.79	0.98
1338	abacavir	0.67	0.36	1.15	0.17	13	14001	12231	8838094	1338	abacavir	hiv infection	0.62	0.27	1.25	0.23	9	9709	73	49100	1338	abacavir	hiv infection	28.6	51.6	0.55	0.01	3.87	1	1	777	10	4264	1338	abacavir	hiv infection	0.44	0.01	3.09	0.7	1	1079	10	4734	1338	abacavir	hiv infection	5.23	0.07	409.35	0.3	1	558	1	2919	1338	abacavir	hiv infection	-0.2	0.818730753077982	0.77	0.79	-0.01	0.02	0.42	1.31	0.78	0.09
1339	rapacuronium bromide	0	0	4101.35	1	0	2	12244	8852093	1339	rapacuronium bromide	anaesthesia	0	0	Inf	1	0	1	0	6663	1339	rapacuronium bromide	anaesthesia	NA	NA	0	0	Inf	1	0	0	0	0	1339	rapacuronium bromide	anaesthesia	0	0	Inf	1	0	0	0	388	1339	rapacuronium bromide	anaesthesia	0	0	Inf	1	0	0	0	495	1339	rapacuronium bromide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1340	insulin aspart recombinant	0.69	0.45	1.01	0.06	26	27289	12218	8824806	1340	insulin aspart recombinant	type 2 diabetes mellitus	1.79	0.36	5.6	0.25	3	5330	43	136944	1340	insulin aspart recombinant	type 2 diabetes mellitus	45.5	81.7	5.11	0.52	26.85	0.079	2	1792	7	32051	1340	insulin aspart recombinant	type 2 diabetes mellitus	0	0	30.29	1	0	859	4	17158	1340	insulin aspart recombinant	type 2 diabetes mellitus	7.04	0.67	43.09	0.051	2	1162	5	20459	1340	insulin aspart recombinant	type 2 diabetes mellitus	1.47	4.34923514106274	0.79	0.06	-0.03	0.02	0.15	-0.34	0.63	0.58
