results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	results_logReg.N_logReg
1101	didanosine	0.35	0.26	0.46	3.43104e-19	52	7260	176459	8680568	1101	didanosine	hiv infection	0.71	0.51	0.96	0.02653962	45	5087	662	53097	1101	didanosine	hiv infection	31.4	64.3	0.63	0.13	1.91	0.6315641	3	241	129	6543	1101	didanosine	hiv infection	0.28	0.01	1.6	0.2658639	1	166	120	5537	1101	didanosine	hiv infection	1.2	0.14	4.88	0.6840037	2	215	25	3237	1101	didanosine	hiv infection	-0.5	0.606530659712633	0.59	0.3930726	0.01	0.01	0.05981937	0.89	0.22	5.299586e-05	893038
1102	corticorelin ovine triflutate	0	0	34.16	1	0	7	176511	8687821	1102	corticorelin ovine triflutate	alcoholism	0	0	2221.18	1	0	1	42	2477	1102	corticorelin ovine triflutate	alcoholism	32.7	50	0	0	Inf	1	0	0	3	232	1102	corticorelin ovine triflutate	alcoholism	0	0	Inf	1	0	0	1	313	1102	corticorelin ovine triflutate	alcoholism	0	0	990.64	1	0	1	5	128	1102	corticorelin ovine triflutate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1103	enoxaparin sodium	1.18	1.1	1.26	9.020601e-06	799	33443	175712	8654385	1103	enoxaparin sodium	pain	1.35	1.11	1.62	0.002149142	121	2235	7504	187093	1103	enoxaparin sodium	pain	29.6	79.6	0.86	0.51	1.36	0.582881	19	448	1692	34282	1103	enoxaparin sodium	pain	0.98	0.42	1.98	1	8	245	497	14931	1103	enoxaparin sodium	pain	0.75	0.37	1.37	0.4157441	11	273	1384	25779	1103	enoxaparin sodium	pain	-0.16	0.852143788966211	0.24	0.4890811	0	0	0.0006631764	-0.47	0.05	7.740405e-19	8431288
1104	sodium thiosulfate	0.39	0.01	2.22	0.5259058	1	126	176510	8687702	1104	sodium thiosulfate	calciphylaxis	0	0	Inf	1	0	24	0	13	1104	sodium thiosulfate	calciphylaxis	NA	NA	0	0	Inf	1	0	0	0	0	1104	sodium thiosulfate	calciphylaxis	0	0	Inf	1	0	0	0	1	1104	sodium thiosulfate	calciphylaxis	0	0	Inf	1	0	11	0	2	1104	sodium thiosulfate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1105	nilutamide	2.84	1.27	5.53	0.006144766	9	156	176502	8687672	1105	nilutamide	prostate cancer	2.48	0.65	6.7	0.08675204	4	62	1168	44961	1105	nilutamide	prostate cancer	57.1	87.6	4.31	0.47	18.85	0.09223961	2	14	413	12459	1105	nilutamide	prostate cancer	4.18	0.46	18.04	0.09620908	2	15	457	14316	1105	nilutamide	prostate cancer	0	0	Inf	1	0	0	3	48	1105	nilutamide	prostate cancer	1.5	4.48168907033806	0.75	0.04725601	-0.01	0	4.296288e-05	-0.58	0.6	0.3334829	8148418
1106	pantothenic acid	2.16	0.97	4.18	0.04229076	9	205	176502	8687623	1106	pantothenic acid	prophylaxis	10.4	1.93	36.81	0.004440276	3	15	1977	102835	1106	pantothenic acid	prophylaxis	21.8	81	0	0	62.7	1	0	5	420	24099	1106	pantothenic acid	prophylaxis	0	0	3801.26	1	0	1	132	13677	1106	pantothenic acid	prophylaxis	0	0	63.85	1	0	4	338	14218	1106	pantothenic acid	prophylaxis	-9.71	6.06737140890104e-05	238.09	0.9674696	-0.01	0	0.007252882	-0.88	0.1	1.301437e-17	8283708
1107	finasteride	1.57	1.46	1.68	7.589116e-31	779	24482	175732	8663346	1107	finasteride	alopecia	8.24	6.11	11.23	4.516129e-51	159	2889	64	9586	1107	finasteride	alopecia	29.6	77.3	5.41	1.95	13.12	0.0008819497	7	216	24	4008	1107	finasteride	alopecia	32.12	4.42	1402.39	1.01179e-05	9	306	1	1095	1107	finasteride	alopecia	0	0	19.96	1	0	32	25	3810	1107	finasteride	alopecia	2.23	9.29986607948359	0.54	3.570153e-05	0	0.01	0.6922106	-0.96	0.55	0.07903551	852788
1108	perindopril erbumine	0.68	0.55	0.84	0.0001251725	95	6836	176416	8680992	1108	perindopril erbumine	hypertension	0.31	0.17	0.53	2.041565e-07	14	1630	8621	314243	1108	perindopril erbumine	hypertension	43.8	83	0.22	0.01	1.23	0.1417741	1	154	1790	59686	1108	perindopril erbumine	hypertension	0	0	2.14	0.4233267	0	91	606	31283	1108	perindopril erbumine	hypertension	0.27	0.01	1.52	0.2750968	1	106	1384	39201	1108	perindopril erbumine	hypertension	-1.66	0.190138980101521	1	0.0984639	-0.01	0	1.61779e-17	-0.61	0.05	2.31364e-35	8726728
1109	felbamate	0.52	0.22	1.04	0.06776237	8	753	176503	8687075	1109	felbamate	epilepsy	0	0	2.31	0.416025	0	212	348	45506	1109	felbamate	epilepsy	19.6	70.4	0	0	9.08	1	0	34	64	4933	1109	felbamate	epilepsy	0	0	23.2	1	0	27	24	3542	1109	felbamate	epilepsy	0	0	12.66	1	0	28	48	4164	1109	felbamate	epilepsy	-12.54	3.5805290111167e-06	528.87	0.9810858	0.02	0.01	0.0001411278	-0.54	0.25	0.03102031	878338
1110	lodoxamide tromethamine	0	0	4.76	1	0	40	176511	8687788	1110	lodoxamide tromethamine	asthma	0	0	22.16	1	0	9	2313	101096	1110	lodoxamide tromethamine	asthma	22.1	77.5	0	0	Inf	1	0	0	546	16684	1110	lodoxamide tromethamine	asthma	0	0	Inf	1	0	0	163	6242	1110	lodoxamide tromethamine	asthma	0	0	Inf	1	0	0	447	14573	1110	lodoxamide tromethamine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1111	terbinafine	1.36	1.21	1.54	1.129051e-06	275	9921	176236	8677907	1111	terbinafine	onychomycosis	2.69	1.63	4.59	2.423866e-05	68	2129	22	1853	1111	terbinafine	onychomycosis	39.5	73.5	2.27	0.73	7.7	0.1277	10	235	6	320	1111	terbinafine	onychomycosis	0	0	3.71	0.2813498	0	150	3	227	1111	terbinafine	onychomycosis	4.45	1.29	19.47	0.01255084	11	176	4	286	1111	terbinafine	onychomycosis	0.8	2.22554092849247	0.5	0.1087776	-0.02	0.01	0.277511	-1.4	0.64	0.02762022	88578
1112	pentosan polysulfate sodium	2.28	1.86	2.76	8.852574e-14	108	2336	176403	8685492	1112	pentosan polysulfate sodium	cystitis interstitial	1.37	0.63	3.23	0.4763298	25	960	10	527	1112	pentosan polysulfate sodium	cystitis interstitial	34.4	66.3	1.13	0.28	5.48	1	7	111	4	72	1112	pentosan polysulfate sodium	cystitis interstitial	Inf	0.11	Inf	1	3	26	0	8	1112	pentosan polysulfate sodium	cystitis interstitial	0.62	0.14	2.77	0.5167983	5	171	5	106	1112	pentosan polysulfate sodium	cystitis interstitial	-0.18	0.835270211411272	0.59	0.7604198	-0.01	0.02	0.4701749	1.03	0.71	0.1446541	83248
1113	zalcitabine	1.2	0.48	2.51	0.5306904	7	286	176504	8687542	1113	zalcitabine	hiv infection	2.41	0.87	5.36	0.04376294	6	206	701	57978	1113	zalcitabine	hiv infection	31.4	64.3	0	0	11.12	1	0	19	132	6765	1113	zalcitabine	hiv infection	0	0	8.28	1	0	23	121	5680	1113	zalcitabine	hiv infection	0	0	145.51	1	0	5	27	3447	1113	zalcitabine	hiv infection	-12.53	3.61651392592813e-06	449.35	0.9777541	0.01	0.01	0.0531076	0.9	0.22	4.152359e-05	893038
1114	cisapride monohydrate	2.52	1.86	3.33	1.271634e-08	51	998	176460	8686830	1114	cisapride monohydrate	gastrooesophageal reflux disease	0.84	0.38	1.62	0.7539818	9	281	2934	76772	1114	cisapride monohydrate	gastrooesophageal reflux disease	33	80	0	0	7.3	1	0	16	664	18648	1114	cisapride monohydrate	gastrooesophageal reflux disease	0	0	56.24	1	0	4	217	8014	1114	cisapride monohydrate	gastrooesophageal reflux disease	0	0	6.94	1	0	16	533	14220	1114	cisapride monohydrate	gastrooesophageal reflux disease	-11.33	1.20072490867864e-05	197.15	0.954173	-0.01	0	0.001516054	-0.32	0.08	7.356203e-05	8230048
1115	dexrazoxane	1.4	0.78	2.33	0.2144567	15	527	176496	8687301	1115	dexrazoxane	burkitt s lymphoma	0	0	155.37	1	0	34	2	978	1115	dexrazoxane	burkitt s lymphoma	79.9	79.9	0	0	Inf	1	0	0	0	0	1115	dexrazoxane	burkitt s lymphoma	0	0	Inf	1	0	0	1	74	1115	dexrazoxane	burkitt s lymphoma	0	0	Inf	1	0	0	0	51	1115	dexrazoxane	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1116	rocuronium bromide	0.31	0.19	0.49	1.208999e-09	19	2976	176492	8684852	1116	rocuronium bromide	anaesthesia	0.68	0.02	4.23	1	1	436	21	6206	1116	rocuronium bromide	anaesthesia	49.8	75.1	0	0	49.23	1	0	41	2	374	1116	rocuronium bromide	anaesthesia	0	0	Inf	1	0	39	0	349	1116	rocuronium bromide	anaesthesia	0	0	21.71	1	0	33	4	458	1116	rocuronium bromide	anaesthesia	-16.8	5.05653134833552e-08	5012.38	0.9973253	0.04	0.03	0.1904146	-17.76	2339.08	0.9939411	88838
1117	levocabastine	2.61	1.5	4.25	0.0005225091	17	320	176494	8687508	1117	levocabastine	prophylaxis	2.26	0.27	8.65	0.2295881	2	46	1978	102804	1117	levocabastine	prophylaxis	21.8	81	6.06	0.68	25.26	0.04959376	2	19	418	24085	1117	levocabastine	prophylaxis	11.59	0.26	84.75	0.09160331	1	9	131	13669	1117	levocabastine	prophylaxis	4.22	0.1	29.79	0.2277582	1	10	337	14212	1117	levocabastine	prophylaxis	1.8	6.04964746441295	0.75	0.01644292	-0.01	0	0.007836984	-0.88	0.1	1.340339e-17	8283708
1118	iopromide	0.32	0.22	0.45	2.096127e-15	33	5084	176478	8682744	1118	iopromide	computerised tomogram	1.09	0.41	2.61	0.8310949	8	1383	19	3579	1118	iopromide	computerised tomogram	47.2	69.5	0	0	Inf	1	0	3	0	231	1118	iopromide	computerised tomogram	0	0	Inf	1	0	5	0	213	1118	iopromide	computerised tomogram	0	0	444.04	1	0	4	2	297	1118	iopromide	computerised tomogram	-16.67	5.75852142065521e-08	14416.51	0.9990776	0.01	0.04	0.8364094	-17.54	3248.32	0.9956919	85218
1119	amifostine	2.06	1.45	2.86	6.079824e-05	38	906	176473	8686922	1119	amifostine	radiotherapy	0.86	0.23	3.47	0.7724496	7	316	5	193	1119	amifostine	radiotherapy	65	65	0	0	Inf	1	0	0	0	0	1119	amifostine	radiotherapy	0	0	116.79	1	0	5	1	14	1119	amifostine	radiotherapy	0	0	Inf	1	0	5	0	19	1119	amifostine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1121	cladribine	0.27	0.11	0.56	3.156156e-05	7	1268	176504	8686560	1121	cladribine	chronic lymphocytic leukaemia	0	0	1.22	0.07922716	0	146	450	21335	1121	cladribine	chronic lymphocytic leukaemia	50.1	84.5	0	0	42.77	1	0	4	255	7181	1121	cladribine	chronic lymphocytic leukaemia	0	0	195.46	1	0	2	144	5266	1121	cladribine	chronic lymphocytic leukaemia	0	0	31.46	1	0	4	139	2866	1121	cladribine	chronic lymphocytic leukaemia	-11.67	8.54640355799298e-06	359.24	0.9740918	-0.02	0	0.000340115	-0.59	0.12	1.069121e-06	884218
1122	sodium fluoride	1.59	1.11	2.21	0.008747618	37	1145	176474	8686683	1122	sodium fluoride	pain	8.95	3.67	19.83	4.225044e-06	9	25	7616	189303	1122	sodium fluoride	pain	29.6	79.6	0	0	7.31	1	0	12	1711	34718	1122	sodium fluoride	pain	0	0	45.6	1	0	4	505	15172	1122	sodium fluoride	pain	0	0	8.34	1	0	10	1395	26042	1122	sodium fluoride	pain	-10.53	2.67226242812469e-05	142.51	0.9411149	0	0	0.000612583	-0.47	0.05	6.451242e-19	8431288
1123	triclosan	0.15	0.02	0.54	0.0002642943	2	667	176509	8687161	1123	triclosan	prostate cancer	0	0	26.68	1	0	7	1172	45016	1123	triclosan	prostate cancer	57.1	87.6	0	0	Inf	1	0	0	415	12473	1123	triclosan	prostate cancer	0	0	Inf	1	0	0	459	14331	1123	triclosan	prostate cancer	0	0	Inf	1	0	0	3	48	1123	triclosan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1124	budesonide	1.14	1.09	1.2	1.206222e-07	1746	75467	174765	8612361	1124	budesonide	asthma	0.98	0.87	1.09	0.6981531	396	17658	1917	83447	1124	budesonide	asthma	22.1	77.5	1.05	0.85	1.28	0.6786632	129	3810	417	12874	1124	budesonide	asthma	1.26	0.86	1.8	0.2153026	43	1386	120	4856	1124	budesonide	asthma	1.15	0.92	1.44	0.2196997	107	3126	340	11447	1124	budesonide	asthma	0.16	1.17351087099181	0.1	0.08450573	0	0	0.4255719	-0.16	0.09	0.09199763	8214258
1125	gabapentin	1.83	1.78	1.88	0	5566	151654	170945	8536174	1125	gabapentin	pain	1.48	1.38	1.58	2.078093e-27	1028	18075	6597	171253	1125	gabapentin	pain	29.6	79.6	1	0.86	1.15	1	229	4646	1482	30084	1125	gabapentin	pain	0.93	0.69	1.23	0.6761838	57	1824	448	13352	1125	gabapentin	pain	1.01	0.86	1.19	0.9022924	182	3372	1213	22680	1125	gabapentin	pain	-0.01	0.990049833749168	0.07	0.9146288	0	0	0.0006216783	-0.47	0.05	6.560772e-19	8431288
1126	salmeterol xinafoate	1.28	1.23	1.34	1.225468e-25	1949	74841	174562	8612987	1126	salmeterol xinafoate	asthma	0.92	0.83	1.01	0.09075906	483	22619	1830	78486	1126	salmeterol xinafoate	asthma	22.1	77.5	1.18	0.96	1.45	0.1160427	125	3354	421	13330	1126	salmeterol xinafoate	asthma	1.77	1.22	2.53	0.001988396	46	1134	117	5108	1126	salmeterol xinafoate	asthma	1.02	0.79	1.29	0.8556824	88	2827	359	11746	1126	salmeterol xinafoate	asthma	0.18	1.19721736312181	0.1	0.07820358	0	0	0.4602311	-0.15	0.09	0.0978368	8214258
1127	granisetron	1.09	0.97	1.22	0.1238721	318	14342	176193	8673486	1127	granisetron	prophylaxis	0.71	0.48	1.02	0.06158092	31	2242	1949	100608	1127	granisetron	prophylaxis	21.8	81	0	0	0.5	0.001037501	0	423	420	23681	1127	granisetron	prophylaxis	0	0	1.38	0.1180428	0	278	132	13400	1127	granisetron	prophylaxis	0.35	0.04	1.28	0.1336008	2	240	336	13982	1127	granisetron	prophylaxis	-1.49	0.225372655539439	0.71	0.0364285	-0.01	0	0.005512199	-0.88	0.1	1.858588e-17	8283708
1128	spirapril	0	0	8.56	1	0	23	176511	8687805	1128	spirapril	rheumatoid arthritis	0	0	7.68	1	0	8	32887	430892	1128	spirapril	rheumatoid arthritis	36	77	0	0	Inf	1	0	0	10577	105563	1128	spirapril	rheumatoid arthritis	0	0	Inf	1	0	0	2353	23218	1128	spirapril	rheumatoid arthritis	0	0	Inf	1	0	0	9506	99469	1128	spirapril	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1129	lamotrigine	0.71	0.67	0.75	5.640243e-31	1043	72161	175468	8615667	1129	lamotrigine	epilepsy	1.39	1.1	1.74	0.005019687	116	12124	232	33594	1129	lamotrigine	epilepsy	19.6	70.4	1.2	0.66	2.1	0.5664499	19	1294	45	3673	1129	lamotrigine	epilepsy	0.61	0.12	2.06	0.6018679	3	676	21	2893	1129	lamotrigine	epilepsy	1.61	0.84	3	0.1406564	18	1138	30	3054	1129	lamotrigine	epilepsy	0.33	1.39096812846378	0.26	0.2155883	0.02	0.01	9.101916e-05	-0.52	0.25	0.0391716	878338
1130	fluvoxamine maleate	1.01	0.81	1.24	0.9139657	88	4302	176423	8683526	1130	fluvoxamine maleate	depression	0.71	0.43	1.11	0.1666376	19	1143	4715	201279	1130	fluvoxamine maleate	depression	29.8	76	0	0	1.85	0.2701006	0	64	897	27892	1130	fluvoxamine maleate	depression	0	0	10.15	1	0	23	188	10873	1130	fluvoxamine maleate	depression	2.5	0.65	6.83	0.08703803	4	50	807	25194	1130	fluvoxamine maleate	depression	0.71	2.03399125864675	0.52	0.1704218	0.01	0	3.508697e-05	-0.61	0.08	5.541764e-14	8371398
1131	halofantrine	0	0	9.45	1	0	21	176511	8687807	1131	halofantrine	malaria	0	0	21.43	1	0	13	12	686	1131	halofantrine	malaria	36	36	0	0	Inf	1	0	0	0	0	1131	halofantrine	malaria	0	0	Inf	1	0	0	0	46	1131	halofantrine	malaria	0	0	Inf	1	0	0	1	47	1131	halofantrine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1132	technetium tc-99m bicisate kit	0	0	21.96	1	0	10	176511	8687818	1132	technetium tc-99m bicisate kit	cerebral infarction	0	0	8101.74	1	0	1	19	4518	1132	technetium tc-99m bicisate kit	cerebral infarction	66.6	72	0	0	Inf	1	0	0	2	113	1132	technetium tc-99m bicisate kit	cerebral infarction	0	0	Inf	1	0	0	0	459	1132	technetium tc-99m bicisate kit	cerebral infarction	0	0	Inf	1	0	0	4	308	1132	technetium tc-99m bicisate kit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1133	atovaquone	0.61	0.45	0.8	0.0001961642	51	4126	176460	8683702	1133	atovaquone	hiv infection	0.2	0	1.1	0.0697477	1	419	706	57765	1133	atovaquone	hiv infection	31.4	64.3	0	0	6.78	1	0	30	132	6754	1133	atovaquone	hiv infection	0	0	4.71	1	0	39	121	5664	1133	atovaquone	hiv infection	0	0	113.09	1	0	6	27	3446	1133	atovaquone	hiv infection	-12.54	3.5805290111167e-06	355.4	0.9718485	0.01	0.01	0.05550594	0.9	0.22	3.954675e-05	893038
1134	fluvastatin sodium	2.28	1.99	2.61	9.615776e-28	231	4981	176280	8682847	1134	fluvastatin sodium	hypertension	0.49	0.24	0.91	0.02229717	10	742	8625	315131	1134	fluvastatin sodium	hypertension	43.8	83	0	0	1.81	0.2731032	0	70	1791	59770	1134	fluvastatin sodium	hypertension	0	0	3.97	1	0	50	606	31324	1134	fluvastatin sodium	hypertension	0	0	3.59	0.6265049	0	31	1385	39276	1134	fluvastatin sodium	hypertension	-10.9	1.84582339957806e-05	97.35	0.9108254	-0.01	0	1.222152e-17	-0.61	0.05	2.73124e-35	8726728
1135	paclitaxel	1.14	1.07	1.21	2.265538e-05	1139	49284	175372	8638544	1135	paclitaxel	breast cancer	0.62	0.55	0.7	3.512032e-16	295	9258	2870	55805	1135	paclitaxel	breast cancer	43	80	0.34	0.21	0.53	2.499733e-08	22	1275	424	8463	1135	paclitaxel	breast cancer	0	0	19.67	1	0	9	4	103	1135	paclitaxel	breast cancer	0.34	0.22	0.51	2.20352e-09	25	1538	470	9887	1135	paclitaxel	breast cancer	-1.02	0.360594940173078	0.21	9.001904e-07	0.01	0	0.001037939	-0.24	0.51	0.6389402	8120368
1136	risperidone	0.3	0.27	0.33	6.912658e-256	526	85945	175985	8601883	1136	risperidone	schizophrenia	1.54	1.13	2.08	0.005220288	61	11881	163	48934	1136	risperidone	schizophrenia	19	66	1.63	0.44	5.11	0.3645526	5	1644	11	5913	1136	risperidone	schizophrenia	1.05	0.18	4.22	1	3	1309	9	4123	1136	risperidone	schizophrenia	2.01	0.33	9.46	0.394663	3	683	6	2751	1136	risperidone	schizophrenia	0.36	1.43332941456034	0.48	0.4529464	0.01	0.01	0.3163733	-0.14	0.45	0.7592175	888878
1137	calcipotriene	1.61	1.23	2.07	0.0006323689	62	1899	176449	8685929	1137	calcipotriene	psoriasis	0.77	0.54	1.06	0.111284	39	1176	6700	154966	1137	calcipotriene	psoriasis	29	74	0.57	0.23	1.2	0.1787997	7	258	1884	39848	1137	calcipotriene	psoriasis	0.52	0.11	1.55	0.3843899	3	139	855	20496	1137	calcipotriene	psoriasis	0.66	0.21	1.58	0.453016	5	159	1248	26205	1137	calcipotriene	psoriasis	-0.53	0.588604969678355	0.36	0.1401284	0	0	0.005355813	-0.13	0.05	0.003510606	8491108
1138	tramadol	2.17	2.1	2.24	0	4088	94020	172423	8593808	1138	tramadol	pain	1.51	1.41	1.62	6.957479e-29	979	16846	6646	172482	1138	tramadol	pain	29.6	79.6	1.17	1.01	1.35	0.04004144	225	3989	1486	30741	1138	tramadol	pain	1.32	1	1.72	0.04561893	67	1575	438	13601	1138	tramadol	pain	1.11	0.94	1.31	0.1886049	182	3091	1213	22961	1138	tramadol	pain	0.16	1.17351087099181	0.07	0.02367819	0	0	0.0005190017	-0.47	0.05	1.015127e-18	8431288
1139	dalteparin sodium	0.62	0.5	0.77	2.097403e-06	90	7088	176421	8680740	1139	dalteparin sodium	prophylaxis	0.29	0.08	0.76	0.005112248	4	703	1976	102147	1139	dalteparin sodium	prophylaxis	21.8	81	0.48	0.01	2.72	0.7267714	1	120	419	23984	1139	dalteparin sodium	prophylaxis	0	0	4.52	1	0	87	132	13591	1139	dalteparin sodium	prophylaxis	0.5	0.01	2.88	0.7253321	1	84	337	14138	1139	dalteparin sodium	prophylaxis	-1.12	0.326279794623039	1	0.2664523	-0.01	0	0.006258913	-0.88	0.1	1.440103e-17	8283708
1140	ferric ammonium citrate	0	0	6.44	1	0	30	176511	8687798	1140	ferric ammonium citrate	hiv infection	0	0	89.99	1	0	5	707	58179	1140	ferric ammonium citrate	hiv infection	31.4	64.3	0	0	Inf	1	0	0	132	6784	1140	ferric ammonium citrate	hiv infection	0	0	Inf	1	0	0	121	5703	1140	ferric ammonium citrate	hiv infection	0	0	Inf	1	0	0	27	3452	1140	ferric ammonium citrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1141	carvedilol	1.18	1.12	1.24	6.374822e-11	1686	70407	174825	8617421	1141	carvedilol	hypertension	0.99	0.88	1.11	0.8632053	320	11841	8315	304032	1141	carvedilol	hypertension	43.8	83	1.03	0.82	1.29	0.7720998	83	2686	1708	57154	1141	carvedilol	hypertension	1.05	0.72	1.49	0.7842213	34	1678	572	29696	1141	carvedilol	hypertension	1	0.74	1.33	1	52	1474	1333	37833	1141	carvedilol	hypertension	0.04	1.04081077419239	0.11	0.7247489	-0.01	0	1.219684e-17	-0.61	0.05	2.023042e-35	8726728
1142	allopurinol sodium	1.14	0.61	1.97	0.550409	13	559	176498	8687269	1142	allopurinol sodium	hypertension	0.67	0.02	3.86	1	1	55	8634	315818	1142	allopurinol sodium	hypertension	43.8	83	0	0	36.48	1	0	5	1791	59835	1142	allopurinol sodium	hypertension	0	0	276.05	1	0	2	606	31372	1142	allopurinol sodium	hypertension	0	0	68.71	1	0	3	1385	39304	1142	allopurinol sodium	hypertension	-7.91	0.000367054580595098	87.76	0.9282227	-0.01	0	1.299576e-17	-0.61	0.05	2.153672e-35	8726728
1143	aprotinin	0	0	0.02	1.934609e-91	0	10423	176511	8677405	1143	aprotinin	coronary artery bypass	0	0	0.04	7.816184e-21	0	3414	38	1414	1143	aprotinin	coronary artery bypass	53.1	74.8	0	0	Inf	1	0	0	4	120	1143	aprotinin	coronary artery bypass	0	0	Inf	1	0	0	5	188	1143	aprotinin	coronary artery bypass	0	0	Inf	1	0	0	1	37	1143	aprotinin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1144	fludeoxyglucose f-18	0	0	1863.7	1	0	1	176511	8687827	1144	fludeoxyglucose f-18	positron emission tomogram	0	0	Inf	1	0	1	0	93	1144	fludeoxyglucose f-18	positron emission tomogram	NA	NA	0	0	Inf	1	0	0	0	0	1144	fludeoxyglucose f-18	positron emission tomogram	0	0	Inf	1	0	0	0	6	1144	fludeoxyglucose f-18	positron emission tomogram	0	0	Inf	1	0	0	0	13	1144	fludeoxyglucose f-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1145	moexipril	2.47	1.82	3.28	4.42472e-08	50	996	176461	8686832	1145	moexipril	hypertension	1.82	0.86	3.42	0.08017536	10	201	8625	315672	1145	moexipril	hypertension	43.8	83	0	0	7.16	1	0	19	1791	59821	1145	moexipril	hypertension	0	0	44.05	1	0	6	606	31368	1145	moexipril	hypertension	0	0	7.92	1	0	15	1385	39292	1145	moexipril	hypertension	-9.99	4.58562066422073e-05	116.33	0.9315469	-0.01	0	1.349962e-17	-0.61	0.05	2.071325e-35	8726728
1146	indium in-111 pentetreotide kit	0	0	1.93	0.270406	0	96	176511	8687732	1146	indium in-111 pentetreotide kit	somatostatin receptor scan	0	0	Inf	1	0	35	0	0	1146	indium in-111 pentetreotide kit	somatostatin receptor scan	NA	NA	0	0	Inf	1	0	0	0	0	1146	indium in-111 pentetreotide kit	somatostatin receptor scan	0	0	Inf	1	0	1	0	0	1146	indium in-111 pentetreotide kit	somatostatin receptor scan	0	0	Inf	1	0	0	0	0	1146	indium in-111 pentetreotide kit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1147	levomethadyl acetate	0	0	19.61	1	0	11	176511	8687817	1147	levomethadyl acetate	drug dependence	0	0	164.31	1	0	3	162	10973	1147	levomethadyl acetate	drug dependence	22.8	60	0	0	2291.18	1	0	1	28	1705	1147	levomethadyl acetate	drug dependence	0	0	Inf	1	0	0	21	1083	1147	levomethadyl acetate	drug dependence	0	0	2525.96	1	0	1	14	943	1147	levomethadyl acetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1148	ioxilan	0	0	4.41	1	0	43	176511	8687785	1148	ioxilan	hypertension	0	0	194.9	1	0	2	8635	315871	1148	ioxilan	hypertension	43.8	83	0	0	Inf	1	0	0	1791	59840	1148	ioxilan	hypertension	0	0	Inf	1	0	0	606	31374	1148	ioxilan	hypertension	0	0	Inf	1	0	0	1385	39307	1148	ioxilan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1149	trimetrexate glucuronate	0	0	1863.7	1	0	1	176511	8687827	1149	trimetrexate glucuronate	neuropathy peripheral	0	0	1438.67	1	0	1	566	21358	1149	trimetrexate glucuronate	neuropathy peripheral	42.6	84	0	0	Inf	1	0	0	181	6820	1149	trimetrexate glucuronate	neuropathy peripheral	0	0	Inf	1	0	0	60	2928	1149	trimetrexate glucuronate	neuropathy peripheral	0	0	Inf	1	0	0	145	4728	1149	trimetrexate glucuronate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
