results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	results_logReg.N_logReg
1142	allopurinol sodium	0.95	0.11	3.45	1	2	570	32602	8831165	1142	allopurinol sodium	hypertension	0	0	18.59	1	0	56	1186	323266	1142	allopurinol sodium	hypertension	42	82.9	0	0	286.02	1	0	5	237	61916	1142	allopurinol sodium	hypertension	0	0	1693.84	1	0	2	102	31876	1142	allopurinol sodium	hypertension	0	0	592.26	1	0	3	166	40523	1142	allopurinol sodium	hypertension	-7.83	0.000397625480289526	239.09	0.9738688	-0.02	0	3.004721e-06	-0.26	0.13	0.03740655	8726728
1143	aprotinin	0.08	0.02	0.23	5.154221e-13	3	10420	32601	8821315	1143	aprotinin	coronary artery bypass	0.07	0	0.58	0.003654711	1	3413	6	1446	1143	aprotinin	coronary artery bypass	NA	NA	0	0	Inf	1	0	0	0	0	1143	aprotinin	coronary artery bypass	0	0	Inf	1	0	0	0	193	1143	aprotinin	coronary artery bypass	0	0	Inf	1	0	0	0	38	1143	aprotinin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1144	fludeoxyglucose f-18	0	0	9067.65	1	0	1	32604	8831734	1144	fludeoxyglucose f-18	positron emission tomogram	0	0	Inf	1	0	1	0	93	1144	fludeoxyglucose f-18	positron emission tomogram	NA	NA	0	0	Inf	1	0	0	0	0	1144	fludeoxyglucose f-18	positron emission tomogram	0	0	Inf	1	0	0	0	6	1144	fludeoxyglucose f-18	positron emission tomogram	0	0	Inf	1	0	0	0	13	1144	fludeoxyglucose f-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1145	moexipril	0.78	0.16	2.28	1	3	1043	32601	8830692	1145	moexipril	hypertension	1.3	0.03	7.33	0.53829	1	210	1185	323112	1145	moexipril	hypertension	42	82.9	0	0	56.35	1	0	19	237	61902	1145	moexipril	hypertension	0	0	268.01	1	0	6	102	31872	1145	moexipril	hypertension	0	0	68.67	1	0	15	166	40511	1145	moexipril	hypertension	-8.88	0.000139144165561759	192.23	0.9631393	-0.02	0	3.027698e-06	-0.26	0.13	0.0373041	8726728
1146	indium in-111 pentetreotide kit	0	0	10.61	1	0	96	32604	8831639	1146	indium in-111 pentetreotide kit	somatostatin receptor scan	0	0	Inf	1	0	35	0	0	1146	indium in-111 pentetreotide kit	somatostatin receptor scan	NA	NA	0	0	Inf	1	0	0	0	0	1146	indium in-111 pentetreotide kit	somatostatin receptor scan	0	0	Inf	1	0	1	0	0	1146	indium in-111 pentetreotide kit	somatostatin receptor scan	0	0	Inf	1	0	0	0	0	1146	indium in-111 pentetreotide kit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1147	levomethadyl acetate	0	0	108.22	1	0	11	32604	8831724	1147	levomethadyl acetate	drug dependence	0	0	408.24	1	0	3	66	11069	1147	levomethadyl acetate	drug dependence	26.2	65.3	0	0	7867.45	1	0	1	7	1609	1147	levomethadyl acetate	drug dependence	0	0	Inf	1	0	0	6	1098	1147	levomethadyl acetate	drug dependence	0	0	10398.09	1	0	1	3	954	1147	levomethadyl acetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1148	ioxilan	0	0	24.27	1	0	43	32604	8831692	1148	ioxilan	hypertension	0	0	1460.3	1	0	2	1186	323320	1148	ioxilan	hypertension	42	82.9	0	0	Inf	1	0	0	237	61921	1148	ioxilan	hypertension	0	0	Inf	1	0	0	102	31878	1148	ioxilan	hypertension	0	0	Inf	1	0	0	166	40526	1148	ioxilan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1149	trimetrexate glucuronate	0	0	9067.65	1	0	1	32604	8831734	1149	trimetrexate glucuronate	neuropathy peripheral	0	0	3845.97	1	0	1	207	21717	1149	trimetrexate glucuronate	neuropathy peripheral	38.7	83	0	0	Inf	1	0	0	48	7033	1149	trimetrexate glucuronate	neuropathy peripheral	0	0	Inf	1	0	0	15	2973	1149	trimetrexate glucuronate	neuropathy peripheral	0	0	Inf	1	0	0	40	4833	1149	trimetrexate glucuronate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1150	anagrelide	0.35	0.04	1.25	0.1413051	2	1567	32602	8830168	1150	anagrelide	essential thrombocythaemia	0.62	0.01	12.02	1	1	611	2	763	1150	anagrelide	essential thrombocythaemia	62.5	79.2	0	0	Inf	1	0	67	0	115	1150	anagrelide	essential thrombocythaemia	0	0	68.54	1	0	54	1	94	1150	anagrelide	essential thrombocythaemia	0	0	55.01	1	0	85	1	119	1150	anagrelide	essential thrombocythaemia	-16.92	4.48474099173973e-08	2470.32	0.9945346	0.02	0.05	0.7683708	0.2	1.42	0.8900801	83548
1151	adapalene	1.2	0.52	2.38	0.5561832	8	1801	32596	8829934	1151	adapalene	acne	0.18	0.02	0.64	0.00184304	2	991	384	33403	1151	adapalene	acne	15.6	49.1	0.5	0.01	3.09	1	1	207	26	2704	1151	adapalene	acne	1.18	0.03	8.08	0.5894243	1	70	13	1075	1151	adapalene	acne	0	0	2.42	0.393201	0	233	17	2308	1151	adapalene	acne	-0.93	0.394553710371601	1.02	0.3649619	0	0.01	0.8946255	0.59	0.37	0.1098232	837178
1152	iodixanol	0	0	3.42	0.6326478	0	294	32604	8831441	1152	iodixanol	computerised tomogram	0	0	3777.66	1	0	48	1	4940	1152	iodixanol	computerised tomogram	NA	NA	0	0	Inf	1	0	0	0	0	1152	iodixanol	computerised tomogram	0	0	Inf	1	0	3	0	215	1152	iodixanol	computerised tomogram	0	0	Inf	1	0	3	0	300	1152	iodixanol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1153	nisoldipine	0.2	0.01	1.11	0.07177118	1	1363	32603	8830372	1153	nisoldipine	hypertension	0	0	3.05	0.6387297	0	332	1186	322990	1153	nisoldipine	hypertension	42	82.9	0	0	41.82	1	0	25	237	61896	1153	nisoldipine	hypertension	0	0	104.22	1	0	13	102	31865	1153	nisoldipine	hypertension	0	0	80.67	1	0	13	166	40513	1153	nisoldipine	hypertension	-9.93	4.86917960986318e-05	284.3	0.9721309	-0.02	0	3.00039e-06	-0.26	0.13	0.03743632	8726728
1154	metformin	0.85	0.79	0.91	1.652159e-06	805	256763	31799	8574972	1154	metformin	diabetes mellitus	3.32	2.71	4.07	1.551443e-31	209	61850	186	182980	1154	metformin	diabetes mellitus	43.9	81.6	3.81	2.41	6.12	2.174486e-09	52	15240	32	35737	1154	metformin	diabetes mellitus	4.35	2.35	8.3	6.842343e-07	30	8260	18	21576	1154	metformin	diabetes mellitus	2.58	1.39	4.85	0.001375901	25	8974	21	19463	1154	metformin	diabetes mellitus	1.21	3.35348465254902	0.21	7.352331e-09	-0.01	0.01	0.5040374	0.05	0.21	0.8193269	8583678
1155	famciclovir	0.95	0.47	1.7	1	11	3136	32593	8828599	1155	famciclovir	herpes zoster	0.91	0.18	2.81	1	3	509	57	8796	1155	famciclovir	herpes zoster	59.6	81.8	1.9	0.04	13.86	0.435615	1	48	10	913	1155	famciclovir	herpes zoster	0	0	52.59	1	0	28	3	591	1155	famciclovir	herpes zoster	1.67	0.04	12.37	0.477964	1	67	9	1008	1155	famciclovir	herpes zoster	0.21	1.23367805995674	1.05	0.8413703	0.02	0.02	0.2506348	-0.68	0.66	0.3028319	817078
1156	imiglucerase	0.21	0.04	0.61	0.0007808595	3	3904	32601	8827831	1156	imiglucerase	gaucher s disease	0.34	0.04	4.09	0.2332325	3	3633	2	826	1156	imiglucerase	gaucher s disease	10	10	0	0	Inf	1	0	0	0	0	1156	imiglucerase	gaucher s disease	0	0	Inf	1	0	204	0	142	1156	imiglucerase	gaucher s disease	Inf	0.01	Inf	1	1	301	0	166	1156	imiglucerase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1157	technetium tc-99m tetrofosmin kit	0	0	5.2	1	0	194	32604	8831541	1157	technetium tc-99m tetrofosmin kit	diagnostic procedure	0	0	36.35	1	0	71	8	4326	1157	technetium tc-99m tetrofosmin kit	diagnostic procedure	44.2	73.7	0	0	158.62	1	0	18	3	1133	1157	technetium tc-99m tetrofosmin kit	diagnostic procedure	0	0	2388.45	1	0	13	1	826	1157	technetium tc-99m tetrofosmin kit	diagnostic procedure	0	0	145.14	1	0	13	4	1159	1157	technetium tc-99m tetrofosmin kit	diagnostic procedure	-13.54	1.31720301170775e-06	2075.98	0.9947972	0.01	0.03	0.6361956	-1.09	1.12	0.3324717	820168
1158	follitropin alfa/beta	0.17	0	0.97	0.03615603	1	1564	32603	8830171	1158	follitropin alfa/beta	in vitro fertilisation	0.88	0.01	16.86	1	1	409	2	716	1158	follitropin alfa/beta	in vitro fertilisation	NA	NA	0	0	Inf	1	0	0	0	0	1158	follitropin alfa/beta	in vitro fertilisation	0	0	Inf	1	0	0	0	1	1158	follitropin alfa/beta	in vitro fertilisation	0	0	Inf	1	0	75	0	115	1158	follitropin alfa/beta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1159	losartan potassium	0.98	0.85	1.13	0.8601169	200	55106	32404	8776629	1159	losartan potassium	hypertension	1.12	0.85	1.46	0.3631203	60	14636	1126	308686	1159	losartan potassium	hypertension	42	82.9	0.51	0.14	1.33	0.264107	4	2003	233	59918	1159	losartan potassium	hypertension	0.37	0.01	2.14	0.5263968	1	823	101	31055	1159	losartan potassium	hypertension	1.18	0.47	2.49	0.6727063	7	1459	159	39067	1159	losartan potassium	hypertension	-0.07	0.932393819905948	0.36	0.8467995	-0.02	0	3.010262e-06	-0.26	0.13	0.03697079	8726728
1160	vinorelbine tartrate	0.85	0.5	1.37	0.6518545	17	5393	32587	8826342	1160	vinorelbine tartrate	breast cancer	0.38	0.01	2.12	0.5286947	1	1102	162	66963	1160	vinorelbine tartrate	breast cancer	33.5	78.1	3.24	0.08	19.8	0.2736488	1	107	31	10740	1160	vinorelbine tartrate	breast cancer	0	0	Inf	1	0	2	0	114	1160	vinorelbine tartrate	breast cancer	2.91	0.07	17.63	0.2985763	1	119	34	11766	1160	vinorelbine tartrate	breast cancer	0.98	2.66445624192942	1.02	0.3345759	-0.02	0.01	0.1401578	-12.73	601.92	0.9831271	8120368
1161	cysteamine bitartrate	1.92	0.39	5.64	0.2088541	3	424	32601	8831311	1161	cysteamine bitartrate	cystinosis	0.43	0.06	3.27	0.3739529	3	304	3	131	1161	cysteamine bitartrate	cystinosis	NA	NA	0	0	Inf	1	0	0	0	0	1161	cysteamine bitartrate	cystinosis	0	0	Inf	1	0	52	0	5	1161	cysteamine bitartrate	cystinosis	0	0	Inf	1	0	74	0	8	1161	cysteamine bitartrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1162	tizanidine	2.34	2	2.72	1.11874e-22	173	20069	32431	8811666	1162	tizanidine	multiple sclerosis	1.98	1.29	2.92	0.0019964	26	4403	1290	432983	1162	tizanidine	multiple sclerosis	26	67.2	1.23	0.39	2.93	0.6105031	5	1107	216	58854	1162	tizanidine	multiple sclerosis	1.03	0.03	6.03	0.6249699	1	234	58	13991	1162	tizanidine	multiple sclerosis	1.15	0.31	3.01	0.7817949	4	974	185	51904	1162	tizanidine	multiple sclerosis	0.17	1.18530485132037	0.45	0.7005441	-0.01	0	0.009621726	0.14	0.15	0.3348839	8673518
1163	lansoprazole	1.3	1.17	1.43	4.903454e-07	415	87051	32189	8744684	1163	lansoprazole	hypertension	0.9	0.58	1.32	0.7052802	26	7887	1160	315435	1163	lansoprazole	hypertension	42	82.9	1.28	0.51	2.68	0.5115031	7	1440	230	60481	1163	lansoprazole	hypertension	2.6	0.93	5.89	0.03404587	6	749	96	31129	1163	lansoprazole	hypertension	0.26	0.01	1.49	0.1919796	1	914	165	39612	1163	lansoprazole	hypertension	0.18	1.19721736312181	0.38	0.6312378	-0.02	0	2.820244e-06	-0.26	0.13	0.03726015	8726728
1164	dorzolamide	0.54	0.31	0.87	0.007085161	17	8507	32587	8823228	1164	dorzolamide	glaucoma	0.85	0.22	2.43	1	4	2726	28	16196	1164	dorzolamide	glaucoma	54.3	80.1	0	0	2.19	0.3969212	0	370	13	2453	1164	dorzolamide	glaucoma	0	0	3.62	0.6061308	0	235	7	1216	1164	dorzolamide	glaucoma	0	0	3.7	0.6087082	0	385	8	2420	1164	dorzolamide	glaucoma	-16.2	9.21360083456613e-08	1128.35	0.9885421	-0.04	0.01	0.01586683	0.58	0.52	0.2618928	842718
1165	ferumoxsil	0	0	81.49	1	0	14	32604	8831721	1165	ferumoxsil	nuclear magnetic resonance imaging	0	0	394.77	1	0	10	10	7649	1165	ferumoxsil	nuclear magnetic resonance imaging	34.8	60.5	0	0	Inf	1	0	0	4	390	1165	ferumoxsil	nuclear magnetic resonance imaging	0	0	Inf	1	0	0	1	256	1165	ferumoxsil	nuclear magnetic resonance imaging	0	0	Inf	1	0	0	5	556	1165	ferumoxsil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1166	stavudine	0.74	0.46	1.14	0.18681	21	7653	32583	8824082	1166	stavudine	hiv infection	1.18	0.7	1.89	0.4477279	20	5371	168	53332	1166	stavudine	hiv infection	14.8	58.7	0	0	2.47	0.4025961	0	356	32	7146	1166	stavudine	hiv infection	0	0	4.05	1	0	183	30	5611	1166	stavudine	hiv infection	0	0	9.84	1	0	230	7	3242	1166	stavudine	hiv infection	-14.02	8.15063347281783e-07	521.43	0.9785521	-0.02	0.01	0.1459935	1.03	0.43	0.01610753	893038
1167	mirtazapine	3.27	2.98	3.58	2.540684e-102	476	39856	32128	8791879	1167	mirtazapine	depression	0.88	0.75	1.02	0.1015521	172	10948	3448	192588	1167	mirtazapine	depression	19	72.9	0.84	0.53	1.27	0.4951802	24	1408	579	28477	1167	mirtazapine	depression	0.65	0.31	1.23	0.2206157	10	797	194	10083	1167	mirtazapine	depression	0.79	0.43	1.32	0.4076586	15	1033	454	24553	1167	mirtazapine	depression	-0.27	0.763379494336853	0.21	0.1859323	-0.02	0	4.442926e-20	0	0.09	0.9663536	8371398
1168	ferumoxides	0	0	410.03	1	0	4	32604	8831731	1168	ferumoxides	thrombosis prophylaxis	0	0	3811.24	1	0	2	64	43036	1168	ferumoxides	thrombosis prophylaxis	42.1	78.9	0	0	Inf	1	0	0	18	13912	1168	ferumoxides	thrombosis prophylaxis	0	0	7508.76	1	0	2	8	10736	1168	ferumoxides	thrombosis prophylaxis	0	0	Inf	1	0	0	14	9172	1168	ferumoxides	thrombosis prophylaxis	-6.88	0.00102814404517473	624.19	0.9911999	-0.03	0.01	0.01602231	-0.71	0.44	0.1107577	8199328
1169	arbutamine	0	0	410.03	1	0	4	32604	8831731	1169	arbutamine	non-hodgkin s lymphoma	0	0	1847.93	1	0	4	11	11853	1169	arbutamine	non-hodgkin s lymphoma	48	71.5	0	0	Inf	1	0	0	0	958	1169	arbutamine	non-hodgkin s lymphoma	0	0	Inf	1	0	0	0	1068	1169	arbutamine	non-hodgkin s lymphoma	0	0	Inf	1	0	0	2	830	1169	arbutamine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1170	vigabatrin	0.82	0.53	1.21	0.3639635	25	8290	32579	8823445	1170	vigabatrin	infantile spasms	Inf	0.02	Inf	1	2	3729	0	304	1170	vigabatrin	infantile spasms	NA	NA	0	0	Inf	1	0	0	0	0	1170	vigabatrin	infantile spasms	0	0	Inf	1	0	533	0	43	1170	vigabatrin	infantile spasms	0	0	Inf	1	0	480	0	30	1170	vigabatrin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1171	azelaic acid	3.13	1.74	5.18	0.0001536327	15	1300	32589	8830435	1171	azelaic acid	rosacea	0.88	0.1	3.87	1	2	518	14	3207	1171	azelaic acid	rosacea	30.1	57.9	1.5	0.03	13.68	0.5308884	1	71	5	533	1171	azelaic acid	rosacea	0	0	291.67	1	0	39	1	292	1171	azelaic acid	rosacea	2.76	0.26	17.06	0.2218196	2	118	5	814	1171	azelaic acid	rosacea	0.83	2.29331874026418	0.82	0.3126779	-0.02	0.02	0.3192476	-0.91	1.07	0.3986042	812718
1172	danaparoid sodium	0	0	0.97	0.03801492	0	1035	32604	8830700	1172	danaparoid sodium	prophylaxis	0	0	10.78	1	0	128	285	104417	1172	danaparoid sodium	prophylaxis	26.7	79	0	0	235.83	1	0	7	69	23064	1172	danaparoid sodium	prophylaxis	0	0	131.92	1	0	11	43	13756	1172	danaparoid sodium	prophylaxis	0	0	142.24	1	0	13	35	14512	1172	danaparoid sodium	prophylaxis	-10.71	2.2320612032861e-05	489.27	0.9825392	0	0.01	0.8451898	0.26	0.23	0.2506157	8283708
1173	timolol	0.25	0.11	0.5	1.11104e-06	8	8578	32596	8823157	1173	timolol	glaucoma	0.46	0.05	1.83	0.4223305	2	2373	30	16549	1173	timolol	glaucoma	54.3	80.1	0	0	1.85	0.2379302	0	426	13	2397	1173	timolol	glaucoma	0	0	3.32	0.6117295	0	252	7	1199	1173	timolol	glaucoma	0	0	3.65	0.6091853	0	389	8	2416	1173	timolol	glaucoma	-16.11	1.00812850935071e-07	1128.49	0.9886117	-0.03	0.01	0.02355535	0.57	0.52	0.2703555	842718
1174	epoprostenol sodium	0.09	0.02	0.22	5.251316e-15	4	12404	32600	8819331	1174	epoprostenol sodium	pulmonary arterial hypertension	1.05	0.27	2.9	0.7905564	4	7079	43	80259	1174	epoprostenol sodium	pulmonary arterial hypertension	17.5	73	0.8	0.09	3.33	1	2	3053	18	21876	1174	epoprostenol sodium	pulmonary arterial hypertension	2.81	0.06	28.47	0.3470424	1	719	4	8089	1174	epoprostenol sodium	pulmonary arterial hypertension	0.45	0.01	2.8	0.7163573	1	2664	20	23850	1174	epoprostenol sodium	pulmonary arterial hypertension	-0.38	0.683861409212356	0.74	0.6036928	-0.01	0.01	0.144551	-0.35	0.5	0.4769573	8353488
1175	docetaxel	0.61	0.49	0.75	7.164958e-07	86	38313	32518	8793422	1175	docetaxel	breast cancer	1.84	1.25	2.67	0.001566012	38	9641	125	58424	1175	docetaxel	breast cancer	33.5	78.1	2.58	1.05	5.79	0.03031671	9	1430	23	9417	1175	docetaxel	breast cancer	0	0	Inf	1	0	8	0	108	1175	docetaxel	breast cancer	2.38	0.98	5.26	0.03616533	9	1508	26	10377	1175	docetaxel	breast cancer	0.78	2.1814722654982	0.39	0.04767212	-0.01	0.01	0.2396501	-12.65	600.97	0.9832008	8120368
1176	fosphenytoin sodium	1.1	0.23	3.24	0.7561832	3	737	32601	8830998	1176	fosphenytoin sodium	convulsion	0.62	0.02	3.54	1	1	168	238	24854	1176	fosphenytoin sodium	convulsion	14.2	63	0	0	292.44	1	0	4	3	391	1176	fosphenytoin sodium	convulsion	0	0	178.69	1	0	4	3	238	1176	fosphenytoin sodium	convulsion	0	0	162.03	1	0	6	3	351	1176	fosphenytoin sodium	convulsion	-14.06	7.83104256308479e-07	2058.27	0.9945492	0	0.02	0.7994956	0.37	0.82	0.6496311	86058
1177	porfimer sodium	0	0	3.19	0.635717	0	315	32604	8831420	1177	porfimer sodium	prophylaxis	0	0	120.86	1	0	13	285	104532	1177	porfimer sodium	prophylaxis	26.7	79	0	0	111.7	1	0	13	69	23058	1177	porfimer sodium	prophylaxis	0	0	147.7	1	0	10	43	13757	1177	porfimer sodium	prophylaxis	0	0	1037.84	1	0	3	35	14522	1177	porfimer sodium	prophylaxis	-9.74	5.88805348414794e-05	403.39	0.9807316	0	0.01	0.8571475	0.26	0.23	0.2499663	8283708
1178	hydrocortisone probutate	0	0	15.57	1	0	66	32604	8831669	1178	hydrocortisone probutate	rash	0	0	84.54	1	0	19	18	6482	1178	hydrocortisone probutate	rash	32.4	62.8	0	0	Inf	1	0	0	4	753	1178	hydrocortisone probutate	rash	0	0	Inf	1	0	0	1	837	1178	hydrocortisone probutate	rash	0	0	Inf	1	0	0	5	1139	1178	hydrocortisone probutate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1179	etoposide phosphate	0.85	0.1	3.09	1	2	635	32602	8831100	1179	etoposide phosphate	hodgkin s disease	0	0	321.74	1	0	36	3	4718	1179	etoposide phosphate	hodgkin s disease	51.6	51.6	0	0	Inf	1	0	0	0	0	1179	etoposide phosphate	hodgkin s disease	0	0	Inf	1	0	1	0	517	1179	etoposide phosphate	hodgkin s disease	0	0	7107.26	1	0	2	1	409	1179	etoposide phosphate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1180	nalmefene	0	0	22.12	1	0	47	32604	8831688	1180	nalmefene	anaesthesia	0	0	590.26	1	0	8	8	6648	1180	nalmefene	anaesthesia	47	47	0	0	Inf	1	0	0	0	0	1180	nalmefene	anaesthesia	0	0	Inf	1	0	0	0	388	1180	nalmefene	anaesthesia	0	0	Inf	1	0	0	1	494	1180	nalmefene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1181	ganciclovir	0.13	0.02	0.46	3.814084e-05	2	4251	32602	8827484	1181	ganciclovir	prophylaxis	0.63	0.02	3.53	1	1	584	284	103961	1181	ganciclovir	prophylaxis	26.7	79	0	0	13.68	1	0	94	69	22977	1181	ganciclovir	prophylaxis	0	0	17.46	1	0	72	43	13695	1181	ganciclovir	prophylaxis	0	0	34.72	1	0	48	35	14477	1181	ganciclovir	prophylaxis	-11.72	8.12959053802051e-06	360.81	0.9740804	0	0.01	0.8328357	0.26	0.23	0.2464939	8283708
1182	zileuton	1.48	0.3	4.36	0.4618245	3	548	32601	8831187	1182	zileuton	asthma	0	0	2.34	0.4157558	0	288	568	102562	1182	zileuton	asthma	7	65.8	0	0	25.31	1	0	32	69	13942	1182	zileuton	asthma	0	0	232	1	0	5	31	6369	1182	zileuton	asthma	0	0	35.11	1	0	35	49	14936	1182	zileuton	asthma	-10.84	1.95996274414058e-05	373.3	0.9768434	-0.04	0.01	1.764258e-14	0.11	0.24	0.6444749	8214258
1183	rimexolone	0	0	6.2	1	0	163	32604	8831572	1183	rimexolone	attention deficit/hyperactivity disorder	0	0	2.96	0.63661	0	23	2639	44825	1183	rimexolone	attention deficit/hyperactivity disorder	6	59.1	0	0	Inf	1	0	0	558	8432	1183	rimexolone	attention deficit/hyperactivity disorder	0	0	Inf	1	0	0	350	5941	1183	rimexolone	attention deficit/hyperactivity disorder	0	0	Inf	1	0	0	275	3524	1183	rimexolone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1184	sevoflurane	0.15	0.03	0.43	5.686514e-06	3	5515	32601	8826220	1184	sevoflurane	anaesthesia	0	0	2.15	0.2154276	0	1426	8	5230	1184	sevoflurane	anaesthesia	47	47	0	0	Inf	1	0	0	0	0	1184	sevoflurane	anaesthesia	0	0	Inf	1	0	69	0	319	1184	sevoflurane	anaesthesia	0	0	190.26	1	0	84	1	410	1184	sevoflurane	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1185	acarbose	1.26	0.65	2.21	0.4131596	12	2580	32592	8829155	1185	acarbose	diabetes mellitus	3.83	1.04	9.94	0.02237658	4	652	391	244178	1185	acarbose	diabetes mellitus	43.9	81.6	4.82	0.12	28.12	0.1902323	1	127	83	50850	1185	acarbose	diabetes mellitus	14.05	1.63	55.05	0.01005141	2	92	46	29744	1185	acarbose	diabetes mellitus	0	0	42.11	1	0	58	46	28379	1185	acarbose	diabetes mellitus	2.16	8.67113765846346	0.72	0.002720475	-0.01	0.01	0.4434972	-0.01	0.21	0.9424501	8583678
1186	tinzaparin sodium	0.62	0.28	1.18	0.1851871	9	3918	32595	8827817	1186	tinzaparin sodium	prophylaxis	0.97	0.02	5.47	1	1	379	284	104166	1186	tinzaparin sodium	prophylaxis	26.7	79	0	0	11.76	1	0	109	69	22962	1186	tinzaparin sodium	prophylaxis	0	0	23.96	1	0	53	43	13714	1186	tinzaparin sodium	prophylaxis	0	0	26.67	1	0	62	35	14463	1186	tinzaparin sodium	prophylaxis	-11.66	8.63229634171954e-06	368.56	0.974753	0	0.01	0.8628284	0.26	0.23	0.2518942	8283708
1187	valacyclovir	1.14	0.94	1.37	0.1521585	118	27995	32486	8803740	1187	valacyclovir	herpes zoster	0.13	0.05	0.31	4.161679e-09	6	4256	54	5049	1187	valacyclovir	herpes zoster	59.6	81.8	0	0	1.2	0.07492918	0	241	11	720	1187	valacyclovir	herpes zoster	0	0	6.19	0.5629531	0	175	3	444	1187	valacyclovir	herpes zoster	0	0	1.22	0.07079908	0	289	10	786	1187	valacyclovir	herpes zoster	-16.99	4.18154478457701e-08	1336.66	0.9898557	0.03	0.02	0.2304978	-0.69	0.66	0.2993651	817078
1188	brimonidine tartrate	0.59	0.38	0.88	0.007193746	24	10976	32580	8820759	1188	brimonidine tartrate	glaucoma	1.04	0.35	2.59	0.8220428	6	3433	26	15489	1188	brimonidine tartrate	glaucoma	54.3	80.1	2.25	0.58	7.84	0.1729577	5	613	8	2210	1188	brimonidine tartrate	glaucoma	0.57	0.01	4.69	1	1	330	6	1121	1188	brimonidine tartrate	glaucoma	3.65	0.68	19.65	0.07163377	4	603	4	2202	1188	brimonidine tartrate	glaucoma	0.6	1.82211880039051	0.55	0.2787236	-0.03	0.01	0.02437126	0.53	0.52	0.3087601	842718
1189	ibutilide fumarate	0	0	41.29	1	0	26	32604	8831709	1189	ibutilide fumarate	atrial fibrillation	0	0	197.81	1	0	14	172	112031	1189	ibutilide fumarate	atrial fibrillation	50.5	90.9	0	0	Inf	1	0	0	58	37360	1189	ibutilide fumarate	atrial fibrillation	0	0	Inf	1	0	0	29	22100	1189	ibutilide fumarate	atrial fibrillation	0	0	Inf	1	0	0	36	17991	1189	ibutilide fumarate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1190	glimepiride	0.68	0.56	0.82	1.93195e-05	115	45518	32489	8786217	1190	glimepiride	diabetes mellitus	1.1	0.68	1.69	0.6455945	22	12439	373	232391	1190	glimepiride	diabetes mellitus	43.9	81.6	0.92	0.24	2.44	1	4	2636	80	48341	1190	glimepiride	diabetes mellitus	1.21	0.24	3.77	0.7393212	3	1562	45	28274	1190	glimepiride	diabetes mellitus	0.42	0.01	2.44	0.7301576	1	1442	45	26995	1190	glimepiride	diabetes mellitus	-0.18	0.835270211411272	0.51	0.7196677	-0.01	0.01	0.4968647	-0.01	0.21	0.9744421	8583678
