results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex
1131	halofantrine	0	0	59.67	1	0	21	28442	8835876	1131	halofantrine	malaria	0	0	15.45	1	0	13	16	682	1131	halofantrine	malaria	36	36	0	0	Inf	1	0	0	0	0	1131	halofantrine	malaria	0	0	Inf	1	0	0	0	46	1131	halofantrine	malaria	0	0	Inf	1	0	0	1	47	1131	halofantrine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1132	technetium tc-99m bicisate kit	0	0	138.74	1	0	10	28442	8835887	1132	technetium tc-99m bicisate kit	cerebral infarction	0	0	4.5036e+15	1	0	1	3	4534	1132	technetium tc-99m bicisate kit	cerebral infarction	NA	NA	0	0	Inf	1	0	0	0	0	1132	technetium tc-99m bicisate kit	cerebral infarction	0	0	Inf	1	0	0	0	459	1132	technetium tc-99m bicisate kit	cerebral infarction	0	0	Inf	1	0	0	0	312	1132	technetium tc-99m bicisate kit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1133	atovaquone	2.48	1.7	3.48	5.7e-06	33	4144	28409	8831753	1133	atovaquone	hiv infection	0	0	8.71	1	0	420	61	58410	1133	atovaquone	hiv infection	24	57.2	0	0	76.36	1	0	31	13	6874	1133	atovaquone	hiv infection	0	0	50.5	1	0	39	13	5772	1133	atovaquone	hiv infection	0	0	1619.95	1	0	6	3	3470	1133	atovaquone	hiv infection	-12.53	3.61651392592813e-06	958.4	0.99	-0.02	0.02	0.22	1.12	0.65	0.09
1134	fluvastatin sodium	0.78	0.41	1.33	0.46	13	5199	28429	8830698	1134	fluvastatin sodium	hypertension	0	0	1.38	0.12	0	752	1148	322608	1134	fluvastatin sodium	hypertension	37	82.3	0	0	21.36	1	0	71	159	63013	1134	fluvastatin sodium	hypertension	0	0	52.79	1	0	50	48	31882	1134	fluvastatin sodium	hypertension	0	0	39.87	1	0	31	130	40531	1134	fluvastatin sodium	hypertension	-10.44	2.92392082816567e-05	262.83	0.97	-0.02	0	0	-0.78	0.17	0
1135	paclitaxel	0.39	0.3	0.5	1e-18	63	50360	28379	8785537	1135	paclitaxel	breast cancer	0.68	0.35	1.2	0.21	13	9540	118	58557	1135	paclitaxel	breast cancer	43.9	68.8	1.44	0.48	3.59	0.44	6	1038	26	6487	1135	paclitaxel	breast cancer	0	0	Inf	1	0	9	0	107	1135	paclitaxel	breast cancer	1.6	0.59	3.75	0.32	7	1556	29	10328	1135	paclitaxel	breast cancer	0.35	1.41906754859326	0.43	0.41	-0.03	0.01	0.03	-12.72	599.1	0.98
1136	risperidone	1.65	1.5	1.81	1.3e-22	454	86017	27988	8749880	1136	risperidone	schizophrenia	1.58	1.17	2.12	0.0022	65	11877	169	48928	1136	risperidone	schizophrenia	20.5	68	0.94	0.35	2.23	1	7	1634	27	5952	1136	risperidone	schizophrenia	0.98	0.28	2.82	1	5	1307	16	4116	1136	risperidone	schizophrenia	0.8	0.15	2.85	1	3	683	15	2742	1136	risperidone	schizophrenia	-0.15	0.860707976425058	0.4	0.71	-0.02	0.01	0.08	-0.35	0.32	0.28
1137	calcipotriene	0.32	0.04	1.15	0.11	2	1959	28440	8833938	1137	calcipotriene	psoriasis	1.37	0.16	5.01	0.66	2	1213	195	161471	1137	calcipotriene	psoriasis	23.8	67.9	0	0	12.09	1	0	233	54	39523	1137	calcipotriene	psoriasis	0	0	27.75	1	0	142	22	21329	1137	calcipotriene	psoriasis	0	0	16.32	1	0	164	40	27413	1137	calcipotriene	psoriasis	-11.83	7.28276470994245e-06	371.24	0.97	-0.01	0.01	0.08	-0.35	0.27	0.19
1138	tramadol	1.81	1.66	1.96	1.2e-36	562	97546	27880	8738351	1138	tramadol	pain	1.11	0.92	1.33	0.28	127	17698	1152	177976	1138	tramadol	pain	24.5	74.3	0.77	0.45	1.26	0.37	18	3932	177	29910	1138	tramadol	pain	0.91	0.28	2.28	1	5	1637	47	13992	1138	tramadol	pain	0.63	0.33	1.11	0.12	13	3260	152	24022	1138	tramadol	pain	-0.34	0.71177032276261	0.25	0.17	-0.02	0	0	-0.58	0.16	0
1139	dalteparin sodium	0.3	0.12	0.62	0.00022	7	7171	28435	8828726	1139	dalteparin sodium	prophylaxis	0	0	2.6	0.41	0	707	211	103912	1139	dalteparin sodium	prophylaxis	19.5	73.3	0	0	29.46	1	0	102	27	20185	1139	dalteparin sodium	prophylaxis	0	0	93.84	1	0	87	8	13715	1139	dalteparin sodium	prophylaxis	0	0	30.17	1	0	85	23	14452	1139	dalteparin sodium	prophylaxis	-12.93	2.42422178131667e-06	800.95	0.99	-0.02	0.01	0.01	-0.95	0.41	0.02
1140	ferric ammonium citrate	0	0	40.63	1	0	30	28442	8835867	1140	ferric ammonium citrate	hiv infection	0	0	1046.12	1	0	5	61	58825	1140	ferric ammonium citrate	hiv infection	24	57.2	0	0	Inf	1	0	0	13	6905	1140	ferric ammonium citrate	hiv infection	0	0	Inf	1	0	0	13	5811	1140	ferric ammonium citrate	hiv infection	0	0	Inf	1	0	0	3	3476	1140	ferric ammonium citrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1141	carvedilol	0.7	0.59	0.81	1.6e-06	162	71931	28280	8763966	1141	carvedilol	hypertension	0.78	0.54	1.1	0.18	34	12127	1114	311233	1141	carvedilol	hypertension	37	82.3	0.7	0.22	1.66	0.56	5	2808	154	60276	1141	carvedilol	hypertension	1.61	0.42	4.43	0.33	4	1708	44	30224	1141	carvedilol	hypertension	0.2	0	1.13	0.098	1	1525	129	39037	1141	carvedilol	hypertension	-0.38	0.683861409212356	0.45	0.41	-0.02	0	0	-0.77	0.17	0
1142	allopurinol sodium	0	0	2.01	0.27	0	572	28442	8835325	1142	allopurinol sodium	hypertension	0	0	19.21	1	0	56	1148	323304	1142	allopurinol sodium	hypertension	37	82.3	0	0	435.24	1	0	5	159	63079	1142	allopurinol sodium	hypertension	0	0	3774.88	1	0	2	48	31930	1142	allopurinol sodium	hypertension	0	0	751.95	1	0	3	130	40559	1142	allopurinol sodium	hypertension	-7.37	0.000629868179097574	238.24	0.98	-0.02	0	0	-0.78	0.17	0
1143	aprotinin	0.15	0.05	0.35	2.1e-09	5	10418	28437	8825479	1143	aprotinin	coronary artery bypass	0.43	0.03	5.87	0.59	2	3412	2	1450	1143	aprotinin	coronary artery bypass	83	83	0	0	Inf	1	0	0	0	0	1143	aprotinin	coronary artery bypass	0	0	Inf	1	0	0	0	193	1143	aprotinin	coronary artery bypass	0	0	Inf	1	0	0	1	37	1143	aprotinin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1144	fludeoxyglucose f-18	0	0	10187.45	1	0	1	28442	8835896	1144	fludeoxyglucose f-18	positron emission tomogram	0	0	Inf	1	0	1	0	93	1144	fludeoxyglucose f-18	positron emission tomogram	NA	NA	0	0	Inf	1	0	0	0	0	1144	fludeoxyglucose f-18	positron emission tomogram	0	0	Inf	1	0	0	0	6	1144	fludeoxyglucose f-18	positron emission tomogram	0	0	Inf	1	0	0	0	13	1144	fludeoxyglucose f-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1145	moexipril	0.89	0.18	2.62	1	3	1043	28439	8834854	1145	moexipril	hypertension	2.7	0.32	9.89	0.17	2	209	1146	323151	1145	moexipril	hypertension	37	82.3	0	0	85.86	1	0	19	159	63065	1145	moexipril	hypertension	0	0	570.42	1	0	6	48	31926	1145	moexipril	hypertension	0	0	88.02	1	0	15	130	40547	1145	moexipril	hypertension	-9.49	7.56041032846277e-05	315.42	0.98	-0.02	0	0	-0.78	0.17	0
1146	indium in-111 pentetreotide kit	0	0	12.17	1	0	96	28442	8835801	1146	indium in-111 pentetreotide kit	somatostatin receptor scan	0	0	Inf	1	0	35	0	0	1146	indium in-111 pentetreotide kit	somatostatin receptor scan	NA	NA	0	0	Inf	1	0	0	0	0	1146	indium in-111 pentetreotide kit	somatostatin receptor scan	0	0	Inf	1	0	1	0	0	1146	indium in-111 pentetreotide kit	somatostatin receptor scan	0	0	Inf	1	0	0	0	0	1146	indium in-111 pentetreotide kit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1147	levomethadyl acetate	0	0	123.74	1	0	11	28442	8835886	1147	levomethadyl acetate	drug dependence	0	0	315.29	1	0	3	85	11050	1147	levomethadyl acetate	drug dependence	19	40.6	0	0	Inf	1	0	0	9	1189	1147	levomethadyl acetate	drug dependence	0	0	Inf	1	0	0	7	1097	1147	levomethadyl acetate	drug dependence	0	0	8121.31	1	0	1	4	953	1147	levomethadyl acetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1148	ioxilan	0	0	27.84	1	0	43	28442	8835854	1148	ioxilan	hypertension	0	0	1511.17	1	0	2	1148	323358	1148	ioxilan	hypertension	37	82.3	0	0	Inf	1	0	0	159	63084	1148	ioxilan	hypertension	0	0	Inf	1	0	0	48	31932	1148	ioxilan	hypertension	0	0	Inf	1	0	0	130	40562	1148	ioxilan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1149	trimetrexate glucuronate	0	0	10187.45	1	0	1	28442	8835896	1149	trimetrexate glucuronate	neuropathy peripheral	0	0	6900.58	1	0	1	110	21814	1149	trimetrexate glucuronate	neuropathy peripheral	46	82.4	0	0	Inf	1	0	0	32	6594	1149	trimetrexate glucuronate	neuropathy peripheral	0	0	Inf	1	0	0	6	2982	1149	trimetrexate glucuronate	neuropathy peripheral	0	0	Inf	1	0	0	31	4842	1149	trimetrexate glucuronate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1150	anagrelide	0.2	0.01	1.11	0.072	1	1568	28441	8834329	1150	anagrelide	essential thrombocythaemia	0	0	Inf	1	0	612	0	765	1150	anagrelide	essential thrombocythaemia	NA	NA	0	0	Inf	1	0	0	0	0	1150	anagrelide	essential thrombocythaemia	0	0	Inf	1	0	54	0	95	1150	anagrelide	essential thrombocythaemia	0	0	Inf	1	0	85	0	120	1150	anagrelide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1151	adapalene	2.6	1.45	4.3	0.00099	15	1794	28427	8834103	1151	adapalene	acne	0.51	0.24	0.95	0.034	10	983	657	33130	1151	adapalene	acne	14	40.3	0.42	0.01	2.55	0.72	1	225	28	2634	1151	adapalene	acne	0	0	9.1	1	0	71	8	1080	1151	adapalene	acne	0.4	0.01	2.45	0.51	1	232	25	2300	1151	adapalene	acne	-1.16	0.313486180882605	1.02	0.26	-0.01	0.01	0.5	-0.47	0.41	0.26
1152	iodixanol	0	0	3.92	1	0	294	28442	8835603	1152	iodixanol	computerised tomogram	0	0	548.83	1	0	48	2	4939	1152	iodixanol	computerised tomogram	NA	NA	0	0	Inf	1	0	0	0	0	1152	iodixanol	computerised tomogram	0	0	Inf	1	0	3	0	215	1152	iodixanol	computerised tomogram	0	0	Inf	1	0	3	0	300	1152	iodixanol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1153	nisoldipine	2.29	1.1	4.23	0.014	10	1354	28432	8834543	1153	nisoldipine	hypertension	0	0	3.15	0.64	0	332	1148	323028	1153	nisoldipine	hypertension	37	82.3	0	0	66.58	1	0	24	159	63060	1153	nisoldipine	hypertension	0	0	224.62	1	0	13	48	31919	1153	nisoldipine	hypertension	0	0	103.72	1	0	13	130	40549	1153	nisoldipine	hypertension	-9.48	7.63639371548869e-05	281.44	0.97	-0.02	0	0	-0.78	0.17	0
1154	metformin	0.9	0.83	0.97	0.0037	745	256823	27697	8579074	1154	metformin	diabetes mellitus	3.55	2.91	4.32	3.7e-37	229	61830	191	182975	1154	metformin	diabetes mellitus	42.2	83.1	1.67	1.03	2.69	0.033	32	15697	45	36949	1154	metformin	diabetes mellitus	1.74	0.51	5.47	0.38	6	8284	9	21585	1154	metformin	diabetes mellitus	1.64	0.99	2.68	0.042	31	8968	41	19443	1154	metformin	diabetes mellitus	0.5	1.64872127070013	0.22	0.02	0	0.01	0.77	-1.6	0.28	0
1155	famciclovir	1.19	0.61	2.08	0.53	12	3135	28430	8832762	1155	famciclovir	herpes zoster	0	0	4.49	1	0	512	16	8837	1155	famciclovir	herpes zoster	41.1	60.9	0	0	Inf	1	0	14	0	356	1155	famciclovir	herpes zoster	0	0	816.81	1	0	28	1	593	1155	famciclovir	herpes zoster	0	0	578.02	1	0	68	1	1016	1155	famciclovir	herpes zoster	-14.72	4.04748479919167e-07	2817.31	1	-0.04	0.03	0.15	0.58	1.42	0.68
1156	imiglucerase	0.08	0	0.44	9.4e-05	1	3906	28441	8831991	1156	imiglucerase	gaucher s disease	Inf	0.01	Inf	1	1	3635	0	828	1156	imiglucerase	gaucher s disease	NA	NA	0	0	Inf	1	0	0	0	0	1156	imiglucerase	gaucher s disease	0	0	Inf	1	0	204	0	142	1156	imiglucerase	gaucher s disease	0	0	Inf	1	0	302	0	166	1156	imiglucerase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1157	technetium tc-99m tetrofosmin kit	1.61	0.04	9.08	0.46	1	193	28441	8835704	1157	technetium tc-99m tetrofosmin kit	diagnostic procedure	0	0	22.38	1	0	71	12	4322	1157	technetium tc-99m tetrofosmin kit	diagnostic procedure	25	63.1	0	0	214.38	1	0	14	3	1179	1157	technetium tc-99m tetrofosmin kit	diagnostic procedure	0	0	352.01	1	0	13	2	825	1157	technetium tc-99m tetrofosmin kit	diagnostic procedure	0	0	145.14	1	0	13	4	1159	1157	technetium tc-99m tetrofosmin kit	diagnostic procedure	-13.4	1.51514411214325e-06	2080.85	0.99	-0.03	0.02	0.1	-0.26	0.87	0.77
1158	follitropin alfa/beta	0.6	0.12	1.75	0.5	3	1562	28439	8834335	1158	follitropin alfa/beta	in vitro fertilisation	0	0	68.23	1	0	410	1	717	1158	follitropin alfa/beta	in vitro fertilisation	NA	NA	0	0	Inf	1	0	0	0	0	1158	follitropin alfa/beta	in vitro fertilisation	0	0	Inf	1	0	0	0	1	1158	follitropin alfa/beta	in vitro fertilisation	0	0	Inf	1	0	75	0	115	1158	follitropin alfa/beta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1159	losartan potassium	1.23	1.07	1.41	0.0029	218	55088	28224	8780809	1159	losartan potassium	hypertension	1.63	1.28	2.04	6.4e-05	82	14614	1066	308746	1159	losartan potassium	hypertension	37	82.3	2.23	1.09	4.11	0.02	11	2036	148	61048	1159	losartan potassium	hypertension	3.45	0.9	9.51	0.035	4	820	44	31112	1159	losartan potassium	hypertension	2.24	1.04	4.27	0.028	10	1456	120	39106	1159	losartan potassium	hypertension	0.92	2.5092903899363	0.28	0	-0.02	0	0	-0.76	0.17	0
1160	vinorelbine tartrate	0.63	0.32	1.13	0.15	11	5399	28431	8830498	1160	vinorelbine tartrate	breast cancer	0.47	0.01	2.66	0.73	1	1102	130	66995	1160	vinorelbine tartrate	breast cancer	43.9	68.8	0	0	11.33	1	0	82	32	7443	1160	vinorelbine tartrate	breast cancer	0	0	Inf	1	0	2	0	114	1160	vinorelbine tartrate	breast cancer	0	0	10.73	1	0	120	36	11764	1160	vinorelbine tartrate	breast cancer	-13.87	9.46968506864711e-07	963.53	0.99	-0.03	0.01	0.02	-13.73	983.83	0.99
1161	cysteamine bitartrate	0	0	2.7	0.65	0	427	28442	8835470	1161	cysteamine bitartrate	cystinosis	0	0	Inf	1	0	307	0	134	1161	cysteamine bitartrate	cystinosis	NA	NA	0	0	Inf	1	0	0	0	0	1161	cysteamine bitartrate	cystinosis	0	0	Inf	1	0	52	0	5	1161	cysteamine bitartrate	cystinosis	0	0	Inf	1	0	74	0	8	1161	cysteamine bitartrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1162	tizanidine	2.44	2.07	2.85	2.8e-22	157	20085	28285	8815812	1162	tizanidine	multiple sclerosis	0.76	0.36	1.4	0.49	10	4419	1292	432981	1162	tizanidine	multiple sclerosis	27	66	0.96	0.26	2.51	1	4	1054	223	56592	1162	tizanidine	multiple sclerosis	0	0	6.68	1	0	235	35	14014	1162	tizanidine	multiple sclerosis	0.98	0.26	2.55	1	4	974	218	51871	1162	tizanidine	multiple sclerosis	-0.09	0.913931185271228	0.51	0.87	-0.02	0	0	-0.54	0.18	0
1163	lansoprazole	1.91	1.75	2.08	1.1e-40	530	86936	27912	8748961	1163	lansoprazole	hypertension	2.25	1.71	2.92	4.2e-08	61	7852	1087	315508	1163	lansoprazole	hypertension	37	82.3	0.82	0.17	2.43	1	3	1453	156	61631	1163	lansoprazole	hypertension	0.88	0.02	5.16	1	1	754	47	31178	1163	lansoprazole	hypertension	0.68	0.08	2.51	1	2	913	128	39649	1163	lansoprazole	hypertension	-0.25	0.778800783071405	0.58	0.67	-0.02	0	0	-0.78	0.17	0
1164	dorzolamide	0.11	0.02	0.32	8.4e-09	3	8521	28439	8827376	1164	dorzolamide	glaucoma	0.48	0.05	1.91	0.42	2	2728	25	16199	1164	dorzolamide	glaucoma	55.6	79.9	1.66	0.03	16.83	0.5	1	350	4	2325	1164	dorzolamide	glaucoma	5.21	0.07	408.84	0.3	1	234	1	1222	1164	dorzolamide	glaucoma	0	0	6.89	1	0	385	5	2423	1164	dorzolamide	glaucoma	-0.03	0.970445533548508	1.08	0.98	-0.01	0.02	0.58	-0.26	0.84	0.75
1165	ferumoxsil	0	0	93.71	1	0	14	28442	8835883	1165	ferumoxsil	nuclear magnetic resonance imaging	0	0	394.77	1	0	10	10	7649	1165	ferumoxsil	nuclear magnetic resonance imaging	31.9	51.7	0	0	Inf	1	0	0	1	272	1165	ferumoxsil	nuclear magnetic resonance imaging	0	0	Inf	1	0	0	1	256	1165	ferumoxsil	nuclear magnetic resonance imaging	0	0	Inf	1	0	0	2	559	1165	ferumoxsil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1166	stavudine	0.04	0	0.23	9.3e-10	1	7673	28441	8828224	1166	stavudine	hiv infection	0.17	0	0.96	0.042	1	5390	60	53440	1166	stavudine	hiv infection	24	57.2	0	0	6.68	1	0	325	13	6580	1166	stavudine	hiv infection	0	0	10.18	1	0	183	13	5628	1166	stavudine	hiv infection	0	0	34.25	1	0	230	3	3246	1166	stavudine	hiv infection	-14.21	6.74024079777121e-07	857.26	0.99	-0.02	0.02	0.2	1.08	0.65	0.1
1167	mirtazapine	4.44	4.08	4.83	4.2e-174	560	39772	27882	8796125	1167	mirtazapine	depression	1.05	0.9	1.22	0.49	194	10926	3259	192777	1167	mirtazapine	depression	19.1	70	2.01	1.46	2.72	3.1e-05	48	1257	516	27179	1167	mirtazapine	depression	2.89	1.8	4.48	1.2e-05	26	781	117	10160	1167	mirtazapine	depression	1.64	1.09	2.37	0.014	31	1017	457	24550	1167	mirtazapine	depression	0.77	2.15976625378492	0.14	0	-0.02	0	0	-0.46	0.1	0
1168	ferumoxides	0	0	467.48	1	0	4	28442	8835893	1168	ferumoxides	thrombosis prophylaxis	0	0	7826.04	1	0	2	29	43071	1168	ferumoxides	thrombosis prophylaxis	59.2	68.1	0	0	Inf	1	0	0	5	4209	1168	ferumoxides	thrombosis prophylaxis	0	0	4.5036e+15	1	0	2	1	10743	1168	ferumoxides	thrombosis prophylaxis	0	0	Inf	1	0	0	6	9180	1168	ferumoxides	thrombosis prophylaxis	-5.99	0.0025036640502021	1029.12	1	-0.02	0.02	0.42	-1.95	1.08	0.07
1169	arbutamine	0	0	467.48	1	0	4	28442	8835893	1169	arbutamine	non-hodgkin s lymphoma	0	0	4.5036e+15	1	0	4	1	11863	1169	arbutamine	non-hodgkin s lymphoma	NA	NA	0	0	Inf	1	0	0	0	0	1169	arbutamine	non-hodgkin s lymphoma	0	0	Inf	1	0	0	0	1068	1169	arbutamine	non-hodgkin s lymphoma	0	0	Inf	1	0	0	0	832	1169	arbutamine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1170	vigabatrin	0.04	0	0.21	1.6e-10	1	8314	28441	8827583	1170	vigabatrin	infantile spasms	0	0	Inf	1	0	3731	0	304	1170	vigabatrin	infantile spasms	NA	NA	0	0	Inf	1	0	0	0	0	1170	vigabatrin	infantile spasms	0	0	Inf	1	0	533	0	43	1170	vigabatrin	infantile spasms	0	0	Inf	1	0	480	0	30	1170	vigabatrin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1171	azelaic acid	1.9	0.82	3.76	0.08	8	1307	28434	8834590	1171	azelaic acid	rosacea	0.32	0.01	2.05	0.35	1	519	19	3202	1171	azelaic acid	rosacea	26	64.5	0	0	11.06	1	0	102	4	736	1171	azelaic acid	rosacea	0	0	40.36	1	0	39	2	291	1171	azelaic acid	rosacea	3.43	0.06	66.37	0.34	1	119	2	817	1171	azelaic acid	rosacea	0.55	1.7332530178674	1.12	0.63	-0.02	0.03	0.37	0.64	0.92	0.49
1172	danaparoid sodium	0	0	1.11	0.088	0	1035	28442	8834862	1172	danaparoid sodium	prophylaxis	0	0	14.6	1	0	128	211	104491	1172	danaparoid sodium	prophylaxis	19.5	73.3	0	0	541.42	1	0	7	27	20280	1172	danaparoid sodium	prophylaxis	0	0	822.21	1	0	11	8	13791	1172	danaparoid sodium	prophylaxis	0	0	221	1	0	13	23	14524	1172	danaparoid sodium	prophylaxis	-11.48	1.03347350639195e-05	791.6	0.99	-0.02	0.01	0.01	-0.96	0.41	0.02
1173	timolol	0.36	0.17	0.67	0.00025	10	8576	28432	8827321	1173	timolol	glaucoma	0.56	0.06	2.24	0.57	2	2373	25	16554	1173	timolol	glaucoma	55.6	79.9	1.39	0.03	14.09	0.56	1	408	4	2267	1173	timolol	glaucoma	4.79	0.06	375.96	0.32	1	251	1	1205	1173	timolol	glaucoma	0	0	6.81	1	0	389	5	2419	1173	timolol	glaucoma	-0.05	0.951229424500714	1.08	0.96	-0.01	0.02	0.58	-0.26	0.84	0.75
1174	epoprostenol sodium	0.58	0.37	0.87	0.0053	23	12385	28419	8823512	1174	epoprostenol sodium	pulmonary arterial hypertension	1.87	0.98	3.31	0.04	14	7069	85	80217	1174	epoprostenol sodium	pulmonary arterial hypertension	32.7	84	0.59	0.12	1.84	0.48	3	2924	48	27739	1174	epoprostenol sodium	pulmonary arterial hypertension	0	0	5.7	1	0	720	9	8084	1174	epoprostenol sodium	pulmonary arterial hypertension	0.76	0.2	2.09	0.82	4	2661	47	23823	1174	epoprostenol sodium	pulmonary arterial hypertension	-0.41	0.663650250136319	0.52	0.44	0	0.01	0.89	-0.64	0.36	0.08
1175	docetaxel	0.27	0.19	0.38	2.8e-21	34	38365	28408	8797532	1175	docetaxel	breast cancer	0.61	0.31	1.11	0.1	12	9667	119	58430	1175	docetaxel	breast cancer	43.9	68.8	0.19	0	1.15	0.076	1	1084	31	6441	1175	docetaxel	breast cancer	0	0	Inf	1	0	8	0	108	1175	docetaxel	breast cancer	0.2	0	1.16	0.079	1	1516	35	10368	1175	docetaxel	breast cancer	-1.81	0.163654136802704	1.02	0.08	-0.03	0.01	0.01	-12.79	595.39	0.98
1176	fosphenytoin sodium	0	0	1.55	0.19	0	740	28442	8835157	1176	fosphenytoin sodium	convulsion	0	0	3.64	0.63	0	169	153	24939	1176	fosphenytoin sodium	convulsion	48.6	70.7	0	0	737.42	1	0	2	2	207	1176	fosphenytoin sodium	convulsion	0	0	2266.57	1	0	4	1	240	1176	fosphenytoin sodium	convulsion	0	0	162.03	1	0	6	3	351	1176	fosphenytoin sodium	convulsion	-12.89	2.52315614902625e-06	1985.79	0.99	0.03	0.03	0.22	-0.68	1.16	0.56
1177	porfimer sodium	0	0	3.66	0.63	0	315	28442	8835582	1177	porfimer sodium	prophylaxis	0	0	163.77	1	0	13	211	104606	1177	porfimer sodium	prophylaxis	19.5	73.3	0	0	259.75	1	0	13	27	20274	1177	porfimer sodium	prophylaxis	0	0	931.95	1	0	10	8	13792	1177	porfimer sodium	prophylaxis	0	0	1598.69	1	0	3	23	14534	1177	porfimer sodium	prophylaxis	-9.36	8.61000987163404e-05	656.21	0.99	-0.02	0.01	0.01	-0.96	0.41	0.02
1178	hydrocortisone probutate	0	0	17.86	1	0	66	28442	8835831	1178	hydrocortisone probutate	rash	0	0	75.3	1	0	19	20	6480	1178	hydrocortisone probutate	rash	55.8	81.4	0	0	Inf	1	0	0	1	1048	1178	hydrocortisone probutate	rash	0	0	Inf	1	0	0	0	838	1178	hydrocortisone probutate	rash	0	0	Inf	1	0	0	3	1141	1178	hydrocortisone probutate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1179	etoposide phosphate	0.49	0.01	2.73	0.73	1	636	28441	8835261	1179	etoposide phosphate	hodgkin s disease	0	0	4736.02	1	0	36	1	4720	1179	etoposide phosphate	hodgkin s disease	NA	NA	0	0	Inf	1	0	0	0	0	1179	etoposide phosphate	hodgkin s disease	0	0	Inf	1	0	1	0	517	1179	etoposide phosphate	hodgkin s disease	0	0	Inf	1	0	2	0	410	1179	etoposide phosphate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1180	nalmefene	0	0	25.37	1	0	47	28442	8835850	1180	nalmefene	anaesthesia	0	0	126.66	1	0	8	32	6624	1180	nalmefene	anaesthesia	64	64	0	0	Inf	1	0	0	0	0	1180	nalmefene	anaesthesia	0	0	Inf	1	0	0	0	388	1180	nalmefene	anaesthesia	0	0	Inf	1	0	0	1	494	1180	nalmefene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1181	ganciclovir	0.37	0.12	0.85	0.014	5	4248	28437	8831649	1181	ganciclovir	prophylaxis	0	0	3.15	0.64	0	585	211	104034	1181	ganciclovir	prophylaxis	19.5	73.3	0	0	32.36	1	0	93	27	20194	1181	ganciclovir	prophylaxis	0	0	113.41	1	0	72	8	13730	1181	ganciclovir	prophylaxis	0	0	54.36	1	0	48	23	14489	1181	ganciclovir	prophylaxis	-11.93	6.58971801630773e-06	579.5	0.98	-0.02	0.01	0.01	-0.95	0.41	0.02
1182	zileuton	0.56	0.01	3.16	1	1	550	28441	8835347	1182	zileuton	asthma	0	0	2.21	0.42	0	288	600	102530	1182	zileuton	asthma	12	75.3	0	0	15.69	1	0	40	109	17424	1182	zileuton	asthma	0	0	278.61	1	0	5	26	6374	1182	zileuton	asthma	0	0	17.56	1	0	35	96	14889	1182	zileuton	asthma	-11.51	1.00292974831878e-05	377.28	0.98	-0.02	0	0	-0.54	0.22	0.02
