results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	results_logReg.N_logReg
1059	halobetasol propionate	2.85	1.81	4.3	1.171573e-05	24	412	177525	8686378	1059	halobetasol propionate	psoriasis	4.38	1.58	9.73	0.003143002	6	187	1184	161504	1059	halobetasol propionate	psoriasis	25	74.8	7.88	1.56	24.77	0.007814199	3	44	376	43481	1059	halobetasol propionate	psoriasis	4.97	0.12	30.34	0.1884752	1	29	148	21315	1059	halobetasol propionate	psoriasis	12.6	2.41	41.89	0.002368882	3	24	271	27319	1059	halobetasol propionate	psoriasis	2.21	9.11571639304031	0.52	2.241163e-05	0	0	0.660367	-0.37	0.1	0.0003545963	8491108
1060	ticlopidine	1.04	0.83	1.3	0.6899747	82	3847	177467	8682943	1060	ticlopidine	hypertension	1.66	1.07	2.47	0.01875288	25	695	6870	316918	1060	ticlopidine	hypertension	38	82.9	1.45	0.04	8.51	0.5044533	1	44	980	62365	1060	ticlopidine	hypertension	3.87	0.09	23.9	0.2351729	1	24	340	31615	1060	ticlopidine	hypertension	0	0	5.83	1	0	35	762	39895	1060	ticlopidine	hypertension	0.38	1.46228458943422	1.01	0.7075463	-0.02	0	7.500899e-37	-0.59	0.07	1.690384e-19	8726728
1061	technetium tc-99m red blood cell kit	0	0	2.34	0.4132018	0	79	177549	8686711	1061	technetium tc-99m red blood cell kit	radioisotope scan	0	0	8.89	0.5275591	0	48	2	78	1061	technetium tc-99m red blood cell kit	radioisotope scan	NA	NA	0	0	Inf	1	0	0	0	0	1061	technetium tc-99m red blood cell kit	radioisotope scan	0	0	Inf	1	0	0	0	2	1061	technetium tc-99m red blood cell kit	radioisotope scan	0	0	Inf	1	0	0	0	9	1061	technetium tc-99m red blood cell kit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1062	bisoprolol fumarate	0.98	0.89	1.08	0.724869	397	19801	177152	8666989	1062	bisoprolol fumarate	hypertension	0.79	0.62	0.99	0.04312596	77	4461	6818	313152	1062	bisoprolol fumarate	hypertension	38	82.9	0.34	0.04	1.23	0.1387995	2	376	979	62033	1062	bisoprolol fumarate	hypertension	0	0	1.63	0.1796587	0	211	341	31428	1062	bisoprolol fumarate	hypertension	0.44	0.05	1.6	0.3368719	2	239	760	39691	1062	bisoprolol fumarate	hypertension	-1.13	0.323033256422253	0.71	0.1098183	-0.02	0	1.364337e-36	-0.59	0.07	1.836982e-19	8726728
1063	nicotine	1.7	1.59	1.81	2.722108e-49	944	27246	176605	8659544	1063	nicotine	smoking cessation therapy	0.33	0.3	0.37	3.889447e-120	363	9232	6069	50955	1063	nicotine	smoking cessation therapy	26.1	70	0.53	0.4	0.69	1.573679e-06	83	2731	168	2910	1063	nicotine	smoking cessation therapy	0.6	0.39	0.92	0.01315481	38	1193	68	1286	1063	nicotine	smoking cessation therapy	0.49	0.35	0.67	5.119476e-06	61	2197	116	2033	1063	nicotine	smoking cessation therapy	-0.61	0.5433508690745	0.13	1.543604e-06	-0.02	0	3.193122e-06	-0.05	0.13	0.7052691	869928
1064	succimer	3.16	0.37	12.41	0.1411655	2	31	177547	8686759	1064	succimer	metal poisoning	0	0	56.68	1	0	11	1	15	1064	succimer	metal poisoning	NA	NA	0	0	Inf	1	0	0	0	0	1064	succimer	metal poisoning	0	0	Inf	1	0	2	0	0	1064	succimer	metal poisoning	0	0	Inf	1	0	1	0	0	1064	succimer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1065	ondansetron	2.83	2.74	2.93	0	3904	68372	173645	8618418	1065	ondansetron	nausea	0.87	0.77	0.99	0.02626741	428	11589	796	18819	1065	ondansetron	nausea	17.2	77	0.97	0.73	1.28	0.8368075	105	3773	113	3919	1065	ondansetron	nausea	0.69	0.37	1.27	0.2541048	20	1638	30	1703	1065	ondansetron	nausea	0.98	0.73	1.32	0.8844632	95	2756	100	2838	1065	ondansetron	nausea	-0.14	0.869358235398806	0.13	0.2711419	-0.03	0	3.537079e-16	-0.77	0.16	1.631108e-06	891808
1066	lomefloxacin	3.94	1.54	8.46	0.002902019	7	87	177542	8686703	1066	lomefloxacin	sinusitis	0	0	26.47	1	0	4	816	14242	1066	lomefloxacin	sinusitis	22.9	65.1	0	0	28.47	1	0	3	144	1684	1066	lomefloxacin	sinusitis	0	0	Inf	1	0	0	36	718	1066	lomefloxacin	sinusitis	0	0	34.56	1	0	3	124	1760	1066	lomefloxacin	sinusitis	-11.92	6.65594578340917e-06	509.59	0.981341	-0.02	0	0.0001175343	-0.38	0.2	0.04975711	826418
1067	paroxetine	4.83	4.71	4.95	0	7634	80059	169915	8606731	1067	paroxetine	depression	1.68	1.6	1.76	1.09045e-94	2317	19814	12054	172971	1067	paroxetine	depression	21	73.3	2.38	2.03	2.78	2.118354e-24	211	1295	1851	27047	1067	paroxetine	depression	3.37	2.62	4.31	1.041898e-18	89	480	548	9967	1067	paroxetine	depression	1.99	1.66	2.38	1.301942e-12	153	1176	1518	23208	1067	paroxetine	depression	0.86	2.36316069370579	0.07	1.836361e-32	-0.01	0	7.081824e-34	-0.14	0.05	0.003513728	8371398
1068	beractant	0.16	0	0.9	0.03656695	1	304	177548	8686486	1068	beractant	acute respiratory distress syndrome	0	0	17.7	1	0	92	2	303	1068	beractant	acute respiratory distress syndrome	NA	NA	0	0	Inf	1	0	0	0	0	1068	beractant	acute respiratory distress syndrome	0	0	Inf	1	0	1	0	35	1068	beractant	acute respiratory distress syndrome	0	0	Inf	1	0	0	0	26	1068	beractant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1069	levamisole	0	0	0.92	0.03760608	0	199	177549	8686591	1069	levamisole	drug abuse	0	0	29.04	1	0	12	60	4721	1069	levamisole	drug abuse	21	60.4	0	0	Inf	1	0	0	19	951	1069	levamisole	drug abuse	0	0	Inf	1	0	0	17	587	1069	levamisole	drug abuse	0	0	Inf	1	0	0	8	675	1069	levamisole	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1070	pamidronate disodium	22.18	21.43	22.96	0	4902	11102	172647	8675688	1070	pamidronate disodium	multiple myeloma	27.57	24.68	30.89	0	913	3144	570	54153	1070	pamidronate disodium	multiple myeloma	NA	NA	0	0	Inf	1	0	0	0	0	1070	pamidronate disodium	multiple myeloma	0	0	Inf	1	0	0	0	0	1070	pamidronate disodium	multiple myeloma	0	0	Inf	1	0	0	0	0	1070	pamidronate disodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1071	fludarabine phosphate	0.12	0.08	0.17	4.80726e-65	27	11411	177522	8675379	1071	fludarabine phosphate	chronic lymphocytic leukaemia	0.44	0.12	1.17	0.1399498	4	2593	68	19266	1071	fludarabine phosphate	chronic lymphocytic leukaemia	50.7	85	1.89	0.05	11.55	0.4202307	1	129	30	7313	1071	fludarabine phosphate	chronic lymphocytic leukaemia	2.25	0.05	14.07	0.3703478	1	98	24	5289	1071	fludarabine phosphate	chronic lymphocytic leukaemia	0	0	34.24	1	0	40	10	2959	1071	fludarabine phosphate	chronic lymphocytic leukaemia	0.47	1.59999419321736	1.02	0.641492	-0.02	0.01	0.196332	0.31	0.38	0.4083865	884218
1072	cetyl alcohol	0	0	19.5	1	0	11	177549	8686779	1072	cetyl alcohol	acne	0	0	269.83	1	0	1	4376	30403	1072	cetyl alcohol	acne	14.8	44.4	0	0	Inf	1	0	0	173	2824	1072	cetyl alcohol	acne	0	0	Inf	1	0	0	28	1131	1072	cetyl alcohol	acne	0	0	Inf	1	0	0	164	2394	1072	cetyl alcohol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1074	tyloxapol	0	0	41.55	1	0	6	177549	8686784	1074	tyloxapol	periarthritis	0	0	1395.66	1	0	1	12	438	1074	tyloxapol	periarthritis	45	51.3	0	0	Inf	1	0	0	0	11	1074	tyloxapol	periarthritis	0	0	Inf	1	0	0	3	25	1074	tyloxapol	periarthritis	0	0	1671.22	1	0	1	1	43	1074	tyloxapol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1075	avobenzone	0	0	3.46	0.6298702	0	54	177549	8686736	1075	avobenzone	prophylaxis against solar radiation	0	0	2739.19	1	0	8	1	586	1075	avobenzone	prophylaxis against solar radiation	NA	NA	0	0	Inf	1	0	0	0	0	1075	avobenzone	prophylaxis against solar radiation	0	0	Inf	1	0	1	0	53	1075	avobenzone	prophylaxis against solar radiation	0	0	Inf	1	0	1	0	294	1075	avobenzone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1076	octinoxate	0.89	0.02	5.17	1	1	55	177548	8686735	1076	octinoxate	osteopenia	0	0	3.34	0.6120649	0	7	2789	13400	1076	octinoxate	osteopenia	55.3	78.8	0	0	Inf	1	0	0	71	983	1076	octinoxate	osteopenia	0	0	Inf	1	0	0	6	136	1076	octinoxate	osteopenia	0	0	Inf	1	0	0	73	1226	1076	octinoxate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1077	oxybenzone	1	0.02	5.83	1	1	49	177548	8686741	1077	oxybenzone	osteopenia	0	0	3.34	0.6120649	0	7	2789	13400	1077	oxybenzone	osteopenia	55.3	78.8	0	0	Inf	1	0	0	71	983	1077	oxybenzone	osteopenia	0	0	Inf	1	0	0	6	136	1077	oxybenzone	osteopenia	0	0	Inf	1	0	0	73	1226	1077	oxybenzone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1078	alglucerase	0	0	5.98	1	0	32	177549	8686758	1078	alglucerase	gaucher s disease	0	0	12.95	1	0	30	46	4388	1078	alglucerase	gaucher s disease	39.9	49.4	0	0	Inf	1	0	0	5	86	1078	alglucerase	gaucher s disease	0	0	Inf	1	0	0	1	345	1078	alglucerase	gaucher s disease	0	0	437.52	1	0	2	6	460	1078	alglucerase	gaucher s disease	-12.48	3.80193655996962e-06	1696.66	0.9941332	0.01	0.02	0.5974395	-1.52	1.08	0.1595728	88148
1079	pheniramine maleate	0.66	0.39	1.04	0.08048743	18	1342	177531	8685448	1079	pheniramine maleate	eye pruritus	0.29	0.01	1.79	0.3487298	1	319	20	1818	1079	pheniramine maleate	eye pruritus	43.6	81	0	0	85.92	1	0	19	2	299	1079	pheniramine maleate	eye pruritus	0	0	Inf	1	0	10	0	177	1079	pheniramine maleate	eye pruritus	0	0	31.28	1	0	21	4	413	1079	pheniramine maleate	eye pruritus	-16.39	7.61927136665264e-08	4909.58	0.9973356	0.02	0.03	0.3675817	-16.7	2085.49	0.9936103	86258
1080	foscarnet sodium	0.05	0	0.27	5.71064e-08	1	1006	177548	8685784	1080	foscarnet sodium	hiv infection	0	0	2.61	0.4103067	0	167	500	58224	1080	foscarnet sodium	hiv infection	25	64	0	0	19.41	1	0	14	120	7627	1080	foscarnet sodium	hiv infection	0	0	16.87	1	0	15	96	5713	1080	foscarnet sodium	hiv infection	0	0	3186.15	1	0	1	40	3438	1080	foscarnet sodium	hiv infection	-11.45	1.06494746038243e-05	363.68	0.9748788	0	0.01	0.8113725	0.38	0.2	0.0527564	893038
1081	tacrine	0	0	7.16	1	0	27	177549	8686763	1081	tacrine	hypertension	0	0	245.46	1	0	2	6895	317611	1081	tacrine	hypertension	38	82.9	0	0	2388.53	1	0	1	981	62408	1081	tacrine	hypertension	0	0	Inf	1	0	0	341	31639	1081	tacrine	hypertension	0	0	1980.45	1	0	1	762	39929	1081	tacrine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1082	desogestrel	4.25	3.71	4.85	1.119896e-70	240	2767	177309	8684023	1082	desogestrel	contraception	3.03	2.54	3.59	1.126532e-29	159	989	7842	147645	1082	desogestrel	contraception	19	43	1.53	0.71	2.95	0.2262643	10	92	1705	23989	1082	desogestrel	contraception	0	0	Inf	1	0	0	0	22	1082	desogestrel	contraception	1.63	0.84	2.91	0.1026115	13	119	1926	28786	1082	desogestrel	contraception	0.49	1.63231621995538	0.29	0.09469588	0	0	0.9809355	-10.86	114.15	0.9241962	8308668
1083	flumazenil	3.59	2.41	5.17	5.859446e-09	31	423	177518	8686367	1083	flumazenil	sedation	6.51	2.23	15.75	0.0006153045	6	46	108	5399	1083	flumazenil	sedation	9.5	66	0	0	1311.58	1	0	1	18	617	1083	flumazenil	sedation	0	0	206.36	1	0	3	7	534	1083	flumazenil	sedation	0	0	1181.24	1	0	1	14	431	1083	flumazenil	sedation	-12.27	4.69036571938194e-06	1186.81	0.9917526	-0.01	0.01	0.2759281	-0.93	0.47	0.04694718	89908
1084	sumatriptan succinate	2.14	2	2.28	3.197877e-98	1002	23000	176547	8663790	1084	sumatriptan succinate	migraine	0.79	0.7	0.88	2.774727e-05	408	10976	1379	29269	1084	sumatriptan succinate	migraine	20.7	70.1	0.65	0.46	0.9	0.006220715	48	1867	219	5533	1084	sumatriptan succinate	migraine	0.46	0.09	1.5	0.2471242	3	193	29	856	1084	sumatriptan succinate	migraine	0.67	0.48	0.93	0.01332249	48	1779	217	5422	1084	sumatriptan succinate	migraine	-0.41	0.663650250136319	0.16	0.008550009	-0.02	0	4.521037e-05	-0.23	0.19	0.225697	885478
1085	itraconazole	0.71	0.58	0.85	0.0001703746	109	7548	177440	8679242	1085	itraconazole	prophylaxis	0.57	0.23	1.17	0.14775	7	997	1272	102554	1085	itraconazole	prophylaxis	23.9	79.7	2.05	0.24	7.68	0.2600561	2	112	205	23548	1085	itraconazole	prophylaxis	2.11	0.05	12.41	0.3835612	1	80	81	13648	1085	itraconazole	prophylaxis	1.78	0.04	10.47	0.4362997	1	55	147	14357	1085	itraconazole	prophylaxis	0.62	1.85892804184634	0.72	0.3861144	-0.01	0	0.02644001	-0.52	0.14	0.0001532174	8283708
1086	iobenguane i-131	0	0	28.67	1	0	8	177549	8686782	1086	iobenguane i-131	neuroblastoma	0	0	Inf	1	0	7	0	1120	1086	iobenguane i-131	neuroblastoma	NA	NA	0	0	Inf	1	0	0	0	0	1086	iobenguane i-131	neuroblastoma	0	0	Inf	1	0	0	0	135	1086	iobenguane i-131	neuroblastoma	0	0	Inf	1	0	1	0	102	1086	iobenguane i-131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1087	perflubron	0	0	74.11	1	0	4	177549	8686786	1087	perflubron	myelodysplastic syndrome	0	0	10149.58	1	0	1	79	24433	1087	perflubron	myelodysplastic syndrome	54.7	84.3	0	0	10203.08	1	0	1	13	4045	1087	perflubron	myelodysplastic syndrome	0	0	13936.92	1	0	1	6	2740	1087	perflubron	myelodysplastic syndrome	0	0	Inf	1	0	0	8	2242	1087	perflubron	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1088	mivacurium chloride	0.55	0.01	3.14	1	1	89	177548	8686701	1088	mivacurium chloride	general anaesthesia	0	0	30.65	1	0	19	21	2780	1088	mivacurium chloride	general anaesthesia	19.4	52.5	0	0	Inf	1	0	0	3	245	1088	mivacurium chloride	general anaesthesia	0	0	Inf	1	0	0	1	248	1088	mivacurium chloride	general anaesthesia	0	0	Inf	1	0	0	4	358	1088	mivacurium chloride	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1089	azelastine	2.39	2.17	2.64	1.656948e-53	420	8594	177129	8678196	1089	azelastine	asthma	0.99	0.68	1.42	1	32	1061	3012	99313	1089	azelastine	asthma	9	76	0.72	0.23	1.7	0.6944574	5	226	535	17290	1089	azelastine	asthma	1.26	0.15	4.8	0.6756083	2	68	145	6190	1089	azelastine	asthma	0.71	0.19	1.86	0.6650712	4	179	454	14383	1089	azelastine	asthma	-0.21	0.810584245970187	0.42	0.6216325	-0.02	0	1.09309e-26	-0.41	0.1	2.999803e-05	8214258
1090	desflurane	0.74	0.44	1.18	0.2563634	18	1187	177531	8685603	1090	desflurane	anaesthesia	0	0	1.51	0.1766729	0	268	60	6336	1090	desflurane	anaesthesia	23	71.2	0	0	10.75	1	0	27	9	542	1090	desflurane	anaesthesia	0	0	894.1	1	0	16	1	371	1090	desflurane	anaesthesia	0	0	8.36	1	0	26	10	459	1090	desflurane	anaesthesia	-15.26	2.35866469323924e-07	1602.66	0.9924028	0	0.01	0.9160704	-2.09	1.05	0.04651939	88838
1091	teniposide	0	0	0.79	0.01678843	0	231	177549	8686559	1091	teniposide	burkitt s lymphoma	0	0	223.61	1	0	24	2	988	1091	teniposide	burkitt s lymphoma	NA	NA	0	0	Inf	1	0	0	0	0	1091	teniposide	burkitt s lymphoma	0	0	Inf	1	0	2	0	73	1091	teniposide	burkitt s lymphoma	0	0	Inf	1	0	0	0	51	1091	teniposide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1092	pentostatin	0.13	0.02	0.49	9.463943e-05	2	726	177547	8686064	1092	pentostatin	chronic lymphocytic leukaemia	0	0	4.98	1	0	230	72	21629	1092	pentostatin	chronic lymphocytic leukaemia	50.7	85	0	0	31.92	1	0	31	31	7411	1092	pentostatin	chronic lymphocytic leukaemia	0	0	44.05	1	0	21	25	5366	1092	pentostatin	chronic lymphocytic leukaemia	0	0	154.76	1	0	10	10	2989	1092	pentostatin	chronic lymphocytic leukaemia	-12.14	5.34152160940495e-06	709.87	0.9863547	-0.02	0.01	0.1865147	0.31	0.38	0.4043713	884218
1093	gadodiamide	12.38	11.57	13.23	0	1094	4349	176455	8682441	1093	gadodiamide	nuclear magnetic resonance imaging	19.42	16.5	22.91	0	930	1183	216	5340	1093	gadodiamide	nuclear magnetic resonance imaging	26.3	65.4	0	0	27.21	1	0	10	10	524	1093	gadodiamide	nuclear magnetic resonance imaging	0	0	529.54	1	0	2	3	252	1093	gadodiamide	nuclear magnetic resonance imaging	0	0	28.48	1	0	11	9	541	1093	gadodiamide	nuclear magnetic resonance imaging	-13.42	1.48514224859136e-06	1096.25	0.9902353	0	0.02	0.9512835	-0.33	0.67	0.6202643	88188
1094	gadoteridol	26.28	24.17	28.56	0	862	1612	176687	8685178	1094	gadoteridol	nuclear magnetic resonance imaging	11.33	9.83	13.06	9.754176e-270	741	907	405	5616	1094	gadoteridol	nuclear magnetic resonance imaging	26.3	65.4	3.83	0.08	30.97	0.2599713	1	15	9	519	1094	gadoteridol	nuclear magnetic resonance imaging	5.77	0.09	115.46	0.2264606	1	20	2	234	1094	gadoteridol	nuclear magnetic resonance imaging	0	0	23.5	1	0	13	9	539	1094	gadoteridol	nuclear magnetic resonance imaging	0.89	2.43512965128987	1.08	0.4099157	0	0.02	0.8899028	-0.39	0.68	0.5653229	88188
1095	strontium chloride sr-89	0.94	0.4	1.88	1	8	415	177541	8686375	1095	strontium chloride sr-89	metastatic pain	0	0	1.91	0.08595334	0	338	3	265	1095	strontium chloride sr-89	metastatic pain	NA	NA	0	0	Inf	1	0	0	0	0	1095	strontium chloride sr-89	metastatic pain	0	0	Inf	1	0	6	0	23	1095	strontium chloride sr-89	metastatic pain	0	0	Inf	1	0	2	0	14	1095	strontium chloride sr-89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1096	torsemide	1.51	1.36	1.66	4.410492e-14	397	12913	177152	8673877	1096	torsemide	hypertension	0.73	0.5	1.02	0.07308684	34	2147	6861	315466	1096	torsemide	hypertension	38	82.9	0.58	0.07	2.12	0.7806273	2	220	979	62189	1096	torsemide	hypertension	0.72	0.02	4.13	1	1	128	340	31511	1096	torsemide	hypertension	0.4	0.01	2.27	0.5248874	1	131	761	39799	1096	torsemide	hypertension	-0.52	0.594520547970194	0.71	0.4662664	-0.02	0	1.063102e-36	-0.59	0.07	1.773865e-19	8726728
1097	levoleucovorin calcium	0	0	0.25	8.244349e-07	0	725	177549	8686065	1097	levoleucovorin calcium	colorectal cancer	0	0	3.56	0.6284692	0	244	54	12191	1097	levoleucovorin calcium	colorectal cancer	40.9	75	0	0	5690.36	1	0	1	7	1120	1097	levoleucovorin calcium	colorectal cancer	0	0	5769.79	1	0	1	5	812	1097	levoleucovorin calcium	colorectal cancer	0	0	Inf	1	0	0	4	582	1097	levoleucovorin calcium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1098	diclofenac potassium	1.34	1.06	1.69	0.01314857	76	2767	177473	8684023	1098	diclofenac potassium	rheumatoid arthritis	1.48	0.3	4.39	0.4616494	3	273	3407	460104	1098	diclofenac potassium	rheumatoid arthritis	33	75	2.05	0.24	7.61	0.2591632	2	105	1058	113833	1098	diclofenac potassium	rheumatoid arthritis	17.71	0.4	133.25	0.06160755	1	8	179	25383	1098	diclofenac potassium	rheumatoid arthritis	1	0.03	5.69	1	1	107	1010	107857	1098	diclofenac potassium	rheumatoid arthritis	0.62	1.85892804184634	0.71	0.3881318	-0.01	0	1.346444e-06	-0.26	0.08	0.001453794	81345468
1099	venlafaxine	3.89	3.79	3.99	0	6059	78229	171490	8608561	1099	venlafaxine	depression	1.3	1.23	1.36	3.205533e-23	1942	20736	12429	172049	1099	venlafaxine	depression	21	73.3	1.22	1.06	1.39	0.00451122	275	3183	1787	25159	1099	venlafaxine	depression	1.69	1.33	2.12	1.759384e-05	95	983	542	9464	1099	venlafaxine	depression	1.13	0.97	1.32	0.1091252	208	2719	1463	21665	1099	venlafaxine	depression	0.24	1.2712491503214	0.06	0.0002377859	-0.01	0	1.796975e-33	-0.14	0.05	0.004862668	8371398
1100	nefazodone	6.41	5.7	7.18	1.671751e-144	338	2585	177211	8684205	1100	nefazodone	depression	1.92	1.56	2.34	1.903166e-09	114	799	14257	191986	1100	nefazodone	depression	21	73.3	1.79	0.34	5.95	0.4180992	3	23	2059	28319	1100	nefazodone	depression	1.82	0.04	13.19	0.4468496	1	9	636	10438	1100	nefazodone	depression	2.09	0.23	9.09	0.2740436	2	14	1669	24370	1100	nefazodone	depression	0.78	2.1814722654982	0.62	0.2037998	-0.01	0	1.538755e-33	-0.14	0.05	0.003732594	8371398
1101	didanosine	0.47	0.37	0.6	2.345906e-12	70	7242	177479	8679548	1101	didanosine	hiv infection	0.64	0.43	0.94	0.02052534	29	5103	471	53288	1101	didanosine	hiv infection	25	64	0.84	0.22	2.23	1	4	302	116	7339	1101	didanosine	hiv infection	0.35	0.01	2.04	0.5284858	1	166	95	5562	1101	didanosine	hiv infection	1.22	0.24	3.91	0.7363636	3	214	37	3225	1101	didanosine	hiv infection	-0.3	0.740818220681718	0.51	0.5628347	0	0.01	0.7695728	0.37	0.2	0.05843585	893038
1102	corticorelin ovine triflutate	0	0	33.97	1	0	7	177549	8686783	1102	corticorelin ovine triflutate	alcoholism	0	0	1485.71	1	0	1	63	2456	1102	corticorelin ovine triflutate	alcoholism	23	63	0	0	1646.55	1	0	1	9	389	1102	corticorelin ovine triflutate	alcoholism	0	0	Inf	1	0	0	6	308	1102	corticorelin ovine triflutate	alcoholism	0	0	608.42	1	0	1	8	125	1102	corticorelin ovine triflutate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1103	enoxaparin sodium	2.15	2.04	2.26	5.597553e-141	1434	32808	176115	8653982	1103	enoxaparin sodium	pain	1.5	1.26	1.78	6.497512e-06	148	2208	8321	186276	1103	enoxaparin sodium	pain	23	79	0.43	0.16	0.95	0.03583741	6	456	1082	35561	1103	enoxaparin sodium	pain	0.5	0.1	1.49	0.2932316	3	250	361	15067	1103	enoxaparin sodium	pain	0.33	0.07	0.97	0.03869667	3	281	854	26309	1103	enoxaparin sodium	pain	-0.83	0.436049286321536	0.41	0.04364483	-0.02	0	2.493635e-37	-0.28	0.06	1.033798e-05	8431288
1104	sodium thiosulfate	4.64	2.25	8.61	5.492133e-05	11	116	177538	8686674	1104	sodium thiosulfate	calciphylaxis	0	0	Inf	1	0	24	0	13	1104	sodium thiosulfate	calciphylaxis	NA	NA	0	0	Inf	1	0	0	0	0	1104	sodium thiosulfate	calciphylaxis	0	0	Inf	1	0	0	0	1	1104	sodium thiosulfate	calciphylaxis	0	0	Inf	1	0	11	0	2	1104	sodium thiosulfate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1105	nilutamide	13.17	8.8	19.26	2.278108e-25	35	130	177514	8686660	1105	nilutamide	prostate cancer	37.11	19.86	66.33	6.138196e-20	17	49	427	45702	1105	nilutamide	prostate cancer	56.9	87.4	0	0	33.01	1	0	16	102	12788	1105	nilutamide	prostate cancer	0	0	31.58	1	0	17	114	14659	1105	nilutamide	prostate cancer	0	0	Inf	1	0	0	0	51	1105	nilutamide	prostate cancer	-12.64	3.23979662562167e-06	959.13	0.9894814	-0.01	0.01	0.04931296	12.8	553.02	0.9815402	8148418
1106	pantothenic acid	1.9	0.81	3.82	0.08121182	8	206	177541	8686584	1106	pantothenic acid	prophylaxis	16.23	3.01	57.36	0.001289288	3	15	1276	103536	1106	pantothenic acid	prophylaxis	23.9	79.7	0	0	124.98	1	0	5	207	23655	1106	pantothenic acid	prophylaxis	0	0	5924.82	1	0	1	82	13727	1106	pantothenic acid	prophylaxis	0	0	147.81	1	0	4	148	14408	1106	pantothenic acid	prophylaxis	-8.92	0.0001336882447914	238.94	0.9702198	-0.01	0	0.02534488	-0.52	0.14	0.0001622766	8283708
1107	finasteride	5.96	5.73	6.21	0	2713	22548	174836	8664242	1107	finasteride	alopecia	69.59	54.89	89.16	0	1094	1954	77	9573	1107	finasteride	alopecia	19.9	60.6	20.63	10.8	41.32	5.517435e-23	35	246	15	2181	1107	finasteride	alopecia	21.28	9.26	57.19	2.832694e-19	38	277	7	1089	1107	finasteride	alopecia	0	0	49.86	1	0	32	11	3824	1107	finasteride	alopecia	2.71	15.0292755148754	0.37	2.238605e-13	-0.03	0.01	0.001360866	0.67	0.45	0.1349689	852788
1108	perindopril erbumine	0.56	0.44	0.7	2.182571e-08	78	6853	177471	8679937	1108	perindopril erbumine	hypertension	0.37	0.19	0.63	3.305075e-05	13	1631	6882	315982	1108	perindopril erbumine	hypertension	38	82.9	0	0	1.48	0.1860245	0	160	981	62249	1108	perindopril erbumine	hypertension	0	0	3.85	1	0	91	341	31548	1108	perindopril erbumine	hypertension	0.49	0.01	2.82	0.7264096	1	106	761	39824	1108	perindopril erbumine	hypertension	-1.01	0.364218979571523	1	0.3150977	-0.02	0	9.860413e-37	-0.59	0.07	1.765773e-19	8726728
