results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	results_logReg.N_logReg	count	count_change	count_label
1576	sitagliptin phosphate	1.37	1.28	1.46	3.57078e-20	970	51560	119493	8692316	1576	sitagliptin phosphate	type 2 diabetes mellitus	3.2	2.82	3.63	2.714659e-63	354	14629	955	126382	1576	sitagliptin phosphate	type 2 diabetes mellitus	51.1	85.9	1.81	1.22	2.61	0.002240651	34	2401	233	29846	1576	sitagliptin phosphate	type 2 diabetes mellitus	0.94	0.49	1.67	1	13	1553	145	16310	1576	sitagliptin phosphate	type 2 diabetes mellitus	3.02	1.85	4.74	1.082169e-05	24	1377	116	20111	1576	sitagliptin phosphate	type 2 diabetes mellitus	0.52	1.68202764969889	0.18	0.003288161	0.04	0.01	7.149705e-14	0.28	0.12	0.01722865	8396498	24	792	780
355	tolbutamide sodium	0	0	389.46	1	0	2	120463	8743874	355	tolbutamide sodium	type 2 diabetes mellitus	0	0	3942.5	1	0	1	1309	141010	355	tolbutamide sodium	type 2 diabetes mellitus	51.1	85.9	0	0	Inf	1	0	0	267	32247	355	tolbutamide sodium	type 2 diabetes mellitus	0	0	Inf	1	0	0	158	17863	355	tolbutamide sodium	type 2 diabetes mellitus	0	0	Inf	1	0	0	140	21488	355	tolbutamide sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	792	780
1202	anastrozole	2.78	2.57	2.99	1.281413e-119	725	19029	119738	8724847	1202	anastrozole	breast cancer	1.48	1.3	1.68	3.524195e-09	306	7716	1571	58635	1202	anastrozole	breast cancer	38.1	80	0.86	0.47	1.47	0.703105	15	782	216	9727	1202	anastrozole	breast cancer	0	0	129.16	1	0	5	2	109	1202	anastrozole	breast cancer	1.05	0.63	1.68	0.8094992	20	854	240	10806	1202	anastrozole	breast cancer	0.02	1.02020134002676	0.24	0.9323446	0.01	0	0.1718353	-0.25	0.72	0.7310678	8120368	23	815	804
1316	capecitabine	2.72	2.59	2.86	2.500456e-272	1731	46562	118732	8697314	1316	capecitabine	breast cancer	1.92	1.7	2.16	3.50129e-25	374	7615	1503	58736	1316	capecitabine	breast cancer	38.1	80	1.02	0.58	1.69	0.897622	17	758	214	9751	1316	capecitabine	breast cancer	0	0	75.5	1	0	8	2	106	1316	capecitabine	breast cancer	1.1	0.66	1.75	0.6250501	20	820	240	10840	1316	capecitabine	breast cancer	0.1	1.10517091807565	0.24	0.6682806	0.01	0	0.1637373	-0.25	0.72	0.730398	8120368	23	815	804
1175	docetaxel	4.13	3.95	4.32	0	2043	36356	118420	8707520	1175	docetaxel	breast cancer	1.89	1.69	2.11	3.530256e-27	439	9240	1438	57111	1175	docetaxel	breast cancer	38.1	80	1.11	0.74	1.63	0.5493834	32	1328	199	9181	1175	docetaxel	breast cancer	0	0	75.5	1	0	8	2	106	1175	docetaxel	breast cancer	1.03	0.69	1.49	0.8507292	34	1483	226	10177	1175	docetaxel	breast cancer	0.07	1.07250818125422	0.19	0.7102603	0.01	0	0.1562008	-0.24	0.72	0.7342379	8120368	23	815	804
1817	epirubicin	2.15	1.93	2.39	9.822656e-37	352	11883	120111	8731993	1817	epirubicin	breast cancer	0.74	0.61	0.89	0.001182635	117	5486	1760	60865	1817	epirubicin	breast cancer	38.1	80	0.79	0.35	1.53	0.6416519	9	515	222	9994	1817	epirubicin	breast cancer	19.99	0.23	1695.36	0.1011994	1	5	1	109	1817	epirubicin	breast cancer	0.71	0.32	1.38	0.3783686	9	562	251	11098	1817	epirubicin	breast cancer	-0.21	0.810584245970187	0.33	0.5263334	0.01	0	0.1883794	-0.25	0.72	0.7318206	8120368	23	815	804
1974	eribulin mesylate	2.26	1.67	2.98	2.879151e-07	51	1642	120412	8742234	1974	eribulin mesylate	breast cancer	0.79	0.38	1.47	0.5655792	10	447	1867	65904	1974	eribulin mesylate	breast cancer	38.1	80	1.28	0.41	3.08	0.601353	5	179	226	10330	1974	eribulin mesylate	breast cancer	0	0	Inf	1	0	0	2	114	1974	eribulin mesylate	breast cancer	1.17	0.37	2.82	0.6222301	5	192	255	11468	1974	eribulin mesylate	breast cancer	0.17	1.18530485132037	0.46	0.7088788	0.01	0	0.1661078	-0.24	0.72	0.7334693	8120368	23	815	804
1499	everolimus	3.54	3.33	3.76	1.196816e-261	1123	23205	119340	8720671	1499	everolimus	breast cancer	1.31	1.06	1.6	0.00922567	108	2955	1769	63396	1499	everolimus	breast cancer	38.1	80	2.18	1.55	3.02	1.10882e-05	49	1156	182	9353	1499	everolimus	breast cancer	0	0	39.79	1	0	14	2	100	1499	everolimus	breast cancer	2.17	1.57	2.96	3.096617e-06	54	1257	206	10403	1499	everolimus	breast cancer	0.75	2.11700001661267	0.16	1.565737e-06	0.01	0	0.2888812	-0.25	0.72	0.7230748	8120368	23	815	804
1273	exemestane	3.99	3.67	4.32	5.631937e-169	621	11346	119842	8732530	1273	exemestane	breast cancer	1.75	1.52	2.02	1.800983e-13	234	4985	1643	61366	1273	exemestane	breast cancer	38.1	80	1.56	1.07	2.22	0.01668227	39	1213	192	9296	1273	exemestane	breast cancer	0	0	87.74	1	0	7	2	107	1273	exemestane	breast cancer	1.67	1.18	2.31	0.003107768	46	1333	214	10327	1273	exemestane	breast cancer	0.48	1.61607440219289	0.17	0.00405236	0	0	0.3183739	-0.21	0.72	0.7672061	8120368	23	815	804
1448	fulvestrant	8.38	7.72	9.1	0	653	5681	119810	8738195	1448	fulvestrant	breast cancer	4.59	3.92	5.36	8.619757e-62	204	1716	1673	64635	1448	fulvestrant	breast cancer	38.1	80	2.2	1.32	3.5	0.001752708	21	456	210	10053	1448	fulvestrant	breast cancer	0	0	2148.41	1	0	1	2	113	1448	fulvestrant	breast cancer	2.01	1.22	3.15	0.003756055	22	513	238	11147	1448	fulvestrant	breast cancer	0.68	1.97387773223045	0.23	0.002973205	0.01	0	0.2209448	-0.21	0.72	0.7683992	8120368	23	815	804
1695	hetacillin	Inf	219.97	Inf	5.387878e-25	13	0	120450	8743876	1695	hetacillin	breast cancer	Inf	108.22	Inf	4.965125e-21	13	0	1864	66351	1695	hetacillin	breast cancer	38.1	80	0	0	Inf	1	0	0	231	10509	1695	hetacillin	breast cancer	0	0	Inf	1	0	0	2	114	1695	hetacillin	breast cancer	0	0	Inf	1	0	0	260	11660	1695	hetacillin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	815	804
1591	ixabepilone	5.61	4.7	6.65	5.455559e-57	144	1864	120319	8742012	1591	ixabepilone	breast cancer	2.37	1.69	3.26	1.342859e-06	42	634	1835	65717	1591	ixabepilone	breast cancer	38.1	80	2.07	0.05	12.93	0.3938385	1	22	230	10487	1591	ixabepilone	breast cancer	0	0	Inf	1	0	0	2	114	1591	ixabepilone	breast cancer	1.95	0.05	12.12	0.4112776	1	23	259	11637	1591	ixabepilone	breast cancer	0.69	1.99371553324308	1.02	0.5027229	0.01	0	0.1664274	-0.24	0.72	0.7322898	8120368	23	815	804
2010	lapatinib	2.67	2.32	3.06	1.702611e-35	220	5983	120243	8737893	2010	lapatinib	breast cancer	1.36	1.09	1.68	0.006767003	94	2483	1783	63868	2010	lapatinib	breast cancer	38.1	80	0	0	2.26	0.4146707	0	76	231	10433	2010	lapatinib	breast cancer	0	0	2148.41	1	0	1	2	113	2010	lapatinib	breast cancer	0.52	0.01	3	1	1	86	259	11574	2010	lapatinib	breast cancer	-0.62	0.537944437594674	1.01	0.5389173	0.01	0	0.1772009	-0.25	0.72	0.7305128	8120368	23	815	804
1588	lapatinib ditosylate	0.97	0.81	1.16	0.7921833	128	9553	120335	8734323	1588	lapatinib ditosylate	breast cancer	0.44	0.33	0.57	1.221356e-12	61	4733	1816	61618	1588	lapatinib ditosylate	breast cancer	38.1	80	1.05	0.45	2.14	0.8512156	8	346	223	10163	1588	lapatinib ditosylate	breast cancer	0	0	Inf	1	0	0	2	114	1588	lapatinib ditosylate	breast cancer	0.92	0.39	1.87	1	8	387	252	11273	1588	lapatinib ditosylate	breast cancer	-0.06	0.941764533584249	0.36	0.8759383	0.01	0	0.170676	-0.25	0.72	0.7285036	8120368	23	815	804
1268	letrozole	4.34	4.06	4.64	1.760651e-287	966	16246	119497	8727630	1268	letrozole	breast cancer	2.38	2.11	2.67	9.847114e-41	369	6196	1508	60155	1268	letrozole	breast cancer	38.1	80	1.25	0.85	1.8	0.2385705	37	1389	194	9120	1268	letrozole	breast cancer	0	0	58.72	1	0	10	2	104	1268	letrozole	breast cancer	1.21	0.83	1.7	0.2667984	40	1528	220	10132	1268	letrozole	breast cancer	0.15	1.16183424272828	0.18	0.3806538	0.01	0	0.2043274	-0.24	0.72	0.7386452	8120368	23	815	804
922	methacholine chloride	35.46	19.98	61.17	1.468541e-23	21	43	120442	8743833	922	methacholine chloride	breast cancer	250.24	74.6	1333.87	2.844639e-30	21	3	1856	66348	922	methacholine chloride	breast cancer	38.1	80	0	0	Inf	1	0	0	231	10509	922	methacholine chloride	breast cancer	0	0	Inf	1	0	0	2	114	922	methacholine chloride	breast cancer	0	0	Inf	1	0	0	260	11660	922	methacholine chloride	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	815	804
1680	mitomycin	2.55	2	3.22	3.509455e-12	74	2106	120389	8741770	1680	mitomycin	breast cancer	1.71	0.45	4.54	0.3061931	4	83	1873	66268	1680	mitomycin	breast cancer	38.1	80	0	0	110.7	1	0	3	231	10506	1680	mitomycin	breast cancer	0	0	Inf	1	0	0	2	114	1680	mitomycin	breast cancer	0	0	109.07	1	0	3	260	11657	1680	mitomycin	breast cancer	-9.72	6.00700005467694e-05	309.08	0.9749224	0.01	0	0.1688168	-0.25	0.72	0.7301159	8120368	23	815	804
1135	paclitaxel	4.68	4.51	4.86	0	3001	47422	117462	8696454	1135	paclitaxel	breast cancer	2.87	2.59	3.17	1.758305e-81	581	8972	1296	57379	1135	paclitaxel	breast cancer	38.1	80	1.8	1.28	2.49	0.0007460866	49	1367	182	9142	1135	paclitaxel	breast cancer	12.55	0.15	1038.67	0.1497751	1	8	1	106	1135	paclitaxel	breast cancer	1.72	1.24	2.35	0.001054206	53	1510	207	10150	1135	paclitaxel	breast cancer	0.61	1.84043139878164	0.16	0.0001155379	0.01	0	0.06408732	-0.21	0.72	0.7659149	8120368	23	815	804
2135	palbociclib	1.48	1.26	1.72	1.276138e-06	176	8653	120287	8735223	2135	palbociclib	breast cancer	0.7	0.52	0.94	0.01467098	49	2439	1828	63912	2135	palbociclib	breast cancer	38.1	80	0.96	0.66	1.36	0.9307929	40	1880	191	8629	2135	palbociclib	breast cancer	0	0	17.72	1	0	27	2	87	2135	palbociclib	breast cancer	0.91	0.64	1.27	0.6236949	43	2091	217	9569	2135	palbociclib	breast cancer	-0.14	0.869358235398806	0.17	0.4234578	0.01	0	0.145591	-0.24	0.72	0.7367526	8120368	23	815	804
1895	pegfilgrastim	3.51	3.29	3.73	7.000973e-240	1040	21663	119423	8722213	1895	pegfilgrastim	breast cancer	2.04	1.68	2.45	4.743926e-12	128	2302	1749	64049	1895	pegfilgrastim	breast cancer	38.1	80	0.97	0.41	1.97	1	8	374	223	10135	1895	pegfilgrastim	breast cancer	0	0	398.18	1	0	2	2	112	1895	pegfilgrastim	breast cancer	0.89	0.38	1.8	1	8	401	252	11259	1895	pegfilgrastim	breast cancer	-0.09	0.913931185271228	0.36	0.8019959	0.01	0	0.1734639	-0.25	0.72	0.7289709	8120368	23	815	804
1934	pertuzumab	1.18	0.92	1.49	0.1704856	70	4314	120393	8739562	1934	pertuzumab	breast cancer	0.74	0.5	1.07	0.1223442	30	1420	1847	64931	1934	pertuzumab	breast cancer	38.1	80	1.02	0.53	1.8	0.8839002	13	578	218	9931	1934	pertuzumab	breast cancer	0	0	105	1	0	6	2	108	1934	pertuzumab	breast cancer	0.94	0.5	1.62	1	14	665	246	10995	1934	pertuzumab	breast cancer	-0.03	0.970445533548508	0.28	0.908004	0.01	0	0.1735109	-0.25	0.72	0.7302196	8120368	23	815	804
721	tamoxifen citrate	7.34	6.81	7.9	0	781	7770	119682	8736106	721	tamoxifen citrate	breast cancer	3.55	3.13	4.02	3.216149e-70	327	3722	1550	62629	721	tamoxifen citrate	breast cancer	38.1	80	0.36	0.01	2.09	0.5277946	1	124	230	10385	721	tamoxifen citrate	breast cancer	0	0	Inf	1	0	0	2	114	721	tamoxifen citrate	breast cancer	0.63	0.08	2.34	0.7730269	2	142	258	11518	721	tamoxifen citrate	breast cancer	-0.44	0.644036421083141	0.71	0.5414038	0.01	0	0.1749845	-0.25	0.72	0.7260354	8120368	23	815	804
1191	toremifene citrate	1.41	0.64	2.71	0.3126667	9	462	120454	8743414	1191	toremifene citrate	breast cancer	0.69	0.22	1.64	0.5666727	5	255	1872	66096	1191	toremifene citrate	breast cancer	38.1	80	0	0	5.08	1	0	35	231	10474	1191	toremifene citrate	breast cancer	0	0	Inf	1	0	0	2	114	1191	toremifene citrate	breast cancer	0	0	4.24	1	0	41	260	11619	1191	toremifene citrate	breast cancer	-11.78	7.65616004126982e-06	227.19	0.9586378	0.01	0	0.1648063	-0.25	0.72	0.7265365	8120368	23	815	804
1881	trastuzumab	2.99	2.81	3.18	1.765578e-194	1054	25714	119409	8718162	1881	trastuzumab	breast cancer	1.1	0.97	1.24	0.1152569	352	11510	1525	54841	1881	trastuzumab	breast cancer	38.1	80	0.92	0.62	1.32	0.7215523	36	1764	195	8745	1881	trastuzumab	breast cancer	0	0	33.99	1	0	16	2	98	1881	trastuzumab	breast cancer	0.93	0.65	1.3	0.739545	42	2009	218	9651	1881	trastuzumab	breast cancer	-0.05	0.951229424500714	0.17	0.7838097	0.01	0	0.1889513	-0.25	0.72	0.7289314	8120368	23	815	804
1160	vinorelbine tartrate	8.28	7.57	9.05	6.158633e-288	552	4858	119911	8739018	1160	vinorelbine tartrate	breast cancer	7.19	6.04	8.53	1.199459e-78	174	929	1703	65422	1160	vinorelbine tartrate	breast cancer	38.1	80	3.32	1.29	7.21	0.007440641	7	98	224	10411	1160	vinorelbine tartrate	breast cancer	0	0	398.18	1	0	2	2	112	1160	vinorelbine tartrate	breast cancer	2.83	1.1	6.1	0.01600466	7	113	253	11547	1160	vinorelbine tartrate	breast cancer	1.06	2.88637098926796	0.4	0.007371885	0.01	0	0.1398589	-0.26	0.72	0.7160987	8120368	23	815	804
1887	alemtuzumab	1.67	1.44	1.93	5.544418e-11	194	8425	120269	8735451	1887	alemtuzumab	multiple sclerosis	4	2.94	5.32	4.040971e-15	49	2204	2414	434035	1887	alemtuzumab	multiple sclerosis	31.7	69	6.71	4.61	9.52	7.16381e-18	37	980	317	56359	1887	alemtuzumab	multiple sclerosis	6.87	3.1	13.77	7.115416e-06	10	373	54	13847	1887	alemtuzumab	multiple sclerosis	7.1	4.82	10.17	1.095879e-17	35	861	297	51874	1887	alemtuzumab	multiple sclerosis	2.09	8.08491516430506	0.16	3.912742e-37	0.02	0	3.302539e-06	-0.39	0.14	0.004777467	8673518	21	836	826
696	baclofen	0.75	0.69	0.82	8.389339e-13	596	57325	119867	8686551	696	baclofen	multiple sclerosis	2.37	2.04	2.75	6.110502e-25	197	15433	2266	420806	696	baclofen	multiple sclerosis	31.7	69	1.34	0.89	1.94	0.134603	31	3844	323	53495	696	baclofen	multiple sclerosis	1.48	0.52	3.44	0.310795	6	927	58	13293	696	baclofen	multiple sclerosis	1.42	0.93	2.08	0.08871325	29	3340	303	49395	696	baclofen	multiple sclerosis	0.3	1.349858807576	0.18	0.09495624	0.01	0	0.0007017437	-0.33	0.14	0.01511817	8673518	21	836	826
87	bethanechol chloride	5.31	3.74	7.36	5.844868e-16	39	533	120424	8743343	87	bethanechol chloride	multiple sclerosis	0	0	7.42	1	0	90	2463	436149	87	bethanechol chloride	multiple sclerosis	31.7	69	0	0	32.94	1	0	20	354	57319	87	bethanechol chloride	multiple sclerosis	0	0	341.12	1	0	4	64	14216	87	bethanechol chloride	multiple sclerosis	0	0	30.65	1	0	21	332	52714	87	bethanechol chloride	multiple sclerosis	-9.61	6.70548243028111e-05	176.2	0.9565055	0.01	0	0.0003938171	-0.33	0.14	0.01524487	8673518	21	836	826
1625	dalfampridine	0.18	0.14	0.22	6.026893e-106	84	34150	120379	8709726	1625	dalfampridine	multiple sclerosis	0.62	0.47	0.81	0.0002171219	56	15749	2407	420490	1625	dalfampridine	multiple sclerosis	31.7	69	0.52	0.31	0.82	0.00303538	19	5655	335	51684	1625	dalfampridine	multiple sclerosis	1.61	0.73	3.2	0.1534525	10	1469	54	12751	1625	dalfampridine	multiple sclerosis	0.43	0.23	0.73	0.0006032453	14	4912	318	47823	1625	dalfampridine	multiple sclerosis	-0.58	0.559898366565402	0.21	0.005988424	0.02	0	9.037156e-05	-0.33	0.14	0.01724561	8673518	21	836	826
611	dantrolene sodium	1.22	0.73	1.91	0.3723356	19	1135	120444	8742741	611	dantrolene sodium	multiple sclerosis	1.04	0.03	5.89	0.6182295	1	170	2462	436069	611	dantrolene sodium	multiple sclerosis	31.7	69	0	0	36.98	1	0	18	354	57321	611	dantrolene sodium	multiple sclerosis	0	0	192.03	1	0	6	64	14214	611	dantrolene sodium	multiple sclerosis	0	0	52.35	1	0	13	332	52722	611	dantrolene sodium	multiple sclerosis	-9.46	7.79065910151345e-05	201.89	0.9626213	0.01	0	0.0004017854	-0.33	0.14	0.01533528	8673518	21	836	826
2047	dimethyl fumarate	0.17	0.15	0.2	6.045222e-189	146	60469	120317	8683407	2047	dimethyl fumarate	multiple sclerosis	0.41	0.34	0.49	2.173593e-29	125	50868	2338	385371	2047	dimethyl fumarate	multiple sclerosis	31.7	69	0.5	0.36	0.67	1.470124e-06	49	14002	305	43337	2047	dimethyl fumarate	multiple sclerosis	0.76	0.37	1.44	0.4598984	12	3316	52	10904	2047	dimethyl fumarate	multiple sclerosis	0.43	0.3	0.6	4.85847e-08	40	12762	292	39973	2047	dimethyl fumarate	multiple sclerosis	-0.74	0.477113915521034	0.15	5.851946e-07	0.01	0	0.0003235071	-0.34	0.14	0.01413472	8673518	21	836	826
1672	fingolimod	0.31	0.27	0.36	2.225473e-86	190	44013	120273	8699863	1672	fingolimod	multiple sclerosis	0.84	0.71	1	0.05174189	140	29113	2323	407126	1672	fingolimod	multiple sclerosis	31.7	69	1.38	1.03	1.84	0.02986719	59	7238	295	50101	1672	fingolimod	multiple sclerosis	1.1	0.48	2.24	0.7119417	9	1846	55	12374	1672	fingolimod	multiple sclerosis	1.45	1.07	1.94	0.01241809	57	6580	275	46155	1672	fingolimod	multiple sclerosis	0.41	1.50681778511285	0.14	0.002688006	0.02	0	0.0001004091	-0.33	0.14	0.01486514	8673518	21	836	826
534	flavoxate	5.77	3.92	8.24	1.088165e-14	33	415	120430	8743461	534	flavoxate	multiple sclerosis	18.48	5.74	46.29	1.274385e-05	5	48	2458	436191	534	flavoxate	multiple sclerosis	31.7	69	0	0	64.74	1	0	11	354	57328	534	flavoxate	multiple sclerosis	0	0	Inf	1	0	0	64	14220	534	flavoxate	multiple sclerosis	0	0	57.41	1	0	12	332	52723	534	flavoxate	multiple sclerosis	-9.49	7.56041032846277e-05	254.34	0.9702413	0.01	0	0.0004049979	-0.33	0.14	0.01522188	8673518	21	836	826
1228	glatiramer acetate	0.18	0.14	0.22	5.47071e-94	75	30316	120388	8713560	1228	glatiramer acetate	multiple sclerosis	0.46	0.35	0.59	4.5159e-11	58	21823	2405	414416	1228	glatiramer acetate	multiple sclerosis	31.7	69	0.47	0.25	0.8	0.003090779	14	4635	340	52704	1228	glatiramer acetate	multiple sclerosis	1.45	0.56	3.21	0.344787	7	1107	57	13113	1228	glatiramer acetate	multiple sclerosis	0.24	0.09	0.5	3.144502e-06	7	4376	325	48359	1228	glatiramer acetate	multiple sclerosis	-0.89	0.410655752752346	0.27	0.001161669	0.01	0	0.0004678239	-0.33	0.14	0.01455861	8673518	21	836	826
962	gluconolactone	0	0	26.13	1	0	12	120463	8743864	962	gluconolactone	multiple sclerosis	0	0	426.61	1	0	3	2463	436236	962	gluconolactone	multiple sclerosis	31.7	69	0	0	Inf	1	0	0	354	57339	962	gluconolactone	multiple sclerosis	0	0	Inf	1	0	0	64	14220	962	gluconolactone	multiple sclerosis	0	0	Inf	1	0	0	332	52735	962	gluconolactone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	836	826
1872	interferon beta-1a	0.53	0.5	0.55	6.29935e-157	1425	194377	119038	8549499	1872	interferon beta-1a	multiple sclerosis	1.53	1.41	1.65	1.812479e-25	1230	172390	1233	263849	1872	interferon beta-1a	multiple sclerosis	31.7	69	1.08	0.83	1.4	0.5501595	76	11576	278	45763	1872	interferon beta-1a	multiple sclerosis	2.17	1.22	3.75	0.005389148	21	2610	43	11610	1872	interferon beta-1a	multiple sclerosis	0.94	0.71	1.24	0.6865316	67	11168	265	41567	1872	interferon beta-1a	multiple sclerosis	0.04	1.04081077419239	0.12	0.7132582	0.01	0	0.0005018675	-0.33	0.14	0.0157708	8673518	21	836	826
1868	interferon beta-1b	0.71	0.62	0.81	7.805169e-08	225	22988	120238	8720888	1868	interferon beta-1b	multiple sclerosis	1.56	1.28	1.89	1.827787e-05	110	12676	2353	423563	1868	interferon beta-1b	multiple sclerosis	31.7	69	1.44	0.81	2.38	0.1686625	16	1825	338	55514	1868	interferon beta-1b	multiple sclerosis	0	0	1.78	0.2732506	0	460	64	13760	1868	interferon beta-1b	multiple sclerosis	1.61	0.92	2.62	0.06196199	17	1714	315	51021	1868	interferon beta-1b	multiple sclerosis	0.26	1.29693008666577	0.25	0.2874517	0.01	0	0.0004485706	-0.33	0.14	0.01532232	8673518	21	836	826
495	methenamine hippurate	0.5	0.14	1.29	0.2078048	4	581	120459	8743295	495	methenamine hippurate	multiple sclerosis	0	0	6.46	1	0	103	2463	436136	495	methenamine hippurate	multiple sclerosis	31.7	69	0	0	16.58	1	0	38	354	57301	495	methenamine hippurate	multiple sclerosis	0	0	90.53	1	0	11	64	14209	495	methenamine hippurate	multiple sclerosis	0	0	20.16	1	0	31	332	52704	495	methenamine hippurate	multiple sclerosis	-10.55	2.6193480867753e-05	224.16	0.9624752	0.01	0	0.0003908411	-0.33	0.14	0.01536865	8673518	21	836	826
1901	natalizumab	0.35	0.33	0.37	1.019466e-282	819	167881	119644	8575995	1901	natalizumab	multiple sclerosis	0.8	0.73	0.87	1.41301e-07	765	157583	1698	278656	1901	natalizumab	multiple sclerosis	31.7	69	1.23	0.92	1.61	0.1405624	65	8880	289	48459	1901	natalizumab	multiple sclerosis	1.01	0.48	1.96	1	11	2421	53	11799	1901	natalizumab	multiple sclerosis	1.18	0.87	1.57	0.2798156	57	7899	275	44836	1901	natalizumab	multiple sclerosis	0.19	1.20924959765725	0.13	0.1645787	0.01	0	0.0002622298	-0.34	0.14	0.01400124	8673518	21	836	826
1451	oxybutynin	1.36	1.23	1.51	2.032767e-08	368	19607	120095	8724269	1451	oxybutynin	multiple sclerosis	2.61	1.84	3.58	2.091429e-07	39	2676	2424	433563	1451	oxybutynin	multiple sclerosis	31.7	69	0.38	0.05	1.4	0.2575729	2	838	352	56501	1451	oxybutynin	multiple sclerosis	0	0	6.47	1	0	131	64	14089	1451	oxybutynin	multiple sclerosis	0.38	0.05	1.37	0.1858831	2	838	330	51897	1451	oxybutynin	multiple sclerosis	-1.18	0.307278738601131	0.71	0.09653563	0.01	0	0.000272312	-0.34	0.14	0.01381272	8673518	21	836	826
647	oxybutynin chloride	2.71	2.43	3.01	2.181501e-58	362	9725	120101	8734151	647	oxybutynin chloride	multiple sclerosis	4.06	2.93	5.48	5.870185e-14	44	1948	2419	434291	647	oxybutynin chloride	multiple sclerosis	31.7	69	0.67	0.08	2.45	1	2	483	352	56856	647	oxybutynin chloride	multiple sclerosis	0	0	11.46	1	0	75	64	14145	647	oxybutynin chloride	multiple sclerosis	0.67	0.08	2.45	1	2	474	330	52261	647	oxybutynin chloride	multiple sclerosis	-0.61	0.5433508690745	0.71	0.3937093	0.01	0	0.0003496114	-0.33	0.14	0.01474042	8673518	21	836	826
1945	peginterferon beta-1a	0.34	0.2	0.56	5.399294e-07	16	3386	120447	8740490	1945	peginterferon beta-1a	multiple sclerosis	0.81	0.44	1.36	0.5437179	14	3072	2449	433167	1945	peginterferon beta-1a	multiple sclerosis	31.7	69	0.96	0.41	1.91	1	8	1353	346	55986	1945	peginterferon beta-1a	multiple sclerosis	0.64	0.02	3.73	1	1	343	63	13877	1945	peginterferon beta-1a	multiple sclerosis	1.02	0.43	2.03	0.8567642	8	1252	324	51483	1945	peginterferon beta-1a	multiple sclerosis	-0.06	0.941764533584249	0.34	0.8590556	0.01	0	0.0004022369	-0.33	0.14	0.01531068	8673518	21	836	826
163	riboflavin	2.03	1.57	2.59	1.992405e-07	67	2394	120396	8741482	163	riboflavin	multiple sclerosis	1.54	0.19	5.63	0.3743968	2	230	2461	436009	163	riboflavin	multiple sclerosis	31.7	69	4.65	0.55	17.55	0.07250408	2	70	352	57269	163	riboflavin	multiple sclerosis	65.28	6.49	351.34	0.0006971898	2	7	62	14213	163	riboflavin	multiple sclerosis	0	0	8.39	1	0	72	332	52663	163	riboflavin	multiple sclerosis	1.36	3.89619330179521	0.72	0.05765844	0.01	0	0.0004480221	-0.33	0.14	0.01603356	8673518	21	836	826
2009	teriflunomide	0.44	0.35	0.54	1.535819e-17	81	13449	120382	8730427	2009	teriflunomide	multiple sclerosis	1.19	0.93	1.5	0.1572887	74	11082	2389	425157	2009	teriflunomide	multiple sclerosis	31.7	69	1.56	1.16	2.07	0.002646483	60	6638	294	50701	2009	teriflunomide	multiple sclerosis	1.23	0.51	2.6	0.5384859	8	1480	56	12740	2009	teriflunomide	multiple sclerosis	1.61	1.18	2.15	0.002145848	56	5905	276	46830	2009	teriflunomide	multiple sclerosis	0.4	1.49182469764127	0.14	0.003877659	0.01	0	0.000927673	-0.33	0.14	0.01646673	8673518	21	836	826
1162	tizanidine	1.28	1.15	1.42	8.914376e-06	351	19891	120112	8723985	1162	tizanidine	multiple sclerosis	2.51	1.91	3.24	4.771482e-10	61	4368	2402	431871	1162	tizanidine	multiple sclerosis	31.7	69	1.02	0.41	2.14	0.8461903	7	1107	347	56232	1162	tizanidine	multiple sclerosis	0.95	0.02	5.53	1	1	234	63	13986	1162	tizanidine	multiple sclerosis	0.98	0.36	2.16	1	6	972	326	51763	1162	tizanidine	multiple sclerosis	-0.08	0.923116346386636	0.38	0.8414858	0.01	0	0.0003964384	-0.33	0.14	0.01525504	8673518	21	836	826
