results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex
968	sodium phosphate, monobasic anhydrous	0	0	5064.64	1	0	1	62416	8801922	968	sodium phosphate, monobasic anhydrous	fluid replacement	0	0	4.5036e+15	1	0	1	1	1504	968	sodium phosphate, monobasic anhydrous	fluid replacement	51	51	0	0	Inf	1	0	0	0	0	968	sodium phosphate, monobasic anhydrous	fluid replacement	0	0	Inf	1	0	0	1	198	968	sodium phosphate, monobasic anhydrous	fluid replacement	0	0	Inf	1	0	0	0	191	968	sodium phosphate, monobasic anhydrous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
969	potassium lactate	0	0	153.99	1	0	5	62416	8801918	969	potassium lactate	gastrooesophageal reflux disease	0	0	3313.38	1	0	1	883	79112	969	potassium lactate	gastrooesophageal reflux disease	39	82.6	0	0	2702.76	1	0	1	264	19101	969	potassium lactate	gastrooesophageal reflux disease	0	0	Inf	1	0	0	75	8160	969	potassium lactate	gastrooesophageal reflux disease	0	0	2468.32	1	0	1	221	14547	969	potassium lactate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
970	sodium monofluorophosphate	0	0	5.25	1	0	101	62416	8801822	970	sodium monofluorophosphate	prophylaxis	0	0	42.32	1	0	21	475	104334	970	sodium monofluorophosphate	prophylaxis	37.6	80.4	0	0	42.6	1	0	17	127	22051	970	sodium monofluorophosphate	prophylaxis	0	0	87.49	1	0	12	58	13740	970	sodium monofluorophosphate	prophylaxis	0	0	100.21	1	0	8	86	14466	970	sodium monofluorophosphate	prophylaxis	-10.35	3.19927897776892e-05	324.99	0.97	0.02	0.01	0	-0.39	0.17	0.02
971	cysteine	0.39	0.05	1.43	0.26	2	716	62414	8801207	971	cysteine	prophylaxis	0	0	14.47	1	0	58	475	104297	971	cysteine	prophylaxis	37.6	80.4	0	0	103	1	0	8	127	22060	971	cysteine	prophylaxis	0	0	108.6	1	0	10	58	13742	971	cysteine	prophylaxis	0	0	903.78	1	0	2	86	14472	971	cysteine	prophylaxis	-10.02	4.45009509214075e-05	417.55	0.98	0.02	0.01	0	-0.39	0.17	0.02
972	sodium benzoate	0.59	0.01	3.29	1	1	241	62415	8801682	972	sodium benzoate	hyperammonaemia	0	0	17.01	1	0	45	2	141	972	sodium benzoate	hyperammonaemia	52	52.9	0	0	Inf	1	0	0	0	0	972	sodium benzoate	hyperammonaemia	0	0	Inf	1	0	3	0	20	972	sodium benzoate	hyperammonaemia	0	0	9.43	0.52	0	8	2	12	972	sodium benzoate	hyperammonaemia	-18.09	1.3919153439742e-08	8108.31	1	0.03	0.05	0.47	-20.05	5780.4	1
973	sodium phenylacetate	0	0	7.86	1	0	68	62416	8801855	973	sodium phenylacetate	hyperammonaemia	0	0	29.52	1	0	29	2	157	973	sodium phenylacetate	hyperammonaemia	52	52.9	0	0	Inf	1	0	0	0	0	973	sodium phenylacetate	hyperammonaemia	0	0	Inf	1	0	3	0	20	973	sodium phenylacetate	hyperammonaemia	0	0	38.59	1	0	3	2	17	973	sodium phenylacetate	hyperammonaemia	-16.41	7.46839968515707e-08	10457.73	1	0.05	0.05	0.3	-20.13	5728.05	1
974	ciprofloxacin	1.19	1.09	1.31	0.00024	471	55814	61945	8746109	974	ciprofloxacin	urinary tract infection	2.55	1.76	3.69	3.4e-07	62	5584	63	14474	974	ciprofloxacin	urinary tract infection	26.2	77.3	4.37	2.17	9.26	8.4e-06	27	1140	13	2398	974	ciprofloxacin	urinary tract infection	6.19	1.01	65.4	0.024	5	363	2	901	974	ciprofloxacin	urinary tract infection	4.18	2.08	8.74	1.3e-05	25	1128	14	2643	974	ciprofloxacin	urinary tract infection	1.44	4.22069581699655	0.31	0	-0.02	0.01	0	-0.44	0.42	0.29
975	mometasone furoate	1.42	1.26	1.59	8.9e-09	306	30472	62110	8771451	975	mometasone furoate	asthma	0.98	0.69	1.36	1	39	5844	659	96876	975	mometasone furoate	asthma	24.2	80.2	0.8	0.36	1.56	0.64	9	1043	177	16408	975	mometasone furoate	asthma	0.37	0.01	2.2	0.52	1	374	43	5987	975	mometasone furoate	asthma	0.94	0.42	1.84	1	9	877	153	13981	975	mometasone furoate	asthma	-0.16	0.852143788966211	0.33	0.62	0.01	0	0	-0.42	0.17	0.01
976	isradipine	1.81	0.99	3.05	0.044	14	1092	62402	8800831	976	isradipine	hypertension	1.24	0.25	3.67	0.52	3	297	2614	321594	976	isradipine	hypertension	43.3	85	0	0	75.41	1	0	7	583	63255	976	isradipine	hypertension	0	0	960.81	1	0	2	177	31801	976	isradipine	hypertension	0	0	49.95	1	0	8	473	40211	976	isradipine	hypertension	-9.04	0.000118570836454339	168.17	0.96	-0.01	0	0.02	-0.75	0.09	0
977	lisinopril	1.4	1.33	1.46	7.9e-42	1894	192903	60522	8609020	977	lisinopril	hypertension	1.16	1.04	1.29	0.0056	426	46168	2191	275723	977	lisinopril	hypertension	43.3	85	1.13	0.91	1.39	0.26	117	11520	466	51742	977	lisinopril	hypertension	1.49	1.04	2.09	0.023	47	6218	130	25585	977	lisinopril	hypertension	1.14	0.89	1.45	0.29	86	6559	387	33660	977	lisinopril	hypertension	0.2	1.22140275816017	0.1	0.04	-0.01	0	0.02	-0.76	0.09	0
978	prednicarbate	0	0	2.45	0.41	0	214	62416	8801709	978	prednicarbate	eczema	0	0	27.69	1	0	23	25	3720	978	prednicarbate	eczema	31.9	83.4	0	0	Inf	1	0	0	1	502	978	prednicarbate	eczema	0	0	Inf	1	0	0	0	299	978	prednicarbate	eczema	0	0	Inf	1	0	0	3	383	978	prednicarbate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
979	tiopronin	0.4	0.05	1.44	0.26	2	711	62414	8801212	979	tiopronin	rheumatoid arthritis	0	0	10.81	1	0	72	2246	461469	979	tiopronin	rheumatoid arthritis	40.2	81	0	0	Inf	1	0	0	955	115943	979	tiopronin	rheumatoid arthritis	0	0	Inf	1	0	0	161	25410	979	tiopronin	rheumatoid arthritis	0	0	Inf	1	0	0	913	108062	979	tiopronin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
980	insulin zinc susp extended recombinant human	7.37	4.07	12.36	6.6e-09	15	287	62401	8801636	980	insulin zinc susp extended recombinant human	diabetes mellitus	11.05	5.4	20.34	1.4e-08	11	165	1470	243579	980	insulin zinc susp extended recombinant human	diabetes mellitus	45	84.2	0	0	125.6	1	0	6	350	51408	980	insulin zinc susp extended recombinant human	diabetes mellitus	0	0	7527.45	1	0	1	136	29747	980	insulin zinc susp extended recombinant human	diabetes mellitus	0	0	93.4	1	0	6	258	28219	980	insulin zinc susp extended recombinant human	diabetes mellitus	-8.77	0.00015532358064889	201.44	0.97	0.02	0	0	-0.69	0.11	0
981	mefloquine	13.18	10.96	15.75	3.7e-96	134	1436	62282	8800487	981	mefloquine	malaria prophylaxis	27.46	13.32	65.66	2.1e-39	101	767	8	1670	981	mefloquine	malaria prophylaxis	36.1	77.5	0	0	261.3	1	0	11	1	73	981	mefloquine	malaria prophylaxis	2.95	0.04	238.84	0.45	1	20	1	60	981	mefloquine	malaria prophylaxis	0	0	279.58	1	0	15	1	107	981	mefloquine	malaria prophylaxis	1.89	6.61936868104308	1.57	0.23	0.08	0.05	0.08	0.68	1.3	0.6
982	terconazole	6.34	4.03	9.54	4.8e-12	24	534	62392	8801389	982	terconazole	depression	0.89	0.02	5.13	1	1	59	3889	203207	982	terconazole	depression	26.8	78	19.74	0.33	378.46	0.072	1	2	755	29824	982	terconazole	depression	0	0	Inf	1	0	0	233	10851	982	terconazole	depression	13.89	0.26	173.86	0.091	1	3	610	25441	982	terconazole	depression	2.62	13.7357235850779	1.16	0.02	0	0	0.77	-0.11	0.08	0.15
983	iotrolan	0	0	62.8	1	0	10	62416	8801913	983	iotrolan	cervicobrachial syndrome	0	0	709.01	1	0	2	3	334	983	iotrolan	cervicobrachial syndrome	NA	NA	0	0	Inf	1	0	0	0	0	983	iotrolan	cervicobrachial syndrome	0	0	Inf	1	0	0	0	20	983	iotrolan	cervicobrachial syndrome	0	0	Inf	1	0	0	0	35	983	iotrolan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
984	nabumetone	2.14	1.75	2.59	2.4e-12	108	7128	62308	8794795	984	nabumetone	rheumatoid arthritis	0.61	0.2	1.42	0.38	5	1692	2241	459849	984	nabumetone	rheumatoid arthritis	40.2	81	0.42	0.01	2.35	0.74	1	291	954	115652	984	nabumetone	rheumatoid arthritis	3.96	0.1	23.7	0.23	1	40	160	25370	984	nabumetone	rheumatoid arthritis	0	0	1.5	0.19	0	292	913	107770	984	nabumetone	rheumatoid arthritis	-0.95	0.386741023454501	1	0.34	0.02	0	0	-0.32	0.09	0
985	ursodiol	0.57	0.41	0.77	7.7e-05	43	10600	62373	8791323	985	ursodiol	prophylaxis	1.05	0.38	2.32	0.83	6	1251	469	103104	985	ursodiol	prophylaxis	37.6	80.4	2.61	0.06	15.29	0.32	1	67	126	22001	985	ursodiol	prophylaxis	0	0	19.04	1	0	49	58	13703	985	ursodiol	prophylaxis	3.03	0.07	18.03	0.29	1	56	85	14418	985	ursodiol	prophylaxis	0.81	2.24790798667647	1.01	0.42	0.02	0.01	0	-0.39	0.17	0.02
986	gadopentetate dimeglumine	0.13	0.06	0.25	4.2e-19	9	9667	62407	8792256	986	gadopentetate dimeglumine	nuclear magnetic resonance imaging	0.37	0.14	0.94	0.032	8	4494	15	3152	986	gadopentetate dimeglumine	nuclear magnetic resonance imaging	29.2	55.8	0	0	17.06	1	0	31	4	337	986	gadopentetate dimeglumine	nuclear magnetic resonance imaging	0	0	Inf	1	0	10	0	247	986	gadopentetate dimeglumine	nuclear magnetic resonance imaging	2.32	0.05	21.38	0.4	1	44	5	511	986	gadopentetate dimeglumine	nuclear magnetic resonance imaging	0.8	2.22554092849247	1.11	0.47	-0.02	0.02	0.45	-16.96	1803.6	0.99
987	enoxacin	0	0	19.86	1	0	28	62416	8801895	987	enoxacin	cough	0	0	980.82	1	0	2	76	14513	987	enoxacin	cough	35	85.3	0	0	Inf	1	0	0	22	3218	987	enoxacin	cough	0	0	Inf	1	0	0	5	1612	987	enoxacin	cough	0	0	Inf	1	0	0	21	2462	987	enoxacin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
988	mesalamine	0.73	0.62	0.85	1.6e-05	171	33067	62245	8768856	988	mesalamine	crohn s disease	1.61	1.22	2.09	0.00054	69	16122	352	132246	988	mesalamine	crohn s disease	25	75.4	2.91	1.66	4.85	0.00014	19	2216	81	27484	988	mesalamine	crohn s disease	0.85	0.1	3.35	1	2	1064	29	13051	988	mesalamine	crohn s disease	4.22	2.41	7.11	9.4e-07	20	1712	62	22408	988	mesalamine	crohn s disease	1.07	2.915379499977	0.24	0	0.02	0.01	0	-0.39	0.21	0.06
989	propofol	0.4	0.3	0.53	2.3e-14	52	18181	62364	8783742	989	propofol	anaesthesia	0.69	0.18	2.3	0.6	5	2960	9	3690	989	propofol	anaesthesia	51.4	73	0	0	32.29	0.45	0	186	1	153	989	propofol	anaesthesia	0	0	Inf	1	0	215	0	173	989	propofol	anaesthesia	5.3	0.59	252.13	0.12	5	237	1	252	989	propofol	anaesthesia	1.41	4.09595540407118	1.1	0.2	0.06	0.03	0.05	-18.22	2261.08	0.99
990	pipecuronium bromide	0	0	46.29	1	0	13	62416	8801910	990	pipecuronium bromide	prophylaxis	0	0	530.95	1	0	3	475	104352	990	pipecuronium bromide	prophylaxis	37.6	80.4	0	0	Inf	1	0	0	127	22068	990	pipecuronium bromide	prophylaxis	0	0	Inf	1	0	0	58	13752	990	pipecuronium bromide	prophylaxis	0	0	Inf	1	0	0	86	14474	990	pipecuronium bromide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
991	somatropin recombinant	0.84	0.69	1	0.046	122	20590	62294	8781333	991	somatropin recombinant	growth hormone deficiency	1.36	0.52	4.55	0.66	27	6160	5	1557	991	somatropin recombinant	growth hormone deficiency	11.4	54.8	Inf	0.48	Inf	0.21	8	594	0	169	991	somatropin recombinant	growth hormone deficiency	0	0	1.43	0.045	0	679	2	181	991	somatropin recombinant	growth hormone deficiency	Inf	0.44	Inf	0.37	8	428	0	111	991	somatropin recombinant	growth hormone deficiency	-0.12	0.886920436717157	0.8	0.88	0.03	0.01	0.03	-1.58	0.81	0.05
992	lovastatin	1.78	1.56	2.02	1.7e-16	246	19511	62170	8782412	992	lovastatin	hypertension	1.95	1.4	2.65	9e-05	42	2675	2575	319216	992	lovastatin	hypertension	43.3	85	1.71	0.78	3.3	0.12	9	574	574	62688	992	lovastatin	hypertension	2.52	0.51	7.59	0.12	3	216	174	31587	992	lovastatin	hypertension	1.68	0.72	3.37	0.16	8	408	465	39811	992	lovastatin	hypertension	0.64	1.89648087930495	0.31	0.04	-0.01	0	0.01	-0.75	0.09	0
993	ketorolac tromethamine	1.73	1.38	2.14	3e-06	85	6926	62331	8794997	993	ketorolac tromethamine	pain	0.31	0.1	0.72	0.0023	5	1149	2741	193058	993	ketorolac tromethamine	pain	33	80.8	0.72	0.09	2.67	1	2	158	618	35284	993	ketorolac tromethamine	pain	0	0	4.04	1	0	71	205	15405	993	ketorolac tromethamine	pain	0.75	0.09	2.79	1	2	146	487	26812	993	ketorolac tromethamine	pain	-0.58	0.559898366565402	0.71	0.41	0	0	0.8	-0.32	0.08	0
994	rimantadine	0.77	0.02	4.37	1	1	182	62415	8801741	994	rimantadine	osteoporosis	0	0	19.92	1	0	18	1881	164589	994	rimantadine	osteoporosis	53.9	88	0	0	Inf	1	0	0	332	26456	994	rimantadine	osteoporosis	0	0	Inf	1	0	0	23	2943	994	rimantadine	osteoporosis	0	0	Inf	1	0	0	348	27407	994	rimantadine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
995	norgestimate	1.09	0.82	1.43	0.52	54	6973	62362	8794950	995	norgestimate	contraception	0.83	0.27	1.97	1	5	2626	351	153653	995	norgestimate	contraception	19	46	0	0	6.38	1	0	227	70	26559	995	norgestimate	contraception	0	0	Inf	1	0	0	0	22	995	norgestimate	contraception	1.55	0.04	8.98	0.48	1	249	79	30515	995	norgestimate	contraception	0.45	1.56831218549017	1.01	0.66	0.04	0.01	0	-10.56	499.97	0.98
996	zidovudine	0.32	0.24	0.42	1.5e-23	51	22590	62365	8779333	996	zidovudine	hiv infection	0.58	0.36	0.9	0.012	24	13312	141	45414	996	zidovudine	hiv infection	33.1	69.6	0.69	0.08	2.75	1	2	621	29	6234	996	zidovudine	hiv infection	0.87	0.1	3.53	1	2	506	24	5292	996	zidovudine	hiv infection	0.56	0.01	4.18	1	1	634	8	2836	996	zidovudine	hiv infection	-0.08	0.923116346386636	0.61	0.89	0.03	0.01	0.01	0.25	0.4	0.53
997	loratadine	1.25	1.14	1.36	8.9e-07	534	60432	61882	8741491	997	loratadine	hypersensitivity	0.85	0.64	1.12	0.26	64	7709	270	27671	997	loratadine	hypersensitivity	24.8	78	1.49	0.89	2.43	0.11	24	1658	62	6379	997	loratadine	hypersensitivity	1.09	0.31	3.08	0.8	5	628	17	2320	997	loratadine	hypersensitivity	1.27	0.71	2.18	0.39	19	1506	56	5636	997	loratadine	hypersensitivity	0.24	1.2712491503214	0.24	0.31	0.01	0.01	0.2	-0.33	0.24	0.18
998	nedocromil sodium	2.36	0.64	6.12	0.094	4	239	62412	8801684	998	nedocromil sodium	asthma	0	0	5.65	1	0	98	698	102622	998	nedocromil sodium	asthma	24.2	80.2	0	0	103.12	1	0	5	186	17446	998	nedocromil sodium	asthma	0	0	784.43	1	0	2	44	6359	998	nedocromil sodium	asthma	0	0	139.27	1	0	4	162	14854	998	nedocromil sodium	asthma	-9.91	4.96754356281337e-05	356.72	0.98	0.01	0	0	-0.42	0.17	0.01
999	ganciclovir sodium	0.34	0.16	0.63	8.1e-05	10	4139	62406	8797784	999	ganciclovir sodium	prophylaxis	0.75	0.09	2.75	1	2	583	473	103772	999	ganciclovir sodium	prophylaxis	37.6	80.4	0	0	9.51	1	0	70	127	21998	999	ganciclovir sodium	prophylaxis	0	0	12.78	1	0	72	58	13680	999	ganciclovir sodium	prophylaxis	0	0	13.67	1	0	48	86	14426	999	ganciclovir sodium	prophylaxis	-12.01	6.08307641893218e-06	358.59	0.97	0.02	0.01	0	-0.38	0.17	0.02
1000	octreotide acetate	2.24	2	2.49	1.3e-37	330	20865	62086	8781058	1000	octreotide acetate	acromegaly	7.95	3.52	22.24	5.1e-11	99	3406	6	1642	1000	octreotide acetate	acromegaly	38.1	85.3	8.98	2.24	78.13	0.00017	28	654	2	420	1000	octreotide acetate	acromegaly	1.14	0.13	13.81	1	3	252	2	192	1000	octreotide acetate	acromegaly	Inf	4.9	Inf	9.9e-07	28	473	0	330	1000	octreotide acetate	acromegaly	2.38	10.8049028639313	0.73	0	0	0.01	0.78	-1.09	0.49	0.03
1001	doxazosin mesylate	0.96	0.77	1.18	0.76	92	13504	62324	8788419	1001	doxazosin mesylate	hypertension	0.55	0.3	0.9	0.015	15	3368	2602	318523	1001	doxazosin mesylate	hypertension	43.3	85	0.69	0.08	2.53	1	2	314	581	62948	1001	doxazosin mesylate	hypertension	0.86	0.02	4.9	1	1	209	176	31594	1001	doxazosin mesylate	hypertension	0.56	0.01	3.17	1	1	152	472	40067	1001	doxazosin mesylate	hypertension	-0.37	0.690734330637355	0.71	0.6	-0.01	0	0.02	-0.75	0.09	0
1002	somatropin [rdna origin]	0.86	0.54	1.31	0.55	22	3600	62394	8798323	1002	somatropin [rdna origin]	growth hormone deficiency	2.43	0.99	5.46	0.035	9	1071	23	6646	1002	somatropin [rdna origin]	growth hormone deficiency	11.4	54.8	3.69	0.36	21.21	0.14	2	63	6	700	1002	somatropin [rdna origin]	growth hormone deficiency	0	0	50.2	1	0	83	2	777	1002	somatropin [rdna origin]	growth hormone deficiency	3.73	0.36	21.7	0.14	2	44	6	495	1002	somatropin [rdna origin]	growth hormone deficiency	0.94	2.55998141832927	0.81	0.24	0.03	0.01	0.03	-1.58	0.81	0.05
1003	gonadorelin acetate	0	0	27.09	1	0	21	62416	8801902	1003	gonadorelin acetate	prostate cancer	0	0	349.92	1	0	3	316	45876	1003	gonadorelin acetate	prostate cancer	58.1	90.3	0	0	4249.55	1	0	1	114	13304	1003	gonadorelin acetate	prostate cancer	0	0	4175.91	1	0	1	128	14661	1003	gonadorelin acetate	prostate cancer	0	0	Inf	1	0	0	0	51	1003	gonadorelin acetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1005	ioversol	0.15	0.03	0.45	1.1e-05	3	2758	62413	8799165	1005	ioversol	computerised tomogram	3.26	0.04	255.62	0.41	1	1170	1	3817	1005	ioversol	computerised tomogram	63.1	63.1	0	0	Inf	1	0	0	0	0	1005	ioversol	computerised tomogram	0	0	1007.65	1	0	8	1	209	1005	ioversol	computerised tomogram	0	0	Inf	1	0	12	0	291	1005	ioversol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1006	olsalazine sodium	0	0	2.5	0.41	0	210	62416	8801713	1006	olsalazine sodium	crohn s disease	0	0	36.07	1	0	38	421	148330	1006	olsalazine sodium	crohn s disease	25	75.4	0	0	451.5	1	0	4	100	29696	1006	olsalazine sodium	crohn s disease	0	0	13900.84	1	0	1	31	14114	1006	olsalazine sodium	crohn s disease	0	0	708.52	1	0	3	82	24117	1006	olsalazine sodium	crohn s disease	-8.94	0.000131041040181239	440.84	0.98	0.02	0.01	0	-0.39	0.21	0.07
1007	goserelin acetate	0.85	0.61	1.15	0.35	41	6813	62375	8795110	1007	goserelin acetate	prostate cancer	0.44	0.21	0.83	0.0069	10	3141	306	42738	1007	goserelin acetate	prostate cancer	58.1	90.3	0.53	0.11	1.6	0.38	3	646	111	12659	1007	goserelin acetate	prostate cancer	0.47	0.1	1.42	0.29	3	706	125	13956	1007	goserelin acetate	prostate cancer	0	0	Inf	1	0	1	0	50	1007	goserelin acetate	prostate cancer	-0.75	0.472366552741015	0.59	0.2	0	0.01	0.87	11.83	335.85	0.97
1008	ofloxacin	0.87	0.55	1.32	0.62	22	3557	62394	8798366	1008	ofloxacin	hypertension	0.53	0.01	3.01	1	1	230	2616	321661	1008	ofloxacin	hypertension	43.3	85	0	0	30.33	1	0	15	583	63247	1008	ofloxacin	hypertension	0	0	72.13	1	0	11	177	31792	1008	ofloxacin	hypertension	0	0	49.95	1	0	8	473	40211	1008	ofloxacin	hypertension	-9.73	5.94722940546415e-05	200.93	0.96	-0.01	0	0.02	-0.75	0.09	0
1009	moricizine	0	0	36.6	1	0	16	62416	8801907	1009	moricizine	premedication	0	0	772.55	1	0	2	200	28657	1009	moricizine	premedication	27	78	0	0	Inf	1	0	0	48	5525	1009	moricizine	premedication	0	0	Inf	1	0	0	12	2837	1009	moricizine	premedication	0	0	Inf	1	0	0	43	4065	1009	moricizine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1010	clozapine	0.39	0.33	0.46	1e-41	149	53787	62267	8748136	1010	clozapine	schizophrenia	0.43	0.32	0.57	2.8e-10	65	26479	198	34297	1010	clozapine	schizophrenia	20.1	71.3	0.25	0.08	0.63	0.00082	5	2560	41	5232	1010	clozapine	schizophrenia	0.07	0	0.4	0.00012	1	1847	29	3567	1010	clozapine	schizophrenia	0.84	0.24	2.39	1	5	885	17	2536	1010	clozapine	schizophrenia	-1.27	0.28083162177838	0.44	0	0.01	0.01	0.25	-0.04	0.28	0.9
1011	testosterone	0.98	0.87	1.11	0.8	260	37314	62156	8764609	1011	testosterone	blood testosterone decreased	0.7	0.19	5.96	0.65	66	11827	2	252	1011	testosterone	blood testosterone decreased	41.1	74.3	0.37	0.09	3.26	0.18	30	3036	2	75	1011	testosterone	blood testosterone decreased	0.48	0.12	4.14	0.26	34	3544	2	99	1011	testosterone	blood testosterone decreased	0	0	Inf	1	0	18	0	2	1011	testosterone	blood testosterone decreased	-0.74	0.477113915521034	0.74	0.31	0	0.01	0.99	13.02	881.08	0.99
1012	ifosfamide	0.27	0.15	0.45	1.2e-09	14	7304	62402	8794619	1012	ifosfamide	diffuse large b-cell lymphoma	0	0	31.52	1	0	435	4	9031	1012	ifosfamide	diffuse large b-cell lymphoma	63	63	0	0	Inf	1	0	0	0	0	1012	ifosfamide	diffuse large b-cell lymphoma	0	0	Inf	1	0	48	0	1212	1012	ifosfamide	diffuse large b-cell lymphoma	0	0	1130.2	1	0	34	1	1002	1012	ifosfamide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1013	mesna	0.07	0.01	0.24	1.3e-10	2	4218	62414	8797705	1013	mesna	prophylaxis	0	0	1.03	0.056	0	783	475	103572	1013	mesna	prophylaxis	37.6	80.4	0	0	8.86	1	0	75	127	21993	1013	mesna	prophylaxis	0	0	9.52	1	0	96	58	13656	1013	mesna	prophylaxis	0	0	15.34	1	0	43	86	14431	1013	mesna	prophylaxis	-11.89	6.85864951026277e-06	332.67	0.97	0.02	0.01	0	-0.38	0.17	0.03
1014	simvastatin	1.62	1.55	1.69	7.3e-96	2255	199379	60161	8602544	1014	simvastatin	hypertension	1.86	1.67	2.07	3.4e-26	399	28374	2218	293517	1014	simvastatin	hypertension	43.3	85	1.19	0.89	1.55	0.22	61	5676	522	57586	1014	simvastatin	hypertension	1.16	0.68	1.88	0.52	19	2979	158	28824	1014	simvastatin	hypertension	1.24	0.89	1.69	0.17	46	3214	427	37005	1014	simvastatin	hypertension	0.22	1.24607673058738	0.13	0.1	-0.01	0	0.01	-0.76	0.09	0
1015	apraclonidine	0	0	2.51	0.41	0	209	62416	8801714	1015	apraclonidine	glaucoma	0	0	13.84	1	0	38	140	18776	1015	apraclonidine	glaucoma	45.1	87.3	0	0	74.02	1	0	7	36	3708	1015	apraclonidine	glaucoma	0	0	283.13	1	0	3	13	1442	1015	apraclonidine	glaucoma	0	0	84.8	1	0	6	29	2778	1015	apraclonidine	glaucoma	-11.89	6.85864951026277e-06	795.83	0.99	0.01	0.01	0.43	-0.14	0.34	0.68
1016	technetium tc-99m sestamibi kit	0.24	0.01	1.36	0.2	1	580	62415	8801343	1016	technetium tc-99m sestamibi kit	cardiac stress test	0	0	6.78	1	0	176	4	782	1016	technetium tc-99m sestamibi kit	cardiac stress test	NA	NA	0	0	Inf	1	0	0	0	0	1016	technetium tc-99m sestamibi kit	cardiac stress test	0	0	Inf	1	0	6	0	63	1016	technetium tc-99m sestamibi kit	cardiac stress test	0	0	Inf	1	0	6	0	83	1016	technetium tc-99m sestamibi kit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1017	metoprolol fumarate	1.35	1.16	1.56	0.00011	184	19211	62232	8782712	1017	metoprolol fumarate	hypertension	0.91	0.56	1.4	0.75	21	2828	2596	319063	1017	metoprolol fumarate	hypertension	43.3	85	1.22	0.39	2.88	0.61	5	446	578	62816	1017	metoprolol fumarate	hypertension	0	0	2.81	0.65	0	238	177	31565	1017	metoprolol fumarate	hypertension	1.53	0.49	3.64	0.39	5	279	468	39940	1017	metoprolol fumarate	hypertension	0.09	1.09417428370521	0.45	0.85	-0.01	0	0.02	-0.75	0.09	0
1018	amlodipine besylate	1.17	1.1	1.24	2.1e-06	1006	121777	61410	8680146	1018	amlodipine besylate	hypertension	1	0.88	1.13	1	285	35086	2332	286805	1018	amlodipine besylate	hypertension	43.3	85	0.98	0.71	1.34	1	44	4849	539	58413	1018	amlodipine besylate	hypertension	0.5	0.2	1.06	0.084	7	2399	170	29404	1018	amlodipine besylate	hypertension	1.07	0.75	1.5	0.66	39	3103	434	37116	1018	amlodipine besylate	hypertension	-0.08	0.923116346386636	0.15	0.59	-0.01	0	0.02	-0.75	0.09	0
1019	podofilox	0	0	7.11	1	0	75	62416	8801848	1019	podofilox	anogenital warts	0	0	Inf	1	0	11	0	122	1019	podofilox	anogenital warts	NA	NA	0	0	Inf	1	0	0	0	0	1019	podofilox	anogenital warts	0	0	Inf	1	0	2	0	12	1019	podofilox	anogenital warts	0	0	Inf	1	0	0	0	12	1019	podofilox	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1020	acrivastine	0.72	0.02	4.08	1	1	195	62415	8801728	1020	acrivastine	premedication	0	0	84.5	1	0	8	200	28651	1020	acrivastine	premedication	27	78	0	0	Inf	1	0	0	48	5525	1020	acrivastine	premedication	0	0	8059.3	1	0	1	12	2836	1020	acrivastine	premedication	0	0	Inf	1	0	0	43	4065	1020	acrivastine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
