results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex
1015	apraclonidine	0.23	0.01	1.27	0.14	1	208	185423	8678707	1015	apraclonidine	glaucoma	0	0	5.84	1	0	38	326	18590	1015	apraclonidine	glaucoma	49.7	88	0	0	58.85	1	0	6	54	3656	1015	apraclonidine	glaucoma	0	0	227.21	1	0	3	16	1439	1015	apraclonidine	glaucoma	0	0	51.15	1	0	6	47	2760	1015	apraclonidine	glaucoma	-11.31	1.22498116083745e-05	480.77	0.98	0.01	0.01	0.29	-0.42	0.29	0.15
1016	technetium tc-99m sestamibi kit	1.58	0.95	2.49	0.057	19	562	185405	8678353	1016	technetium tc-99m sestamibi kit	cardiac stress test	0	0	2.26	0.38	0	176	9	777	1016	technetium tc-99m sestamibi kit	cardiac stress test	74	74	0	0	Inf	1	0	0	0	0	1016	technetium tc-99m sestamibi kit	cardiac stress test	0	0	Inf	1	0	6	0	63	1016	technetium tc-99m sestamibi kit	cardiac stress test	0	0	535	1	0	6	1	82	1016	technetium tc-99m sestamibi kit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1017	metoprolol fumarate	2.56	2.4	2.73	3.3e-142	1004	18391	184420	8660524	1017	metoprolol fumarate	hypertension	3.13	2.69	3.62	3.1e-40	201	2648	7624	314035	1017	metoprolol fumarate	hypertension	36.8	82.7	1.95	1.08	3.26	0.017	15	440	1087	62067	1017	metoprolol fumarate	hypertension	2.15	0.85	4.53	0.052	7	231	442	31300	1017	metoprolol fumarate	hypertension	1.69	0.76	3.27	0.12	9	275	768	39640	1017	metoprolol fumarate	hypertension	0.66	1.93479233440203	0.26	0.01	-0.02	0	0	-0.33	0.06	0
1018	amlodipine besylate	1.37	1.32	1.41	1.8e-65	3463	119320	181961	8559595	1018	amlodipine besylate	hypertension	1.1	1.03	1.18	0.007	927	34444	6898	282239	1018	amlodipine besylate	hypertension	36.8	82.7	1.08	0.86	1.35	0.46	90	4747	1012	57760	1018	amlodipine besylate	hypertension	1.34	0.96	1.84	0.071	44	2362	405	29169	1018	amlodipine besylate	hypertension	0.96	0.72	1.26	0.84	58	3084	719	36831	1018	amlodipine besylate	hypertension	0.11	1.11627807045887	0.1	0.28	-0.02	0	0	-0.33	0.06	0
1019	podofilox	17.02	9.66	28.87	6.8e-17	20	55	185404	8678860	1019	podofilox	anogenital warts	2.91	0.05	33.5	0.36	1	10	4	118	1019	podofilox	anogenital warts	NA	NA	0	0	Inf	1	0	0	0	0	1019	podofilox	anogenital warts	0	0	Inf	1	0	2	0	12	1019	podofilox	anogenital warts	0	0	Inf	1	0	0	0	12	1019	podofilox	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1020	acrivastine	7.16	4.55	10.86	1.2e-13	26	170	185398	8678745	1020	acrivastine	premedication	0	0	36.75	1	0	8	454	28397	1020	acrivastine	premedication	26.8	74	0	0	Inf	1	0	0	101	5171	1020	acrivastine	premedication	0	0	2832.85	1	0	1	37	2811	1020	acrivastine	premedication	0	0	Inf	1	0	0	77	4031	1020	acrivastine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1021	omeprazole	1.66	1.63	1.7	0	7711	220478	177713	8458437	1021	omeprazole	hypertension	1.55	1.44	1.67	1.6e-29	850	23040	6975	293643	1021	omeprazole	hypertension	36.8	82.7	1.43	1.18	1.71	0.00018	142	5873	960	56634	1021	omeprazole	hypertension	0.98	0.68	1.37	1	37	2656	412	28875	1021	omeprazole	hypertension	1.59	1.28	1.95	1.8e-05	113	3866	664	36049	1021	omeprazole	hypertension	0.34	1.40494759056359	0.09	0	-0.02	0	0	-0.33	0.06	0
1022	fentanyl	1.71	1.65	1.77	4.7e-158	3087	85220	182337	8593695	1022	fentanyl	pain	0.85	0.79	0.91	3.5e-06	880	21143	8189	166741	1022	fentanyl	pain	25	79	0.66	0.49	0.86	0.0017	56	2576	1093	33089	1022	fentanyl	pain	0.93	0.62	1.36	0.85	30	1169	387	14095	1022	fentanyl	pain	0.57	0.39	0.8	0.00072	33	1741	833	24840	1022	fentanyl	pain	-0.38	0.683861409212356	0.13	0	-0.01	0	0	-0.16	0.06	0.01
1023	midodrine	1.69	1.41	2.02	4.3e-08	130	3592	185294	8675323	1023	midodrine	nuclear magnetic resonance imaging	4.33	2.36	7.46	4.8e-06	16	140	193	7320	1023	midodrine	nuclear magnetic resonance imaging	NA	NA	0	0	Inf	1	0	0	0	0	1023	midodrine	nuclear magnetic resonance imaging	0	0	Inf	1	0	0	0	257	1023	midodrine	nuclear magnetic resonance imaging	0	0	Inf	1	0	1	0	560	1023	midodrine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1024	pegademase bovine	0	0	1.41	0.12	0	124	185424	8678791	1024	pegademase bovine	combined immunodeficiency	0	0	Inf	1	0	82	0	253	1024	pegademase bovine	combined immunodeficiency	NA	NA	0	0	Inf	1	0	0	0	0	1024	pegademase bovine	combined immunodeficiency	0	0	Inf	1	0	4	0	24	1024	pegademase bovine	combined immunodeficiency	0	0	Inf	1	0	2	0	31	1024	pegademase bovine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1025	acitretin	1.02	0.78	1.31	0.85	62	2849	185362	8676066	1025	acitretin	psoriasis	1.61	1.07	2.32	0.017	29	1533	1878	159441	1025	acitretin	psoriasis	25.5	76.4	1.62	0.59	3.59	0.28	6	248	652	43599	1025	acitretin	psoriasis	1.69	0.45	4.45	0.31	4	166	300	21023	1025	acitretin	psoriasis	1.68	0.34	5.06	0.43	3	114	425	27075	1025	acitretin	psoriasis	0.49	1.63231621995538	0.38	0.2	0.01	0	0.01	-0.09	0.08	0.22
1026	oxiconazole nitrate	1.51	0.31	4.55	0.46	3	93	185421	8678822	1026	oxiconazole nitrate	diffuse large b-cell lymphoma	0	0	644.4	1	0	4	23	9443	1026	oxiconazole nitrate	diffuse large b-cell lymphoma	30	79.5	0	0	Inf	1	0	0	5	1965	1026	oxiconazole nitrate	diffuse large b-cell lymphoma	0	0	Inf	1	0	0	4	1256	1026	oxiconazole nitrate	diffuse large b-cell lymphoma	0	0	Inf	1	0	0	3	1034	1026	oxiconazole nitrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1027	technetium tc-99m exametazime kit	0	0	11.34	1	0	17	185424	8678898	1027	technetium tc-99m exametazime kit	diagnostic procedure	0	0	182.03	1	0	11	11	4383	1027	technetium tc-99m exametazime kit	diagnostic procedure	29.4	54.6	0	0	Inf	1	0	3	0	743	1027	technetium tc-99m exametazime kit	diagnostic procedure	0	0	7230.27	1	0	4	1	835	1027	technetium tc-99m exametazime kit	diagnostic procedure	0	0	4.5036e+15	1	0	1	1	1174	1027	technetium tc-99m exametazime kit	diagnostic procedure	-12.08	5.67182285902797e-06	2840.94	1	-0.04	0.04	0.29	0.45	1.42	0.75
1028	felodipine	1.23	1.08	1.39	0.0014	264	10063	185160	8668852	1028	felodipine	hypertension	0.77	0.56	1.02	0.064	49	2583	7776	314100	1028	felodipine	hypertension	36.8	82.7	0.8	0.26	1.88	0.84	5	356	1097	62151	1028	felodipine	hypertension	0.99	0.2	2.95	1	3	213	446	31318	1028	felodipine	hypertension	0.55	0.07	2	0.59	2	188	775	39727	1028	felodipine	hypertension	-0.17	0.843664816596384	0.45	0.7	-0.02	0	0	-0.33	0.06	0
1029	cetirizine	1.87	1.79	1.95	3.7e-154	2270	57295	183154	8621620	1029	cetirizine	hypersensitivity	1.43	1.26	1.62	2.6e-08	356	6683	1027	27648	1029	cetirizine	hypersensitivity	12.4	76.7	1.65	1.13	2.37	0.0079	45	1762	103	6642	1029	cetirizine	hypersensitivity	2.09	0.98	4.24	0.04	13	566	26	2365	1029	cetirizine	hypersensitivity	1.38	0.9	2.07	0.13	35	1531	92	5559	1029	cetirizine	hypersensitivity	0.4	1.49182469764127	0.17	0.02	-0.01	0	0.02	-0.32	0.19	0.08
1030	histrelin acetate	0.44	0.18	0.92	0.028	7	739	185417	8678176	1030	histrelin acetate	precocious puberty	0.59	0.11	2.02	0.6	3	267	19	993	1030	histrelin acetate	precocious puberty	9	12	3.36	0.23	48.19	0.24	2	30	2	102	1030	histrelin acetate	precocious puberty	0	0	7.41	0.57	0	14	3	39	1030	histrelin acetate	precocious puberty	1.84	0.15	16.39	0.61	2	67	3	185	1030	histrelin acetate	precocious puberty	-0.03	0.970445533548508	0.83	0.97	0.1	0.11	0.37	0.91	0.76	0.23
1031	sertraline	4.1	4.01	4.2	0	8630	102001	176794	8576914	1031	sertraline	depression	1.2	1.15	1.24	9.9e-18	3162	24461	17516	162017	1031	sertraline	depression	21	75.4	0.9	0.8	1.01	0.064	361	3947	2500	24486	1031	sertraline	depression	0.84	0.68	1.03	0.1	113	1529	763	8679	1031	sertraline	depression	0.86	0.76	0.98	0.022	298	3486	2009	20262	1031	sertraline	depression	-0.17	0.843664816596384	0.06	0	-0.01	0	0	-0.14	0.04	0
1032	indium in-111 chloride	0	0	51.08	1	0	5	185424	8678910	1032	indium in-111 chloride	stem cell transplant	0	0	1269.15	1	0	3	12	6068	1032	indium in-111 chloride	stem cell transplant	NA	NA	0	0	Inf	1	0	0	0	0	1032	indium in-111 chloride	stem cell transplant	0	0	Inf	1	0	0	0	411	1032	indium in-111 chloride	stem cell transplant	0	0	Inf	1	0	0	0	249	1032	indium in-111 chloride	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1033	dapiprazole	23.4	0.4	448.18	0.061	1	2	185423	8678913	1033	dapiprazole	cystic fibrosis	0	0	4212.72	1	0	1	86	9943	1033	dapiprazole	cystic fibrosis	14.4	63.7	0	0	Inf	1	0	0	33	3457	1033	dapiprazole	cystic fibrosis	0	0	Inf	1	0	0	19	2050	1033	dapiprazole	cystic fibrosis	0	0	Inf	1	0	0	18	2420	1033	dapiprazole	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1034	benazepril	2.12	1.99	2.25	3.3e-104	1089	24150	184335	8654765	1034	benazepril	hypertension	1.7	1.48	1.94	2.3e-13	235	5656	7590	311027	1034	benazepril	hypertension	36.8	82.7	0.89	0.5	1.46	0.81	16	1018	1086	61489	1034	benazepril	hypertension	0.8	0.29	1.77	0.85	6	523	443	31008	1034	benazepril	hypertension	0.86	0.41	1.6	0.76	10	595	767	39320	1034	benazepril	hypertension	-0.16	0.852143788966211	0.25	0.52	-0.02	0	0	-0.33	0.06	0
1035	penicillamine	0.91	0.45	1.64	0.88	11	567	185413	8678348	1035	penicillamine	rheumatoid arthritis	2.05	0.66	4.86	0.1	5	234	4782	458766	1035	penicillamine	rheumatoid arthritis	34.5	75.7	6.59	0.15	43.92	0.15	1	13	1336	114420	1035	penicillamine	rheumatoid arthritis	0	0	3749.03	1	0	1	248	25322	1035	penicillamine	rheumatoid arthritis	6.69	0.16	44.62	0.15	1	13	1238	107723	1035	penicillamine	rheumatoid arthritis	1.92	6.82095846929075	1.04	0.06	-0.01	0	0	-0.15	0.07	0.04
1036	sermorelin acetate	3.9	0.09	26.38	0.24	1	12	185423	8678903	1036	sermorelin acetate	sleep disorder	0	0	28.59	1	0	3	2676	31602	1036	sermorelin acetate	sleep disorder	26	75	0	0	Inf	1	0	0	398	5981	1036	sermorelin acetate	sleep disorder	0	0	Inf	1	0	0	150	2584	1036	sermorelin acetate	sleep disorder	0	0	Inf	1	0	0	312	5049	1036	sermorelin acetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1037	sotalol	0.73	0.62	0.84	1e-05	181	11642	185243	8667273	1037	sotalol	atrial fibrillation	2.36	1.64	3.3	6.3e-06	37	2758	619	108803	1037	sotalol	atrial fibrillation	53.4	85	3.15	1.4	6.22	0.0035	9	773	116	31373	1037	sotalol	atrial fibrillation	1.67	0.2	6.36	0.34	2	462	56	21609	1037	sotalol	atrial fibrillation	3.74	1.45	8.16	0.004	7	431	76	17513	1037	sotalol	atrial fibrillation	1.07	2.915379499977	0.35	0	-0.01	0.01	0	-0.59	0.17	0
1038	eflornithine	1.68	0.88	2.9	0.07	13	363	185411	8678552	1038	eflornithine	hair growth abnormal	0	0	3.02	0.63	0	141	13	1283	1038	eflornithine	hair growth abnormal	62.4	75	0	0	1277.71	1	0	7	1	233	1038	eflornithine	hair growth abnormal	0	0	Inf	1	0	1	0	186	1038	eflornithine	hair growth abnormal	0	0	45.43	1	0	29	3	530	1038	eflornithine	hair growth abnormal	-16.11	1.00812850935071e-07	5119.11	1	0.05	0.05	0.32	-15.7	2051.08	0.99
1039	carboplatin	0.49	0.45	0.54	4e-64	450	42800	184974	8636115	1039	carboplatin	non-small cell lung cancer	1.08	0.72	1.58	0.7	37	7786	115	26162	1039	carboplatin	non-small cell lung cancer	52.6	83.5	0	0	1.56	0.16	0	586	20	4484	1039	carboplatin	non-small cell lung cancer	0.57	0.01	3.88	1	1	430	12	2945	1039	carboplatin	non-small cell lung cancer	0	0	4.45	1	0	235	11	2609	1039	carboplatin	non-small cell lung cancer	-1.03	0.357006960569147	1.02	0.31	0.03	0.02	0.1	0	0.41	1
1040	technetium tc-99m mertiatide kit	0	0	4.64	1	0	39	185424	8678876	1040	technetium tc-99m mertiatide kit	renal scan	0	0	6.58	0.49	0	21	2	24	1040	technetium tc-99m mertiatide kit	renal scan	NA	NA	0	0	Inf	1	0	0	0	0	1040	technetium tc-99m mertiatide kit	renal scan	0	0	Inf	1	0	0	0	2	1040	technetium tc-99m mertiatide kit	renal scan	0	0	Inf	1	0	0	0	2	1040	technetium tc-99m mertiatide kit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1041	quinapril	2.11	1.94	2.28	1.3e-60	631	14046	184793	8664869	1041	quinapril	hypertension	2.15	1.82	2.53	2.2e-17	162	3078	7663	313605	1041	quinapril	hypertension	36.8	82.7	1.39	0.66	2.6	0.26	10	408	1092	62099	1041	quinapril	hypertension	2.23	0.81	4.99	0.059	6	190	443	31341	1041	quinapril	hypertension	0.95	0.31	2.27	1	5	269	772	39646	1041	quinapril	hypertension	0.42	1.52196155561863	0.31	0.17	-0.02	0	0	-0.33	0.06	0
1042	nafarelin acetate	1.16	0.37	2.75	0.63	5	202	185419	8678713	1042	nafarelin acetate	in vitro fertilisation	0	0	12.62	1	0	51	8	1069	1042	nafarelin acetate	in vitro fertilisation	42	42	0	0	Inf	1	0	0	0	0	1042	nafarelin acetate	in vitro fertilisation	0	0	Inf	1	0	0	0	1	1042	nafarelin acetate	in vitro fertilisation	0	0	451.8	1	0	15	1	174	1042	nafarelin acetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1043	pravastatin sodium	1.96	1.83	2.09	2.3e-71	898	21508	184526	8657407	1043	pravastatin sodium	hypertension	2.36	1.98	2.8	1.1e-18	143	2476	7682	314207	1043	pravastatin sodium	hypertension	36.8	82.7	0.94	0.37	1.95	1	7	424	1095	62083	1043	pravastatin sodium	hypertension	0.75	0.09	2.75	1	2	188	447	31343	1043	pravastatin sodium	hypertension	0.86	0.28	2.04	1	5	298	772	39617	1043	pravastatin sodium	hypertension	-0.15	0.860707976425058	0.38	0.7	-0.02	0	0	-0.33	0.06	0
1044	ramipril	1.18	1.12	1.23	7.4e-11	1736	69149	183688	8609766	1044	ramipril	hypertension	1.14	1.03	1.26	0.0081	444	15840	7381	300843	1044	ramipril	hypertension	36.8	82.7	1.54	1.22	1.93	0.00032	84	3174	1018	59333	1044	ramipril	hypertension	1.86	1.34	2.52	0.00021	48	1910	401	29621	1044	ramipril	hypertension	1.26	0.9	1.72	0.16	43	1778	734	38137	1044	ramipril	hypertension	0.43	1.53725752354828	0.11	0	-0.02	0	0	-0.34	0.06	0
1045	clomipramine	2.9	2.58	3.26	3.7e-56	313	5051	185111	8673864	1045	clomipramine	depression	0.88	0.72	1.07	0.22	114	1163	20564	185315	1045	clomipramine	depression	21	75.4	0.64	0.3	1.22	0.22	10	154	2851	28279	1045	clomipramine	depression	0.42	0.05	1.61	0.32	2	55	874	10153	1045	clomipramine	depression	0.82	0.38	1.57	0.65	10	125	2297	23623	1045	clomipramine	depression	-0.35	0.704688089718713	0.3	0.24	-0.01	0	0	-0.14	0.04	0
1046	metipranolol	0	0	3.31	0.63	0	54	185424	8678861	1046	metipranolol	glaucoma	0	0	17.3	1	0	14	326	18614	1046	metipranolol	glaucoma	49.7	88	0	0	2539.86	1	0	1	54	3661	1046	metipranolol	glaucoma	0	0	Inf	1	0	0	16	1442	1046	metipranolol	glaucoma	0	0	2215.76	1	0	1	47	2765	1046	metipranolol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1047	zolpidem tartrate	3.64	3.54	3.75	0	4936	64684	180488	8614231	1047	zolpidem tartrate	insomnia	1.41	1.29	1.53	7.8e-15	748	11727	2514	55542	1047	zolpidem tartrate	insomnia	28	82.8	0.84	0.64	1.09	0.2	70	1927	458	10568	1047	zolpidem tartrate	insomnia	1.1	0.71	1.64	0.6	30	753	170	4696	1047	zolpidem tartrate	insomnia	0.7	0.49	0.97	0.029	43	1330	345	7451	1047	zolpidem tartrate	insomnia	-0.21	0.810584245970187	0.13	0.1	-0.02	0	0	-0.17	0.09	0.06
1048	fosinopril sodium	3.1	2.78	3.46	1.3e-68	348	5257	185076	8673658	1048	fosinopril sodium	hypertension	2.38	1.81	3.09	3.5e-09	62	1057	7763	315626	1048	fosinopril sodium	hypertension	36.8	82.7	0	0	3.07	0.64	0	70	1102	62437	1048	fosinopril sodium	hypertension	0	0	6.63	1	0	41	449	31490	1048	fosinopril sodium	hypertension	0	0	5.24	1	0	38	777	39877	1048	fosinopril sodium	hypertension	-11.43	1.08646082614024e-05	162.26	0.94	-0.02	0	0	-0.33	0.06	0
1049	fenoldopam mesylate	16.21	6.68	35.69	3.3e-08	9	26	185415	8678889	1049	fenoldopam mesylate	coronary artery bypass	2.04	0.76	5.3	0.14	9	12	1300	3545	1049	fenoldopam mesylate	coronary artery bypass	82.5	83	0	0	Inf	1	0	0	0	0	1049	fenoldopam mesylate	coronary artery bypass	0	0	Inf	1	0	0	2	191	1049	fenoldopam mesylate	coronary artery bypass	0	0	Inf	1	0	0	2	36	1049	fenoldopam mesylate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1050	altretamine	0	0	6.12	1	0	30	185424	8678885	1050	altretamine	ovarian cancer	0	0	58.64	1	0	15	51	10402	1050	altretamine	ovarian cancer	44.9	77.7	0	0	Inf	1	0	0	12	1892	1050	altretamine	ovarian cancer	0	0	Inf	1	0	0	0	3	1050	altretamine	ovarian cancer	0	0	Inf	1	0	0	15	2214	1050	altretamine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1051	technetium tc-99m teboroxime kit	0	0	27.42	1	0	8	185424	8678907	1051	technetium tc-99m teboroxime kit	crohn s disease	0	0	530.74	1	0	2	1466	147321	1051	technetium tc-99m teboroxime kit	crohn s disease	16.1	72.4	0	0	Inf	1	0	0	307	34312	1051	technetium tc-99m teboroxime kit	crohn s disease	0	0	Inf	1	0	0	123	14023	1051	technetium tc-99m teboroxime kit	crohn s disease	0	0	Inf	1	0	0	220	23982	1051	technetium tc-99m teboroxime kit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1052	adenosine	1.24	0.89	1.69	0.19	41	1547	185383	8677368	1052	adenosine	supraventricular tachycardia	0	0	3.2	0.62	0	162	12	1425	1052	adenosine	supraventricular tachycardia	54	66.8	0	0	Inf	1	0	4	0	87	1052	adenosine	supraventricular tachycardia	0	0	101.19	1	0	6	2	104	1052	adenosine	supraventricular tachycardia	0	0	Inf	1	0	15	0	198	1052	adenosine	supraventricular tachycardia	-17.07	3.86005234379082e-08	9067.45	1	0	0.03	0.97	18.52	3267.02	1
1053	masoprocol	23.4	0.4	448.18	0.061	1	2	185423	8678913	1053	masoprocol	chronic obstructive pulmonary disease	0	0	455.5	1	0	2	951	82302	1053	masoprocol	chronic obstructive pulmonary disease	50	81.9	0	0	Inf	1	0	0	164	19583	1053	masoprocol	chronic obstructive pulmonary disease	0	0	Inf	1	0	0	55	9802	1053	masoprocol	chronic obstructive pulmonary disease	0	0	Inf	1	0	0	130	13592	1053	masoprocol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1054	doxacurium chloride	0	0	32.47	1	0	7	185424	8678908	1054	doxacurium chloride	gastric disorder	0	0	112.22	1	0	2	503	10583	1054	doxacurium chloride	gastric disorder	32.1	79.5	0	0	Inf	1	0	0	82	2252	1054	doxacurium chloride	gastric disorder	0	0	Inf	1	0	0	22	860	1054	doxacurium chloride	gastric disorder	0	0	Inf	1	0	0	70	1821	1054	doxacurium chloride	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1055	fluconazole	1.59	1.5	1.68	1.7e-49	1223	36145	184201	8642770	1055	fluconazole	prophylaxis	0.63	0.45	0.87	0.003	39	3757	1638	99396	1055	fluconazole	prophylaxis	27	79.5	0.93	0.42	1.8	1	9	788	275	22387	1055	fluconazole	prophylaxis	1.43	0.56	3.05	0.35	7	537	120	13146	1055	fluconazole	prophylaxis	0.32	0.04	1.16	0.097	2	468	188	13902	1055	fluconazole	prophylaxis	-0.26	0.771051585803566	0.34	0.44	-0.01	0	0.01	-0.33	0.12	0
1056	fluticasone propionate	1.48	1.43	1.53	2.4e-108	3777	120381	181647	8558534	1056	fluticasone propionate	asthma	0.8	0.73	0.87	1e-07	704	28406	2246	72062	1056	fluticasone propionate	asthma	6	72.9	1.13	0.89	1.42	0.31	104	4297	271	12605	1056	fluticasone propionate	asthma	1.29	0.82	1.97	0.26	32	1492	80	4801	1056	fluticasone propionate	asthma	0.96	0.73	1.25	0.84	77	3748	234	10961	1056	fluticasone propionate	asthma	0.07	1.07250818125422	0.11	0.55	-0.02	0	0	-0.32	0.11	0
1057	gallium nitrate	0	0	11.34	1	0	17	185424	8678898	1057	gallium nitrate	non-hodgkin s lymphoma refractory	0	0	Inf	1	0	4	0	64	1057	gallium nitrate	non-hodgkin s lymphoma refractory	NA	NA	0	0	Inf	1	0	0	0	0	1057	gallium nitrate	non-hodgkin s lymphoma refractory	0	0	Inf	1	0	0	0	9	1057	gallium nitrate	non-hodgkin s lymphoma refractory	0	0	Inf	1	0	0	0	2	1057	gallium nitrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1058	metoprolol succinate	1.89	1.81	1.98	9.8e-154	2171	53996	183253	8624919	1058	metoprolol succinate	hypertension	2.02	1.82	2.23	1.5e-35	419	8645	7406	308038	1058	metoprolol succinate	hypertension	36.8	82.7	1.09	0.54	1.98	0.75	11	572	1091	61935	1058	metoprolol succinate	hypertension	1	0.27	2.61	1	4	281	445	31250	1058	metoprolol succinate	hypertension	0.99	0.39	2.07	1	7	364	770	39551	1058	metoprolol succinate	hypertension	0.01	1.01005016708417	0.31	0.97	-0.02	0	0	-0.33	0.06	0
1059	halobetasol propionate	1.67	0.93	2.78	0.062	15	421	185409	8678494	1059	halobetasol propionate	psoriasis	0.88	0.11	3.24	1	2	191	1905	160783	1059	halobetasol propionate	psoriasis	25.5	76.4	1.42	0.04	8.33	0.51	1	47	657	43800	1059	halobetasol propionate	psoriasis	2.41	0.06	14.63	0.35	1	29	303	21160	1059	halobetasol propionate	psoriasis	2.45	0.06	14.97	0.34	1	26	427	27163	1059	halobetasol propionate	psoriasis	0.85	2.33964685192599	0.72	0.24	0.01	0	0.01	-0.09	0.08	0.23
1060	ticlopidine	0.91	0.71	1.14	0.47	75	3854	185349	8675061	1060	ticlopidine	hypertension	0.86	0.48	1.43	0.71	15	705	7810	315978	1060	ticlopidine	hypertension	36.8	82.7	0	0	4.85	1	0	45	1102	62462	1060	ticlopidine	hypertension	0	0	11.2	1	0	25	449	31506	1060	ticlopidine	hypertension	0	0	5.72	1	0	35	777	39880	1060	ticlopidine	hypertension	-10.21	3.68004678336232e-05	113.59	0.93	-0.02	0	0	-0.33	0.06	0
1061	technetium tc-99m red blood cell kit	0	0	2.24	0.42	0	79	185424	8678836	1061	technetium tc-99m red blood cell kit	radioisotope scan	0	0	Inf	1	0	48	0	80	1061	technetium tc-99m red blood cell kit	radioisotope scan	NA	NA	0	0	Inf	1	0	0	0	0	1061	technetium tc-99m red blood cell kit	radioisotope scan	0	0	Inf	1	0	0	0	2	1061	technetium tc-99m red blood cell kit	radioisotope scan	0	0	Inf	1	0	0	0	9	1061	technetium tc-99m red blood cell kit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1062	bisoprolol fumarate	1.12	1.02	1.23	0.016	472	19726	184952	8659189	1062	bisoprolol fumarate	hypertension	0.69	0.54	0.86	0.00076	76	4462	7749	312221	1062	bisoprolol fumarate	hypertension	36.8	82.7	0.91	0.33	2	1	6	375	1096	62132	1062	bisoprolol fumarate	hypertension	0	0	1.24	0.13	0	211	449	31320	1062	bisoprolol fumarate	hypertension	1.77	0.75	3.57	0.15	8	233	769	39682	1062	bisoprolol fumarate	hypertension	0.16	1.17351087099181	0.36	0.65	-0.02	0	0	-0.33	0.06	0
1063	nicotine	1.23	1.14	1.33	7.4e-08	723	27467	184701	8651448	1063	nicotine	smoking cessation therapy	0.16	0.14	0.18	0	309	9286	9779	47245	1063	nicotine	smoking cessation therapy	27	69.5	0.09	0.06	0.14	3.1e-54	26	2750	288	2766	1063	nicotine	smoking cessation therapy	0.07	0.03	0.14	1.8e-26	9	1222	126	1228	1063	nicotine	smoking cessation therapy	0.11	0.07	0.18	2e-36	25	2233	191	1958	1063	nicotine	smoking cessation therapy	-2.29	0.101266461853883	0.18	0	-0.02	0	0	-0.04	0.12	0.75
1064	succimer	0	0	5.54	1	0	33	185424	8678882	1064	succimer	metal poisoning	0	0	56.68	1	0	11	1	15	1064	succimer	metal poisoning	NA	NA	0	0	Inf	1	0	0	0	0	1064	succimer	metal poisoning	0	0	Inf	1	0	2	0	0	1064	succimer	metal poisoning	0	0	Inf	1	0	1	0	0	1064	succimer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1065	ondansetron	1.39	1.33	1.45	1.1e-43	2072	70204	183352	8608711	1065	ondansetron	nausea	0.6	0.52	0.69	7.3e-14	281	11736	756	18859	1065	ondansetron	nausea	21.2	84	0.81	0.6	1.1	0.18	82	4032	105	4191	1065	ondansetron	nausea	0.79	0.46	1.33	0.38	28	1630	37	1696	1065	ondansetron	nausea	0.64	0.45	0.9	0.0096	57	2794	91	2847	1065	ondansetron	nausea	-0.4	0.670320046035639	0.14	0	-0.01	0	0.01	-0.26	0.15	0.08
