results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	results_logReg.N_logReg	count	count_change	count_label
167	methscopolamine bromide	1.67	0.04	9.43	0.4509408	1	208	25391	8838739	167	methscopolamine bromide	acne	0	0	17.88	1	0	33	230	34517	167	methscopolamine bromide	acne	16.6	43.3	0	0	7066.14	1	0	1	12	2443	167	methscopolamine bromide	acne	0	0	7891.44	1	0	1	5	1153	167	methscopolamine bromide	acne	0	0	Inf	1	0	0	9	2549	167	methscopolamine bromide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	856	846
1724	minocycline	0.71	0.44	1.08	0.1175262	21	10315	25371	8828632	1724	minocycline	acne	0.49	0.21	0.98	0.04747286	8	2365	222	32185	1724	minocycline	acne	16.6	43.3	0	0	2.67	0.381139	0	292	12	2152	1724	minocycline	acne	0	0	7.73	1	0	144	5	1010	1724	minocycline	acne	0	0	3.68	0.611337	0	310	9	2239	1724	minocycline	acne	-16.12	9.98097463080468e-08	1371.04	0.9906197	0	0.02	0.9342398	0.22	0.57	0.7028909	837178	20	856	846
152	procaine	0	0	1.74	0.2845434	0	740	25392	8838207	152	procaine	acne	0	0	26.31	1	0	23	230	34527	152	procaine	acne	16.6	43.3	0	0	Inf	1	0	0	12	2444	152	procaine	acne	0	0	Inf	1	0	0	5	1154	152	procaine	acne	0	0	Inf	1	0	0	9	2549	152	procaine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	856	846
36	sulfacetamide	1.96	0.4	5.76	0.1999116	3	533	25389	8838414	36	sulfacetamide	acne	0	0	8.69	1	0	66	230	34484	36	sulfacetamide	acne	16.6	43.3	0	0	115.42	1	0	9	12	2435	36	sulfacetamide	acne	0	0	318.46	1	0	5	5	1149	36	sulfacetamide	acne	0	0	101.68	1	0	14	9	2535	36	sulfacetamide	acne	-11.99	6.20596271407977e-06	907.19	0.9894592	0	0.02	0.9303328	0.21	0.57	0.7082327	837178	20	856	846
47	sulfacetamide sodium	2.08	0.56	5.34	0.1308146	4	671	25388	8838276	47	sulfacetamide sodium	acne	0	0	10.11	1	0	57	230	34493	47	sulfacetamide sodium	acne	16.6	43.3	0	0	115.42	1	0	9	12	2435	47	sulfacetamide sodium	acne	0	0	255.58	1	0	6	5	1148	47	sulfacetamide sodium	acne	0	0	120.23	1	0	12	9	2537	47	sulfacetamide sodium	acne	-12.01	6.08307641893218e-06	932.05	0.9897232	0	0.02	0.9271926	0.22	0.57	0.7054883	837178	20	856	846
12	sulfur	1.43	0.17	5.18	0.4096166	2	488	25390	8838459	12	sulfur	acne	0	0	11.58	1	0	50	230	34500	12	sulfur	acne	16.6	43.3	0	0	333.43	1	0	4	12	2440	12	sulfur	acne	0	0	648.31	1	0	3	5	1151	12	sulfur	acne	0	0	275.39	1	0	6	9	2543	12	sulfur	acne	-12	6.14421235332821e-06	1317.97	0.9927375	0	0.02	0.931508	0.22	0.57	0.706611	837178	20	856	846
1224	tazarotene	0	0	1.72	0.2864369	0	749	25392	8838198	1224	tazarotene	acne	0	0	2.16	0.4237978	0	259	230	34291	1224	tazarotene	acne	16.6	43.3	0	0	37	1	0	25	12	2419	1224	tazarotene	acne	0	0	96.23	1	0	14	5	1140	1224	tazarotene	acne	0	0	61.91	1	0	22	9	2527	1224	tazarotene	acne	-13.01	2.23783875359995e-06	1086.4	0.9904421	0	0.02	0.9311097	0.22	0.57	0.7022619	837178	20	856	846
1718	tetracycline	1.55	0.89	2.53	0.08398443	16	3586	25376	8835361	1718	tetracycline	acne	3.06	1.1	6.84	0.01657986	6	300	224	34250	1718	tetracycline	acne	16.6	43.3	0	0	69.67	1	0	14	12	2430	1718	tetracycline	acne	0	0	139.38	1	0	10	5	1144	1718	tetracycline	acne	0	0	61.91	1	0	22	9	2527	1718	tetracycline	acne	-12.99	2.28304609518647e-06	1152.33	0.9910038	0	0.02	0.9358269	0.21	0.57	0.7077116	837178	20	856	846
389	atropine	1.04	0.77	1.38	0.7175814	50	16688	25342	8822259	389	atropine	crohn s disease	0	0	3.16	0.635286	0	1731	101	146957	389	atropine	crohn s disease	15.8	63.8	0	0	18.12	1	0	288	24	31223	389	atropine	crohn s disease	0	0	36.11	1	0	141	12	13993	389	atropine	crohn s disease	0	0	23.82	1	0	262	16	23924	389	atropine	crohn s disease	-12.2	5.03045560711145e-06	534.51	0.9817838	-0.01	0.01	0.2996099	0.21	0.38	0.5775405	8383488	20	876	866
505	azathioprine	0.4	0.29	0.54	2.227155e-12	44	37971	25348	8800976	505	azathioprine	crohn s disease	0.9	0.4	1.78	0.8682259	9	14585	92	134103	505	azathioprine	crohn s disease	15.8	63.8	2.22	0.55	6.63	0.1322246	4	2606	20	28905	505	azathioprine	crohn s disease	0	0	3.96	0.6158422	0	1180	12	12954	505	azathioprine	crohn s disease	3.95	0.93	13.04	0.0314555	4	1884	12	22302	505	azathioprine	crohn s disease	0.62	1.85892804184634	0.54	0.2493455	-0.01	0.01	0.3005475	0.21	0.38	0.5797549	8383488	20	876	866
601	azathioprine sodium	0.4	0.29	0.54	2.863549e-12	44	37810	25348	8801137	601	azathioprine sodium	crohn s disease	0.91	0.4	1.8	1	9	14484	92	134204	601	azathioprine sodium	crohn s disease	15.8	63.8	2.24	0.56	6.68	0.1295215	4	2586	20	28925	601	azathioprine sodium	crohn s disease	0	0	4	0.6158583	0	1168	12	12966	601	azathioprine sodium	crohn s disease	3.97	0.93	13.12	0.0308666	4	1873	12	22313	601	azathioprine sodium	crohn s disease	0.63	1.87761057926434	0.54	0.2434835	-0.01	0.01	0.3012582	0.21	0.38	0.5791733	8383488	20	876	866
515	cholestyramine	0.33	0.11	0.78	0.006045887	5	5242	25387	8833705	515	cholestyramine	crohn s disease	0	0	5.52	1	0	997	101	147691	515	cholestyramine	crohn s disease	15.8	63.8	0	0	32.06	1	0	164	24	31347	515	cholestyramine	crohn s disease	0	0	56.45	1	0	91	12	14043	515	cholestyramine	crohn s disease	0	0	48.21	1	0	131	16	24055	515	cholestyramine	crohn s disease	-12.22	4.93084591221916e-06	720.04	0.9864581	-0.01	0.01	0.2916502	0.22	0.38	0.5752103	8383488	20	876	866
243	clidinium bromide	0.82	0.27	1.92	0.8392455	5	2122	25387	8836825	243	clidinium bromide	crohn s disease	7.24	0.18	41.77	0.130624	1	205	100	148483	243	clidinium bromide	crohn s disease	15.8	63.8	0	0	106.1	1	0	51	24	31460	243	clidinium bromide	crohn s disease	0	0	920.28	1	0	7	12	14127	243	clidinium bromide	crohn s disease	0	0	129.13	1	0	50	16	24136	243	clidinium bromide	crohn s disease	-11.2	1.3674196065681e-05	861.91	0.9896301	-0.01	0.01	0.2841437	0.21	0.38	0.5798451	8383488	20	876	866
643	colestipol	1.63	0.74	3.1	0.1340808	9	1924	25383	8837023	643	colestipol	crohn s disease	0	0	13.03	1	0	425	101	148263	643	colestipol	crohn s disease	15.8	63.8	0	0	59.77	1	0	89	24	31422	643	colestipol	crohn s disease	0	0	135.22	1	0	39	12	14095	643	colestipol	crohn s disease	0	0	78.57	1	0	81	16	24105	643	colestipol	crohn s disease	-11.19	1.38116240208827e-05	594.39	0.9849863	-0.01	0.01	0.2879268	0.21	0.38	0.5780481	8383488	20	876	866
111	dicyclomine	0.86	0.56	1.25	0.475162	27	10988	25365	8827959	111	dicyclomine	crohn s disease	0.9	0.02	5.13	1	1	1637	100	147051	111	dicyclomine	crohn s disease	15.8	63.8	0	0	14.04	1	0	370	24	31141	111	dicyclomine	crohn s disease	0	0	52.89	1	0	97	12	14037	111	dicyclomine	crohn s disease	0	0	18.38	1	0	338	16	23848	111	dicyclomine	crohn s disease	-13.29	1.69132214597039e-06	847.68	0.987492	-0.01	0.01	0.2859426	0.21	0.38	0.589304	8383488	20	876	866
390	diphenoxylate	0.41	0.22	0.7	0.0002492698	13	11090	25379	8827857	390	diphenoxylate	crohn s disease	0	0	3.11	0.63642	0	1760	101	146928	390	diphenoxylate	crohn s disease	15.8	63.8	0	0	17.39	1	0	300	24	31211	390	diphenoxylate	crohn s disease	0	0	35.3	1	0	144	12	13990	390	diphenoxylate	crohn s disease	0	0	23.1	1	0	270	16	23916	390	diphenoxylate	crohn s disease	-12.2	5.03045560711145e-06	527.37	0.9815376	-0.01	0.01	0.3000718	0.21	0.38	0.5775563	8383488	20	876	866
247	levallorphan tartrate	0	0	203.75	1	0	8	25392	8838939	247	levallorphan tartrate	crohn s disease	0	0	7763.75	1	0	2	101	148686	247	levallorphan tartrate	crohn s disease	15.8	63.8	0	0	4.5036e+15	1	0	1	24	31510	247	levallorphan tartrate	crohn s disease	0	0	Inf	1	0	0	12	14134	247	levallorphan tartrate	crohn s disease	0	0	4.5036e+15	1	0	1	16	24185	247	levallorphan tartrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	876	866
181	mercaptopurine	0.28	0.12	0.56	1.233235e-05	8	9863	25384	8829084	181	mercaptopurine	crohn s disease	1.43	0.38	3.78	0.3716982	4	4173	97	144515	181	mercaptopurine	crohn s disease	15.8	63.8	0	0	10.28	1	0	503	24	31008	181	mercaptopurine	crohn s disease	0	0	18.31	1	0	274	12	13860	181	mercaptopurine	crohn s disease	0	0	15.97	1	0	388	16	23798	181	mercaptopurine	crohn s disease	-13.4	1.51514411214325e-06	686.52	0.9844321	-0.01	0.01	0.2771439	0.22	0.38	0.5729259	8383488	20	876	866
988	mesalamine	0.36	0.25	0.5	8.269243e-13	34	33204	25358	8805743	988	mesalamine	crohn s disease	1	0.48	1.88	1	11	16180	90	132508	988	mesalamine	crohn s disease	15.8	63.8	0.58	0.01	3.58	1	1	2197	23	29314	988	mesalamine	crohn s disease	0	0	4.42	1	0	1066	12	13068	988	mesalamine	crohn s disease	1.85	0.2	8.08	0.3192807	2	1730	14	22456	988	mesalamine	crohn s disease	0.01	1.01005016708417	0.73	0.989982	-0.01	0.01	0.2831959	0.21	0.38	0.5777206	8383488	20	876	866
396	metronidazole	2.11	1.83	2.42	1.938686e-21	206	34105	25186	8804842	396	metronidazole	crohn s disease	1.59	0.32	4.8	0.4433783	3	2803	98	145885	396	metronidazole	crohn s disease	15.8	63.8	0	0	12.05	1	0	430	24	31081	396	metronidazole	crohn s disease	0	0	23.35	1	0	216	12	13918	396	metronidazole	crohn s disease	0	0	19.62	1	0	317	16	23869	396	metronidazole	crohn s disease	-13.39	1.53037156362688e-06	765.45	0.9860423	-0.01	0.01	0.2782709	0.22	0.38	0.5742749	8383488	20	876	866
59	niacinamide	0	0	0.51	0.001228549	0	2528	25392	8836419	59	niacinamide	crohn s disease	0	0	15.62	1	0	355	101	148333	59	niacinamide	crohn s disease	15.8	63.8	0	0	367.03	1	0	16	24	31495	59	niacinamide	crohn s disease	0	0	668.96	1	0	9	12	14125	59	niacinamide	crohn s disease	0	0	588.92	1	0	12	16	24174	59	niacinamide	crohn s disease	-10.35	3.19927897776892e-05	860.46	0.990399	-0.01	0.01	0.2829976	0.21	0.38	0.5773223	8383488	20	876	866
1006	olsalazine sodium	0	0	6.17	1	0	210	25392	8838737	1006	olsalazine sodium	crohn s disease	0	0	152.72	1	0	38	101	148650	1006	olsalazine sodium	crohn s disease	15.8	63.8	0	0	1971.46	1	0	4	24	31507	1006	olsalazine sodium	crohn s disease	0	0	4.5036e+15	1	0	1	12	14133	1006	olsalazine sodium	crohn s disease	0	0	4334.18	1	0	3	16	24183	1006	olsalazine sodium	crohn s disease	-8.16	0.000285862394797409	727.41	0.9910498	-0.01	0.01	0.283164	0.21	0.38	0.5776635	8383488	20	876	866
1454	rifaximin	0.42	0.14	0.98	0.04095719	5	4127	25387	8834820	1454	rifaximin	crohn s disease	0	0	15.49	1	0	358	101	148330	1454	rifaximin	crohn s disease	15.8	63.8	0	0	103.95	1	0	52	24	31459	1454	rifaximin	crohn s disease	0	0	198.52	1	0	27	12	14107	1454	rifaximin	crohn s disease	0	0	154.7	1	0	42	16	24144	1454	rifaximin	crohn s disease	-11.26	1.28778728799356e-05	782.75	0.988518	-0.01	0.01	0.2846166	0.21	0.38	0.577251	8383488	20	876	866
769	technetium tc-99m albumin colloid kit	0	0	63.66	1	0	22	25392	8838925	769	technetium tc-99m albumin colloid kit	crohn s disease	0	0	1655.52	1	0	5	101	148683	769	technetium tc-99m albumin colloid kit	crohn s disease	15.8	63.8	0	0	Inf	1	0	0	24	31511	769	technetium tc-99m albumin colloid kit	crohn s disease	0	0	Inf	1	0	0	12	14134	769	technetium tc-99m albumin colloid kit	crohn s disease	0	0	Inf	1	0	0	16	24186	769	technetium tc-99m albumin colloid kit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	876	866
1051	technetium tc-99m teboroxime kit	0	0	203.75	1	0	8	25392	8838939	1051	technetium tc-99m teboroxime kit	crohn s disease	0	0	7763.75	1	0	2	101	148686	1051	technetium tc-99m teboroxime kit	crohn s disease	15.8	63.8	0	0	Inf	1	0	0	24	31511	1051	technetium tc-99m teboroxime kit	crohn s disease	0	0	Inf	1	0	0	12	14134	1051	technetium tc-99m teboroxime kit	crohn s disease	0	0	Inf	1	0	0	16	24186	1051	technetium tc-99m teboroxime kit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	876	866
1506	tinidazole	1.34	0.03	7.56	0.5256703	1	259	25391	8838688	1506	tinidazole	crohn s disease	0	0	317.81	1	0	19	101	148669	1506	tinidazole	crohn s disease	15.8	63.8	0	0	797.4	1	0	8	24	31503	1506	tinidazole	crohn s disease	0	0	Inf	1	0	0	12	14134	1506	tinidazole	crohn s disease	0	0	957.12	1	0	8	16	24178	1506	tinidazole	crohn s disease	-9.2	0.000101039401837093	845.87	0.9913228	-0.01	0.01	0.2830855	0.21	0.38	0.5781521	8383488	20	876	866
144	tyrosine	0	0	0.51	0.00123195	0	2537	25392	8836410	144	tyrosine	crohn s disease	0	0	15.53	1	0	357	101	148331	144	tyrosine	crohn s disease	15.8	63.8	0	0	367.03	1	0	16	24	31495	144	tyrosine	crohn s disease	0	0	668.96	1	0	9	12	14125	144	tyrosine	crohn s disease	0	0	588.92	1	0	12	16	24174	144	tyrosine	crohn s disease	-10.35	3.19927897776892e-05	860.46	0.990399	-0.01	0.01	0.2829976	0.21	0.38	0.5773223	8383488	20	876	866
1941	vedolizumab	0.5	0.2	1.04	0.0777009	7	4833	25385	8834114	1941	vedolizumab	crohn s disease	4.57	1.63	10.33	0.002725584	6	2028	95	146660	1941	vedolizumab	crohn s disease	15.8	63.8	8.92	2.89	23.5	0.0001701601	6	1135	18	30376	1941	vedolizumab	crohn s disease	5.56	0.59	26.17	0.06350292	2	491	10	13643	1941	vedolizumab	crohn s disease	9.1	2.14	30.09	0.002029667	4	854	12	23332	1941	vedolizumab	crohn s disease	2.04	7.690609198879	0.46	1.010207e-05	-0.01	0.01	0.2411525	0.22	0.38	0.5593284	8383488	20	876	866
1463	conjugated estrogens/medroxyprogesterone acetate	0	0	10.51	1	0	124	25392	8838823	1463	conjugated estrogens/medroxyprogesterone acetate	hormone replacement therapy	0	0	187.85	1	0	48	19	40738	1463	conjugated estrogens/medroxyprogesterone acetate	hormone replacement therapy	41.9	58.9	0	0	Inf	1	0	0	5	1582	1463	conjugated estrogens/medroxyprogesterone acetate	hormone replacement therapy	0	0	Inf	1	0	0	0	1240	1463	conjugated estrogens/medroxyprogesterone acetate	hormone replacement therapy	0	0	Inf	1	0	0	7	2253	1463	conjugated estrogens/medroxyprogesterone acetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	896	886
65	dienestrol	0	0	125.27	1	0	12	25392	8838935	65	dienestrol	hormone replacement therapy	0	0	3143.23	1	0	4	19	40782	65	dienestrol	hormone replacement therapy	41.9	58.9	0	0	Inf	1	0	0	5	1582	65	dienestrol	hormone replacement therapy	0	0	Inf	1	0	0	0	1240	65	dienestrol	hormone replacement therapy	0	0	Inf	1	0	0	7	2253	65	dienestrol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	896	886
914	estradiol	0.51	0.41	0.63	2.789646e-12	89	60240	25303	8778707	914	estradiol	hormone replacement therapy	0.56	0.1	1.96	0.4376542	3	10215	16	30571	914	estradiol	hormone replacement therapy	41.9	58.9	0	0	2.36	0.3339399	0	502	5	1080	914	estradiol	hormone replacement therapy	0	0	Inf	1	0	2	0	1238	914	estradiol	hormone replacement therapy	0.48	0.05	2.94	0.4662199	2	1024	5	1229	914	estradiol	hormone replacement therapy	-0.73	0.481908990090202	0.84	0.3829129	-0.03	0.03	0.193245	-17.08	1356	0.9899499	835008	20	896	886
719	estradiol cypionate	1.78	0.21	6.46	0.3115027	2	392	25390	8838555	719	estradiol cypionate	hormone replacement therapy	0	0	82.87	1	0	107	19	40679	719	estradiol cypionate	hormone replacement therapy	41.9	58.9	0	0	289.76	1	0	7	5	1575	719	estradiol cypionate	hormone replacement therapy	0	0	Inf	1	0	0	0	1240	719	estradiol cypionate	hormone replacement therapy	0	0	105.4	1	0	16	7	2237	719	estradiol cypionate	hormone replacement therapy	-16.78	5.15868005745919e-08	11875.01	0.9988723	-0.03	0.03	0.1914653	-16.82	1354.6	0.9900934	835008	20	896	886
1458	estradiol hemihydrate	0	0	7.01	1	0	185	25392	8838762	1458	estradiol hemihydrate	hormone replacement therapy	0	0	252.55	1	0	36	19	40750	1458	estradiol hemihydrate	hormone replacement therapy	41.9	58.9	0	0	902.54	1	0	3	5	1579	1458	estradiol hemihydrate	hormone replacement therapy	0	0	Inf	1	0	0	0	1240	1458	estradiol hemihydrate	hormone replacement therapy	0	0	270.1	1	0	7	7	2246	1458	estradiol hemihydrate	hormone replacement therapy	-16.79	5.10735033325263e-08	18057.02	0.9992579	-0.03	0.03	0.1916967	-16.82	1354.63	0.990096	835008	20	896	886
207	estradiol valerate	0.75	0.09	2.72	1	2	926	25390	8838021	207	estradiol valerate	hormone replacement therapy	0	0	106.06	1	0	84	19	40702	207	estradiol valerate	hormone replacement therapy	41.9	58.9	0	0	902.54	1	0	3	5	1579	207	estradiol valerate	hormone replacement therapy	0	0	Inf	1	0	0	0	1240	207	estradiol valerate	hormone replacement therapy	0	0	880.89	1	0	3	7	2250	207	estradiol valerate	hormone replacement therapy	-17.01	4.09874465021516e-08	27812.12	0.9995121	-0.03	0.03	0.1911491	-16.81	1354.61	0.9900967	835008	20	896	886
23	estrogens	0.36	0.29	0.45	3.946763e-29	87	82592	25305	8756355	23	estrogens	hormone replacement therapy	0.31	0.11	0.85	0.01153133	8	28577	11	12209	23	estrogens	hormone replacement therapy	41.9	58.9	4.04	0.34	35.44	0.1507284	2	224	3	1358	23	estrogens	hormone replacement therapy	0	0	Inf	1	0	0	0	1240	23	estrogens	hormone replacement therapy	0.97	0.09	5.94	1	2	658	5	1595	23	estrogens	hormone replacement therapy	0.14	1.15027379885723	0.85	0.8675595	-0.04	0.03	0.185552	-16.77	1354.09	0.9901167	835008	20	896	886
1343	estrogens synthetic a	0	0	1.25	0.1307929	0	1030	25392	8837917	1343	estrogens synthetic a	hormone replacement therapy	0	0	31.97	1	0	273	19	40513	1343	estrogens synthetic a	hormone replacement therapy	41.9	58.9	0	0	902.54	1	0	3	5	1579	1343	estrogens synthetic a	hormone replacement therapy	0	0	Inf	1	0	0	0	1240	1343	estrogens synthetic a	hormone replacement therapy	0	0	880.89	1	0	3	7	2250	1343	estrogens synthetic a	hormone replacement therapy	-16.82	4.9564053191725e-08	27801.06	0.9995172	-0.03	0.03	0.1917882	-16.81	1354.64	0.9900971	835008	20	896	886
1474	estrogens synthetic b	0	0	4.52	1	0	286	25392	8838661	1474	estrogens synthetic b	hormone replacement therapy	0	0	232.54	1	0	39	19	40747	1474	estrogens synthetic b	hormone replacement therapy	41.9	58.9	0	0	10345.15	1	0	1	5	1581	1474	estrogens synthetic b	hormone replacement therapy	0	0	Inf	1	0	0	0	1240	1474	estrogens synthetic b	hormone replacement therapy	0	0	880.89	1	0	3	7	2250	1474	estrogens synthetic b	hormone replacement therapy	-16.9	4.57533876944581e-08	27556.63	0.9995108	-0.03	0.03	0.1914579	-16.81	1354.61	0.9900968	835008	20	896	886
461	estrogens, esterified	0	0	0.95	0.03835959	0	1354	25392	8837593	461	estrogens, esterified	hormone replacement therapy	0	0	14.92	1	0	579	19	40207	461	estrogens, esterified	hormone replacement therapy	41.9	58.9	0	0	593.08	1	0	4	5	1578	461	estrogens, esterified	hormone replacement therapy	0	0	Inf	1	0	0	0	1240	461	estrogens, esterified	hormone replacement therapy	0	0	87.35	1	0	19	7	2234	461	estrogens, esterified	hormone replacement therapy	-16.47	7.03347394611271e-08	10989.84	0.9988042	-0.03	0.03	0.1968867	-16.82	1354.92	0.9900962	835008	20	896	886
17	estrone	1.23	0.25	3.6	0.5288098	3	851	25389	8838096	17	estrone	hormone replacement therapy	0	0	47.99	1	0	183	19	40603	17	estrone	hormone replacement therapy	41.9	58.9	0	0	10345.15	1	0	1	5	1581	17	estrone	hormone replacement therapy	0	0	Inf	1	0	0	0	1240	17	estrone	hormone replacement therapy	0	0	880.89	1	0	3	7	2250	17	estrone	hormone replacement therapy	-16.59	6.23813178392503e-08	27698.85	0.9995222	-0.03	0.03	0.1923975	-16.81	1354.66	0.9900975	835008	20	896	886
1684	estropipate	0.37	0.08	1.09	0.07624339	3	2813	25389	8836134	1684	estropipate	hormone replacement therapy	0	0	7.41	1	0	1148	19	39638	1684	estropipate	hormone replacement therapy	41.9	58.9	0	0	247.77	1	0	8	5	1574	1684	estropipate	hormone replacement therapy	0	0	Inf	1	0	0	0	1240	1684	estropipate	hormone replacement therapy	0	0	92.63	1	0	18	7	2235	1684	estropipate	hormone replacement therapy	-16.74	5.36920978441495e-08	11241.97	0.998812	-0.03	0.03	0.1923909	-16.82	1354.69	0.9900937	835008	20	896	886
476	ethynodiol diacetate	3.65	0.75	10.78	0.05125444	3	286	25389	8838661	476	ethynodiol diacetate	hormone replacement therapy	0	0	1005.46	1	0	10	19	40776	476	ethynodiol diacetate	hormone replacement therapy	41.9	58.9	0	0	Inf	1	0	0	5	1582	476	ethynodiol diacetate	hormone replacement therapy	0	0	Inf	1	0	0	0	1240	476	ethynodiol diacetate	hormone replacement therapy	0	0	Inf	1	0	0	7	2253	476	ethynodiol diacetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	896	886
778	isosulfan blue	0	0	15.82	1	0	83	25392	8838864	778	isosulfan blue	hormone replacement therapy	0	0	16384	1	0	2	19	40784	778	isosulfan blue	hormone replacement therapy	41.9	58.9	0	0	Inf	1	0	0	5	1582	778	isosulfan blue	hormone replacement therapy	0	0	Inf	1	0	0	0	1240	778	isosulfan blue	hormone replacement therapy	0	0	Inf	1	0	0	7	2253	778	isosulfan blue	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	896	886
338	medroxyprogesterone acetate	0.37	0.29	0.48	4.619312e-21	66	61008	25326	8777939	338	medroxyprogesterone acetate	hormone replacement therapy	0.11	0.02	0.39	3.734908e-05	3	25576	16	15210	338	medroxyprogesterone acetate	hormone replacement therapy	41.9	58.9	0	0	36.5	1	0	47	5	1535	338	medroxyprogesterone acetate	hormone replacement therapy	0	0	Inf	1	0	0	0	1240	338	medroxyprogesterone acetate	hormone replacement therapy	0	0	12.81	1	0	117	7	2136	338	medroxyprogesterone acetate	hormone replacement therapy	-16.74	5.36920978441495e-08	4423.55	0.9969811	-0.03	0.03	0.202251	-16.86	1355.45	0.9900749	835008	20	896	886
277	mestranol	5.5	1.12	16.31	0.01853	3	190	25389	8838757	277	mestranol	hormone replacement therapy	0	0	1376.56	1	0	8	19	40778	277	mestranol	hormone replacement therapy	41.9	58.9	0	0	Inf	1	0	0	5	1582	277	mestranol	hormone replacement therapy	0	0	Inf	1	0	0	0	1240	277	mestranol	hormone replacement therapy	0	0	10494.32	1	0	1	7	2252	277	mestranol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	896	886
13	methyltestosterone	2.18	0.26	7.92	0.2356718	2	320	25390	8838627	13	methyltestosterone	hormone replacement therapy	0	0	160.34	1	0	56	19	40730	13	methyltestosterone	hormone replacement therapy	41.9	58.9	0	0	593.08	1	0	4	5	1578	13	methyltestosterone	hormone replacement therapy	0	0	Inf	1	0	4	0	1236	13	methyltestosterone	hormone replacement therapy	0	0	326.76	1	0	6	7	2247	13	methyltestosterone	hormone replacement therapy	-15.97	1.15962381018712e-07	14140.72	0.9990991	-0.03	0.03	0.1928164	-16.81	1354.05	0.990095	835008	20	896	886
367	norethindrone acetate	0.53	0.29	0.89	0.01396071	14	9141	25378	8829806	367	norethindrone acetate	hormone replacement therapy	0	0	4.77	1	0	1754	19	39032	367	norethindrone acetate	hormone replacement therapy	41.9	58.9	0	0	77.59	1	0	23	5	1559	367	norethindrone acetate	hormone replacement therapy	0	0	Inf	1	0	1	0	1239	367	norethindrone acetate	hormone replacement therapy	0	0	30.72	1	0	51	7	2202	367	norethindrone acetate	hormone replacement therapy	-17.07	3.86005234379082e-08	6557.42	0.9979227	-0.04	0.03	0.1748887	-16.84	1353.2	0.99007	835008	20	896	886
195	progesterone	0.62	0.36	0.99	0.04419216	17	9592	25375	8829355	195	progesterone	hormone replacement therapy	0	0	5.89	1	0	1433	19	39353	195	progesterone	hormone replacement therapy	41.9	58.9	0	0	19.48	1	0	85	5	1497	195	progesterone	hormone replacement therapy	0	0	Inf	1	0	0	0	1240	195	progesterone	hormone replacement therapy	0	0	7.42	1	0	194	7	2059	195	progesterone	hormone replacement therapy	-16.84	4.85826191822343e-08	3429.99	0.9960824	-0.03	0.03	0.1968543	-16.9	1355.22	0.9900501	835008	20	896	886
533	quinestrol	0	0	105.16	1	0	14	25392	8838933	533	quinestrol	hormone replacement therapy	0	0	1941.66	1	0	6	19	40780	533	quinestrol	hormone replacement therapy	41.9	58.9	0	0	Inf	1	0	0	5	1582	533	quinestrol	hormone replacement therapy	0	0	Inf	1	0	0	0	1240	533	quinestrol	hormone replacement therapy	0	0	Inf	1	0	0	7	2253	533	quinestrol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	896	886
