results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	count	count_change	count_label
266	polyestradiol phosphate	0	0	163.23	1	0	11	21580	8842748	266	polyestradiol phosphate	prostate cancer	0	0	693.75	1	0	7	47	46141	266	polyestradiol phosphate	prostate cancer	53.8	71.1	0	0	Inf	1	0	0	2	4524	266	polyestradiol phosphate	prostate cancer	0	0	Inf	1	0	0	4	14786	266	polyestradiol phosphate	prostate cancer	0	0	Inf	1	0	0	0	51	266	polyestradiol phosphate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	951	942
2041	radium ra-223 dichloride	0	0	1.32	0.13	0	1149	21580	8841610	2041	radium ra-223 dichloride	prostate cancer	0	0	14.73	1	0	256	47	45892	2041	radium ra-223 dichloride	prostate cancer	53.8	71.1	0	0	382.47	1	0	63	2	4461	2041	radium ra-223 dichloride	prostate cancer	0	0	149.12	1	0	149	4	14637	2041	radium ra-223 dichloride	prostate cancer	0	0	Inf	1	0	0	0	51	2041	radium ra-223 dichloride	prostate cancer	-13.27	1.72548911973592e-06	2376.54	1	-0.05	0.02	0.03	13.57	4008.65	1	17	951	942
1123	triclosan	0	0	2.27	0.42	0	669	21580	8842090	1123	triclosan	prostate cancer	0	0	693.75	1	0	7	47	46141	1123	triclosan	prostate cancer	53.8	71.1	0	0	Inf	1	0	0	2	4524	1123	triclosan	prostate cancer	0	0	Inf	1	0	0	4	14786	1123	triclosan	prostate cancer	0	0	Inf	1	0	0	0	51	1123	triclosan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	951	942
851	trilostane	0	0	347.21	1	0	6	21580	8842753	851	trilostane	prostate cancer	0	0	4.5036e+15	1	0	1	47	46147	851	trilostane	prostate cancer	53.8	71.1	0	0	Inf	1	0	0	2	4524	851	trilostane	prostate cancer	0	0	Inf	1	0	0	4	14786	851	trilostane	prostate cancer	0	0	Inf	1	0	0	0	51	851	trilostane	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	951	942
1263	triptorelin pamoate	7.41	4.13	12.3	5.1e-09	15	830	21565	8841929	1263	triptorelin pamoate	prostate cancer	57.74	27.69	113.68	6.4e-18	13	303	34	45845	1263	triptorelin pamoate	prostate cancer	53.8	71.1	0	0	1370.4	1	0	18	2	4506	1263	triptorelin pamoate	prostate cancer	0	0	313.35	1	0	72	4	14714	1263	triptorelin pamoate	prostate cancer	0	0	Inf	1	0	0	0	51	1263	triptorelin pamoate	prostate cancer	-12.22	4.93084591221916e-06	2063.86	1	-0.05	0.02	0.03	12.56	2431.19	1	17	951	942
1498	bisacodyl	1.92	1.26	2.8	0.0019	27	5767	21553	8836992	1498	bisacodyl	constipation	4.96	2.18	9.94	0.00017	9	976	78	41954	1498	bisacodyl	constipation	22.8	77.1	1.55	0.04	9.8	0.49	1	293	19	8614	1498	bisacodyl	constipation	0	0	14.71	1	0	170	10	5559	1498	bisacodyl	constipation	2.82	0.07	18.97	0.31	1	203	13	7455	1498	bisacodyl	constipation	0.44	1.55270721851134	1.02	0.67	-0.03	0.01	0	-0.01	0.41	0.99	16	967	959
822	glycerin	0	0	1.22	0.083	0	1241	21580	8841518	822	glycerin	constipation	0	0	7.3	1	0	255	87	42675	822	glycerin	constipation	22.8	77.1	0	0	36.33	1	0	51	20	8856	822	glycerin	constipation	0	0	71.32	1	0	37	10	5692	822	glycerin	constipation	0	0	58.16	1	0	41	14	7617	822	glycerin	constipation	-12.5	3.72665317207867e-06	714.13	0.99	-0.03	0.01	0	0	0.41	1	16	967	959
663	lactulose	1.3	1.01	1.64	0.039	69	21835	21511	8820924	663	lactulose	constipation	1.44	0.63	2.88	0.3	9	3187	78	39743	663	lactulose	constipation	22.8	77.1	0.58	0.01	3.65	1	1	743	19	8164	663	lactulose	constipation	0	0	5.02	1	0	469	10	5260	663	lactulose	constipation	2.66	0.29	12.02	0.2	2	451	12	7207	663	lactulose	constipation	0.21	1.23367805995674	0.74	0.78	-0.03	0.01	0	-0.01	0.42	0.98	16	967	959
2006	linaclotide	0.27	0.07	0.69	0.0017	4	6100	21576	8836659	2006	linaclotide	constipation	0.43	0.05	1.62	0.33	2	2204	85	40726	2006	linaclotide	constipation	22.8	77.1	1.28	0.14	5.35	0.67	2	713	18	8194	2006	linaclotide	constipation	2.18	0.05	15.81	0.39	1	278	9	5451	2006	linaclotide	constipation	0.72	0.02	4.78	1	1	743	13	6915	2006	linaclotide	constipation	0.2	1.22140275816017	0.75	0.79	-0.03	0.01	0	0.01	0.42	0.98	16	967	959
1562	lubiprostone	3.74	2.64	5.15	2e-11	38	4167	21542	8838592	1562	lubiprostone	constipation	0.39	0.01	2.22	0.52	1	1253	86	41677	1562	lubiprostone	constipation	22.8	77.1	1.65	0.04	10.43	0.47	1	276	19	8631	1562	lubiprostone	constipation	0	0	18	1	0	140	10	5589	1562	lubiprostone	constipation	2.38	0.06	15.94	0.36	1	240	13	7418	1562	lubiprostone	constipation	0.33	1.39096812846378	1.02	0.75	-0.03	0.01	0	0	0.42	1	16	967	959
810	magnesium oxide	0.68	0.48	0.93	0.014	37	22360	21543	8820399	810	magnesium oxide	constipation	0.28	0.03	1.03	0.068	2	3381	85	39549	810	magnesium oxide	constipation	22.8	77.1	0.95	0.02	6.02	1	1	466	19	8441	810	magnesium oxide	constipation	1.91	0.04	13.85	0.43	1	315	9	5414	810	magnesium oxide	constipation	0	0	7.02	1	0	317	14	7341	810	magnesium oxide	constipation	-0.05	0.951229424500714	1.02	0.96	-0.03	0.01	0	0	0.41	1	16	967	959
1569	methylnaltrexone bromide	2.15	0.44	6.31	0.17	3	572	21577	8842187	1569	methylnaltrexone bromide	constipation	0	0	6.52	1	0	285	87	42645	1569	methylnaltrexone bromide	constipation	22.8	77.1	0	0	36.33	1	0	51	20	8856	1569	methylnaltrexone bromide	constipation	0	0	153.54	1	0	18	10	5711	1569	methylnaltrexone bromide	constipation	0	0	59.7	1	0	40	14	7618	1569	methylnaltrexone bromide	constipation	-12.23	4.88178317563535e-06	850.84	0.99	-0.03	0.01	0	-0.01	0.41	0.99	16	967	959
2065	naloxegol oxalate	0	0	1.42	0.2	0	1066	21580	8841693	2065	naloxegol oxalate	constipation	0	0	2.67	0.65	0	686	87	42244	2065	naloxegol oxalate	constipation	22.8	77.1	0	0	5.87	1	0	299	20	8608	2065	naloxegol oxalate	constipation	0	0	19.91	1	0	127	10	5602	2065	naloxegol oxalate	constipation	0	0	10.12	1	0	223	14	7435	2065	naloxegol oxalate	constipation	-14.24	6.5410365772385e-07	939.1	0.99	-0.03	0.01	0	-0.01	0.41	0.98	16	967	959
547	phosphoric acid	3.25	0.08	18.45	0.27	1	126	21579	8842633	547	phosphoric acid	constipation	0	0	113.95	1	0	18	87	42912	547	phosphoric acid	constipation	22.8	77.1	0	0	172.5	1	0	12	20	8895	547	phosphoric acid	constipation	0	0	954.04	1	0	4	10	5725	547	phosphoric acid	constipation	0	0	269.82	1	0	10	14	7648	547	phosphoric acid	constipation	-10.13	3.98654708885523e-05	629.73	0.99	-0.03	0.01	0	0	0.41	0.99	16	967	959
899	polyethylene glycol 3350	1.01	0.82	1.23	0.92	98	39924	21482	8802835	899	polyethylene glycol 3350	constipation	0.59	0.3	1.05	0.08	14	10595	73	32335	899	polyethylene glycol 3350	constipation	22.8	77.1	0	0	0.55	0.0037	0	2406	20	6501	899	polyethylene glycol 3350	constipation	0	0	1	0.037	0	1771	10	3958	899	polyethylene glycol 3350	constipation	0.27	0.03	1.23	0.096	2	2906	12	4752	899	polyethylene glycol 3350	constipation	-1.91	0.148080386595462	0.75	0.01	-0.03	0.01	0	-0.02	0.42	0.96	16	967	959
1554	sodium ascorbate	1.03	0.33	2.41	0.82	5	1984	21575	8840775	1554	sodium ascorbate	constipation	0	0	6.41	1	0	290	87	42640	1554	sodium ascorbate	constipation	22.8	77.1	0	0	720.38	1	0	4	20	8903	1554	sodium ascorbate	constipation	0	0	3324.5	1	0	2	10	5727	1554	sodium ascorbate	constipation	0	0	1516.46	1	0	3	14	7655	1554	sodium ascorbate	constipation	-9	0.00012340980408668	648.63	0.99	-0.03	0.01	0	0	0.41	0.99	16	967	959
880	sodium phosphate, dibasic, heptahydrate	1.36	0.03	7.62	0.52	1	302	21579	8842457	880	sodium phosphate, dibasic, heptahydrate	constipation	0	0	36.26	1	0	53	87	42877	880	sodium phosphate, dibasic, heptahydrate	constipation	22.8	77.1	0	0	1122.27	1	0	3	20	8904	880	sodium phosphate, dibasic, heptahydrate	constipation	0	0	1505.81	1	0	3	10	5726	880	sodium phosphate, dibasic, heptahydrate	constipation	0	0	Inf	1	0	0	14	7658	880	sodium phosphate, dibasic, heptahydrate	constipation	-9.41	8.1900947351399e-05	839.23	0.99	-0.03	0.01	0	0	0.41	1	16	967	959
881	sodium phosphate, monobasic, anhydrous	1.44	0.04	8.08	0.5	1	285	21579	8842474	881	sodium phosphate, monobasic, anhydrous	constipation	0	0	36.26	1	0	53	87	42877	881	sodium phosphate, monobasic, anhydrous	constipation	22.8	77.1	0	0	1122.27	1	0	3	20	8904	881	sodium phosphate, monobasic, anhydrous	constipation	0	0	1505.81	1	0	3	10	5726	881	sodium phosphate, monobasic, anhydrous	constipation	0	0	Inf	1	0	0	14	7658	881	sodium phosphate, monobasic, anhydrous	constipation	-9.41	8.1900947351399e-05	839.23	0.99	-0.03	0.01	0	0	0.41	1	16	967	959
2000	sodium picosulfate	1.59	0.64	3.28	0.22	7	1805	21573	8840954	2000	sodium picosulfate	constipation	2.85	0.34	10.71	0.16	2	351	85	42579	2000	sodium picosulfate	constipation	22.8	77.1	13.24	1.47	56.9	0.012	2	74	18	8833	2000	sodium picosulfate	constipation	28.85	2.92	149.55	0.0033	2	49	8	5680	2000	sodium picosulfate	constipation	0	0	51.59	1	0	46	14	7612	2000	sodium picosulfate	constipation	2.48	11.9412644178491	0.75	0	-0.03	0.01	0	-0.03	0.42	0.94	16	967	959
528	sorbitol	0.5	0.01	2.78	0.73	1	823	21579	8841936	528	sorbitol	constipation	3.71	0.09	21.6	0.24	1	134	86	42796	528	sorbitol	constipation	22.8	77.1	13.32	0.31	88.63	0.078	1	35	19	8872	528	sorbitol	constipation	28.71	0.63	221.94	0.039	1	22	9	5707	528	sorbitol	constipation	0	0	117.79	1	0	21	14	7637	528	sorbitol	constipation	2.7	14.8797317248728	1.04	0.01	-0.03	0.01	0	0	0.42	0.99	16	967	959
1219	talc	0	0	34.22	1	0	46	21580	8842713	1219	talc	constipation	0	0	2711.91	1	0	2	87	42928	1219	talc	constipation	22.8	77.1	0	0	2472.88	1	0	2	20	8905	1219	talc	constipation	0	0	16384	1	0	1	10	5728	1219	talc	constipation	0	0	16000	1	0	1	14	7657	1219	talc	constipation	-8.36	0.000234044333769158	624.08	0.99	-0.03	0.01	0	0	0.41	0.99	16	967	959
841	aluminum hydroxide	1.03	0.6	1.64	0.9	17	6794	21563	8835965	841	aluminum hydroxide	gastrooesophageal reflux disease	1.64	0.44	4.25	0.32	4	604	320	79068	841	aluminum hydroxide	gastrooesophageal reflux disease	34	65.1	2.49	0.06	14.83	0.34	1	78	58	11251	841	aluminum hydroxide	gastrooesophageal reflux disease	0	0	14.96	1	0	88	25	8122	841	aluminum hydroxide	gastrooesophageal reflux disease	3.63	0.09	21.82	0.25	1	96	42	14630	841	aluminum hydroxide	gastrooesophageal reflux disease	0.36	1.43332941456034	1.02	0.72	-0.03	0.01	0	0.01	0.25	0.96	16	983	975
1810	bismuth subsalicylate	0.69	0.02	3.86	1	1	594	21579	8842165	1810	bismuth subsalicylate	gastrooesophageal reflux disease	0	0	14.9	1	0	63	324	79609	1810	bismuth subsalicylate	gastrooesophageal reflux disease	34	65.1	0	0	6704.29	1	0	1	59	11328	1810	bismuth subsalicylate	gastrooesophageal reflux disease	0	0	10672.08	1	0	1	25	8209	1810	bismuth subsalicylate	gastrooesophageal reflux disease	0	0	11050.24	1	0	1	43	14725	1810	bismuth subsalicylate	gastrooesophageal reflux disease	-9.4	8.27240655566322e-05	611.23	0.99	-0.03	0.01	0	0.02	0.25	0.95	16	983	975
1114	cisapride monohydrate	1.96	0.64	4.6	0.12	5	1044	21575	8841715	1114	cisapride monohydrate	gastrooesophageal reflux disease	0	0	3.15	0.64	0	290	324	79382	1114	cisapride monohydrate	gastrooesophageal reflux disease	34	65.1	0	0	54.89	1	0	15	59	11314	1114	cisapride monohydrate	gastrooesophageal reflux disease	0	0	509.01	1	0	4	25	8206	1114	cisapride monohydrate	gastrooesophageal reflux disease	0	0	92.05	1	0	16	43	14710	1114	cisapride monohydrate	gastrooesophageal reflux disease	-11.35	1.17694896249317e-05	516.65	0.98	-0.03	0.01	0	0.02	0.25	0.95	16	983	975
335	dexbrompheniramine maleate	5.58	0.67	20.5	0.052	2	147	21578	8842612	335	dexbrompheniramine maleate	gastrooesophageal reflux disease	0	0	209.44	1	0	6	324	79666	335	dexbrompheniramine maleate	gastrooesophageal reflux disease	34	65.1	0	0	Inf	1	0	0	59	11329	335	dexbrompheniramine maleate	gastrooesophageal reflux disease	0	0	Inf	1	0	0	25	8210	335	dexbrompheniramine maleate	gastrooesophageal reflux disease	0	0	Inf	1	0	0	43	14726	335	dexbrompheniramine maleate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	983	975
1634	dexlansoprazole	0.98	0.58	1.56	1	18	7496	21562	8835263	1634	dexlansoprazole	gastrooesophageal reflux disease	0.88	0.35	1.85	1	7	1940	317	77732	1634	dexlansoprazole	gastrooesophageal reflux disease	34	65.1	1.21	0.24	3.73	0.74	3	482	56	10847	1634	dexlansoprazole	gastrooesophageal reflux disease	0	0	7.12	1	0	181	25	8029	1634	dexlansoprazole	gastrooesophageal reflux disease	1.73	0.34	5.45	0.43	3	613	40	14113	1634	dexlansoprazole	gastrooesophageal reflux disease	0.19	1.20924959765725	0.59	0.74	-0.03	0.01	0	0.02	0.25	0.93	16	983	975
1394	esomeprazole magnesium	1.46	1.34	1.6	1.2e-15	509	143588	21071	8699171	1394	esomeprazole magnesium	gastrooesophageal reflux disease	1.56	1.24	1.96	0.00015	128	23506	196	56166	1394	esomeprazole magnesium	gastrooesophageal reflux disease	34	65.1	1.74	0.98	3.04	0.05	22	2882	37	8447	1394	esomeprazole magnesium	gastrooesophageal reflux disease	1.63	0.58	4.1	0.31	7	1580	18	6630	1394	esomeprazole magnesium	gastrooesophageal reflux disease	3.06	1.6	5.86	0.00033	22	3754	21	10972	1394	esomeprazole magnesium	gastrooesophageal reflux disease	1	2.71828182845905	0.25	0	-0.04	0.01	0	0.09	0.25	0.73	16	983	975
1332	magnesium hydroxide	1.05	0.59	1.73	0.79	15	5870	21565	8836889	1332	magnesium hydroxide	gastrooesophageal reflux disease	2.1	0.76	4.65	0.072	6	708	318	78964	1332	magnesium hydroxide	gastrooesophageal reflux disease	34	65.1	0	0	8.13	1	0	91	59	11238	1332	magnesium hydroxide	gastrooesophageal reflux disease	0	0	23.41	1	0	57	25	8153	1332	magnesium hydroxide	gastrooesophageal reflux disease	0	0	8.99	1	0	147	43	14579	1332	magnesium hydroxide	gastrooesophageal reflux disease	-12.73	2.96095117009214e-06	445.05	0.98	-0.03	0.01	0	0.01	0.25	0.96	16	983	975
842	magnesium trisilicate	1.13	0.66	1.81	0.6	17	6158	21563	8836601	842	magnesium trisilicate	gastrooesophageal reflux disease	1.69	0.46	4.39	0.31	4	585	320	79087	842	magnesium trisilicate	gastrooesophageal reflux disease	34	65.1	2.52	0.06	15.03	0.33	1	77	58	11252	842	magnesium trisilicate	gastrooesophageal reflux disease	0	0	15.13	1	0	87	25	8123	842	magnesium trisilicate	gastrooesophageal reflux disease	3.67	0.09	22.05	0.24	1	95	42	14631	842	magnesium trisilicate	gastrooesophageal reflux disease	0.37	1.44773461466332	1.02	0.71	-0.03	0.01	0	0.01	0.25	0.96	16	983	975
942	naftifine	19.62	8.84	38.02	2e-09	9	188	21571	8842571	942	naftifine	gastrooesophageal reflux disease	74.4	13.1	289.15	1.8e-05	3	10	321	79662	942	naftifine	gastrooesophageal reflux disease	34	65.1	0	0	166.42	1	0	6	59	11323	942	naftifine	gastrooesophageal reflux disease	0	0	239.22	1	0	7	25	8203	942	naftifine	gastrooesophageal reflux disease	0	0	Inf	1	0	0	43	14726	942	naftifine	gastrooesophageal reflux disease	-9.6	6.77287364908539e-05	547.72	0.99	-0.03	0.01	0	0.02	0.25	0.95	16	983	975
1418	omeprazole magnesium	1.95	1.74	2.18	8.4e-27	321	67961	21259	8774798	1418	omeprazole magnesium	gastrooesophageal reflux disease	2.16	1.65	2.8	2.9e-08	79	10339	245	69333	1418	omeprazole magnesium	gastrooesophageal reflux disease	34	65.1	2.02	1	3.81	0.043	13	1392	46	9937	1418	omeprazole magnesium	gastrooesophageal reflux disease	1.2	0.23	4.02	0.74	3	836	22	7374	1418	omeprazole magnesium	gastrooesophageal reflux disease	3.28	1.57	6.49	0.00094	13	1720	30	13006	1418	omeprazole magnesium	gastrooesophageal reflux disease	0.88	2.41089970641721	0.29	0	-0.03	0.01	0	0.04	0.25	0.87	16	983	975
369	phendimetrazine tartrate	11.38	2.31	34.18	0.0026	3	108	21577	8842651	369	phendimetrazine tartrate	gastrooesophageal reflux disease	246.21	3.13	15890.75	0.0081	1	1	323	79671	369	phendimetrazine tartrate	gastrooesophageal reflux disease	34	65.1	0	0	Inf	1	0	0	59	11329	369	phendimetrazine tartrate	gastrooesophageal reflux disease	0	0	Inf	1	0	0	25	8210	369	phendimetrazine tartrate	gastrooesophageal reflux disease	0	0	Inf	1	0	0	43	14726	369	phendimetrazine tartrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	983	975
969	potassium lactate	0	0	446.6	1	0	5	21580	8842754	969	potassium lactate	gastrooesophageal reflux disease	0	0	8340.49	1	0	1	324	79671	969	potassium lactate	gastrooesophageal reflux disease	34	65.1	0	0	6704.29	1	0	1	59	11328	969	potassium lactate	gastrooesophageal reflux disease	0	0	Inf	1	0	0	25	8210	969	potassium lactate	gastrooesophageal reflux disease	0	0	11050.24	1	0	1	43	14725	969	potassium lactate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	983	975
159	propantheline bromide	0	0	13.84	1	0	111	21580	8842648	159	propantheline bromide	gastrooesophageal reflux disease	0	0	144.76	1	0	8	324	79664	159	propantheline bromide	gastrooesophageal reflux disease	34	65.1	0	0	Inf	1	0	0	59	11329	159	propantheline bromide	gastrooesophageal reflux disease	0	0	Inf	1	0	0	25	8210	159	propantheline bromide	gastrooesophageal reflux disease	0	0	Inf	1	0	0	43	14726	159	propantheline bromide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	983	975
153	propoxycaine	0	0	988.61	1	0	3	21580	8842756	153	propoxycaine	gastrooesophageal reflux disease	0	0	8340.49	1	0	1	324	79671	153	propoxycaine	gastrooesophageal reflux disease	34	65.1	0	0	Inf	1	0	0	59	11329	153	propoxycaine	gastrooesophageal reflux disease	0	0	Inf	1	0	0	25	8210	153	propoxycaine	gastrooesophageal reflux disease	0	0	Inf	1	0	0	43	14726	153	propoxycaine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	983	975
848	ranitidine	1.45	1.28	1.63	5.7e-09	280	79486	21300	8763273	848	ranitidine	gastrooesophageal reflux disease	3.24	2.49	4.17	5.3e-17	85	7884	239	71788	848	ranitidine	gastrooesophageal reflux disease	34	65.1	4.58	2.49	8.12	1.2e-06	19	1065	40	10264	848	ranitidine	gastrooesophageal reflux disease	10.52	4.41	25.33	7.8e-08	13	766	12	7444	848	ranitidine	gastrooesophageal reflux disease	1.75	0.65	3.99	0.2	7	1476	36	13250	848	ranitidine	gastrooesophageal reflux disease	1.21	3.35348465254902	0.27	0	-0.03	0.01	0	0.03	0.25	0.91	16	983	975
781	sucralfate	2.22	1.7	2.84	1.8e-08	63	11657	21517	8831102	781	sucralfate	gastrooesophageal reflux disease	2.61	1.33	4.65	0.0032	12	1155	312	78517	781	sucralfate	gastrooesophageal reflux disease	34	65.1	5.18	1.6	13.04	0.004	5	199	54	11130	781	sucralfate	gastrooesophageal reflux disease	2.96	0.07	18.46	0.3	1	114	24	8096	781	sucralfate	gastrooesophageal reflux disease	5.6	1.44	15.67	0.0076	4	265	39	14461	781	sucralfate	gastrooesophageal reflux disease	1.57	4.80664819377518	0.47	0	-0.03	0.01	0	0.04	0.25	0.89	16	983	975
1015	apraclonidine	0	0	7.3	1	0	209	21580	8842550	1015	apraclonidine	glaucoma	0	0	117.77	1	0	38	18	18898	1015	apraclonidine	glaucoma	56.6	74.4	0	0	4.5036e+15	1	0	1	2	1932	1015	apraclonidine	glaucoma	0	0	1086.51	1	0	3	4	1451	1015	apraclonidine	glaucoma	0	0	14198.06	1	0	6	1	2806	1015	apraclonidine	glaucoma	-12.21	4.98040173750325e-06	1961.06	1	-0.02	0.03	0.46	2.04	1.12	0.07	16	999	991
1188	brimonidine tartrate	0.3	0.13	0.59	4e-05	8	10992	21572	8831767	1188	brimonidine tartrate	glaucoma	1.74	0.48	5.19	0.35	5	3434	13	15502	1188	brimonidine tartrate	glaucoma	56.6	74.4	3.44	0.04	269.9	0.4	1	435	1	1498	1188	brimonidine tartrate	glaucoma	10.28	0.82	539.37	0.039	3	328	1	1126	1188	brimonidine tartrate	glaucoma	0	0	141.43	1	0	607	1	2205	1188	brimonidine tartrate	glaucoma	1.69	5.41948070513121	0.92	0.07	-0.02	0.03	0.41	2.04	1.12	0.07	16	999	991
1291	brinzolamide	0.2	0.02	0.73	0.006	2	4031	21578	8838728	1291	brinzolamide	glaucoma	0	0	2.86	0.64	0	1397	18	17539	1291	brinzolamide	glaucoma	56.6	74.4	0	0	52.35	1	0	179	2	1754	1291	brinzolamide	glaucoma	0	0	13.88	1	0	144	4	1310	1291	brinzolamide	glaucoma	0	0	344.08	1	0	285	1	2527	1291	brinzolamide	glaucoma	-14.74	3.96733923039694e-07	1337.83	0.99	-0.02	0.03	0.5	2.04	1.12	0.07	16	999	991
925	carteolol	0	0	2.61	0.41	0	581	21580	8842178	925	carteolol	glaucoma	0	0	27.49	1	0	157	18	18779	925	carteolol	glaucoma	56.6	74.4	0	0	2290.46	1	0	5	2	1928	925	carteolol	glaucoma	0	0	309.23	1	0	8	4	1446	925	carteolol	glaucoma	0	0	14198.06	1	0	6	1	2806	925	carteolol	glaucoma	-12.11	5.50419516062203e-06	1665.2	0.99	-0.02	0.03	0.46	2.05	1.12	0.07	16	999	991
1164	dorzolamide	0.14	0.03	0.42	2.8e-06	3	8521	21577	8834238	1164	dorzolamide	glaucoma	1.19	0.22	4.21	0.74	3	2727	15	16209	1164	dorzolamide	glaucoma	56.6	74.4	6.88	0.09	538.63	0.24	1	245	1	1688	1164	dorzolamide	glaucoma	15.76	1.26	825.89	0.015	3	232	1	1222	1164	dorzolamide	glaucoma	0	0	245.02	1	0	385	1	2427	1164	dorzolamide	glaucoma	2.07	7.92482311784949	0.92	0.02	-0.01	0.03	0.61	1.95	1.12	0.08	16	999	991
349	echothiophate iodide	0	0	14.51	1	0	106	21580	8842653	349	echothiophate iodide	glaucoma	0	0	92.58	1	0	48	18	18888	349	echothiophate iodide	glaucoma	56.6	74.4	0	0	4.5036e+15	1	0	1	2	1932	349	echothiophate iodide	glaucoma	0	0	1086.51	1	0	3	4	1451	349	echothiophate iodide	glaucoma	0	0	4.5036e+15	1	0	2	1	2810	349	echothiophate iodide	glaucoma	-11.96	6.39496241626996e-06	1643.18	0.99	-0.02	0.03	0.45	2.05	1.12	0.07	16	999	991
346	hydroflumethiazide	0	0	57.71	1	0	28	21580	8842731	346	hydroflumethiazide	glaucoma	0	0	1720.25	1	0	4	18	18932	346	hydroflumethiazide	glaucoma	56.6	74.4	0	0	Inf	1	0	0	2	1933	346	hydroflumethiazide	glaucoma	0	0	Inf	1	0	0	4	1454	346	hydroflumethiazide	glaucoma	0	0	Inf	1	0	0	1	2812	346	hydroflumethiazide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	999	991
1222	latanoprost	0.34	0.21	0.52	9.3e-09	20	24116	21560	8818643	1222	latanoprost	glaucoma	0.75	0.25	2.13	0.64	7	8670	11	10266	1222	latanoprost	glaucoma	56.6	74.4	1.64	0.02	128.49	1	1	733	1	1200	1222	latanoprost	glaucoma	5.32	0.43	279.38	0.14	3	524	1	930	1222	latanoprost	glaucoma	Inf	0.04	Inf	0.41	1	1145	0	1667	1222	latanoprost	glaucoma	1.94	6.95875097063727	1.12	0.08	-0.02	0.03	0.42	2.11	1.12	0.06	16	999	991
927	levobunolol	12.65	7.32	20.45	1.5e-13	17	551	21563	8842208	927	levobunolol	glaucoma	0	0	31.12	1	0	139	18	18797	927	levobunolol	glaucoma	56.6	74.4	0	0	819.17	1	0	13	2	1920	927	levobunolol	glaucoma	0	0	181.8	1	0	13	4	1441	927	levobunolol	glaucoma	0	0	10212.03	1	0	9	1	2803	927	levobunolol	glaucoma	-12.19	5.08101252647241e-06	1334.43	0.99	-0.02	0.03	0.46	2.05	1.12	0.07	16	999	991
327	methazolamide	2.45	0.06	13.86	0.34	1	167	21579	8842592	327	methazolamide	glaucoma	0	0	111.47	1	0	40	18	18896	327	methazolamide	glaucoma	56.6	74.4	0	0	1578.93	1	0	7	2	1926	327	methazolamide	glaucoma	0	0	359.5	1	0	7	4	1447	327	methazolamide	glaucoma	0	0	16384	1	0	4	1	2808	327	methazolamide	glaucoma	-12.22	4.93084591221916e-06	1899.07	0.99	-0.02	0.03	0.46	2.05	1.12	0.07	16	999	991
1046	metipranolol	51.18	17.92	119.89	4.9e-09	6	48	21574	8842711	1046	metipranolol	glaucoma	339.59	55.42	1456.42	2.6e-07	3	11	15	18925	1046	metipranolol	glaucoma	56.6	74.4	0	0	4.5036e+15	1	0	1	2	1932	1046	metipranolol	glaucoma	0	0	Inf	1	0	0	4	1454	1046	metipranolol	glaucoma	0	0	4.5036e+15	1	0	1	1	2811	1046	metipranolol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	999	991
